card_name,play_count,wins,avg_position,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,cn_name,cn_name_plot
Excavator Leasing,26,14,1.4615384615384615,164.69230769230768,38.0,26,1.75,53.85,挖掘机租赁,挖掘机租赁
Underground Habitat,22,13,1.4090909090909092,156.72727272727272,31.0,22,1.75,59.09,地下栖息地,地下栖息地
Red City,35,16,1.542857142857143,157.0,54.0,35,1.7555555555555555,45.71,红城,红城
Lobbying Network,23,13,1.434782608695652,150.7826086956522,33.0,23,1.7575757575757576,56.52,游说网络,游说网络
Geological Survey:underworld,19,12,1.368421052631579,162.68421052631578,26.0,19,1.7586206896551724,63.16,地质调查,地质调查
Behemoth Excavator,17,11,1.3529411764705883,166.94117647058823,23.0,17,1.7777777777777777,64.71,巨兽挖掘机,巨兽挖掘机
Casino,18,11,1.3888888888888888,193.22222222222223,25.0,18,1.7857142857142858,61.11,赌场,赌场
Underground Smuggling Ring,18,11,1.3888888888888888,159.94444444444446,25.0,18,1.7857142857142858,61.11,地下走私集团,地下走私集团
Imported Heavy Machinery,15,10,1.3333333333333333,142.13333333333333,20.0,15,1.8,66.67,进口重型机械,进口重型机械
Tunneling Subcontractor,16,10,1.375,146.0625,22.0,16,1.8076923076923077,62.5,隧道工程分包商,隧道工程分包商
Induced Tremor,11,9,1.1818181818181819,176.63636363636363,13.0,11,1.8095238095238095,81.82,诱发震颤,诱发震颤
Microsingularity Plant,17,10,1.411764705882353,268.3529411764706,24.0,17,1.8148148148148149,58.82,微奇点装置,微奇点装置
Crater Survey,12,9,1.25,162.33333333333334,15.0,12,1.8181818181818181,75.0,陨石坑调查,陨石坑调查
Price Wars,13,9,1.3076923076923077,167.23076923076923,17.0,13,1.826086956521739,69.23,价格战,价格战
Luna Resort,13,9,1.3076923076923077,260.2307692307692,17.0,13,1.826086956521739,69.23,月球度假区,月球度假区
Hired Raiders:u,19,10,1.4736842105263157,147.57894736842104,28.0,19,1.8275862068965518,52.63,雇佣袭击者,雇佣袭击者
Road Piracy,25,11,1.56,222.92,39.0,25,1.8285714285714285,44.0,Road Piracy,Road Piracy
Neutrinograph,14,9,1.3571428571428572,204.21428571428572,19.0,14,1.8333333333333333,64.29,中微子成像,中微子成像
Global Audit,15,9,1.4,185.33333333333334,21.0,15,1.84,60.0,全球审计,全球审计
Nightclubs,15,9,1.4,163.73333333333332,21.0,15,1.84,60.0,夜总会,夜总会
Narrative Spin,15,9,1.4,170.46666666666667,21.0,15,1.84,60.0,叙事操控,叙事操控
Biobatteries,9,8,1.1111111111111112,211.66666666666666,10.0,9,1.8421052631578947,88.89,生物电池,生物电池
Off-World Tax Haven,16,9,1.4375,162.875,23.0,16,1.8461538461538463,56.25,外星避税天堂,外星避税天堂
Old World Mafia,10,8,1.2,172.4,12.0,10,1.85,80.0,旧世界黑手党,旧世界黑手党
Luna Ecumenopolis,11,8,1.2727272727272727,183.72727272727272,14.0,11,1.8571428571428572,72.73,环月球巨型城市,环月球巨型城市
Gaia City,12,8,1.3333333333333333,168.0,16.0,12,1.8636363636363635,66.67,盖亚城市,盖亚城市
Microgravimetry,13,8,1.3846153846153846,145.30769230769232,18.0,13,1.8695652173913044,61.54,微重力测量,微重力测量
Volunteer Mining Initiative,13,8,1.3846153846153846,190.6153846153846,18.0,13,1.8695652173913044,61.54,志愿采矿倡议,志愿采矿倡议
Microprobing Technology,14,8,1.4285714285714286,155.5,20.0,14,1.875,57.14,微探测技术,微探测技术
Declaration of Independence,15,8,1.4666666666666666,187.0,22.0,15,1.88,53.33,独立宣言,独立宣言
Deepnuking,7,7,1.0,171.57142857142858,7.0,7,1.8823529411764706,100.0,深层核爆,深层核爆
Patent Manipulation,8,7,1.125,199.875,9.0,8,1.8888888888888888,87.5,专利操纵,专利操纵
Geoscan Satellite,17,8,1.5294117647058822,151.76470588235293,26.0,17,1.8888888888888888,47.06,地质扫描卫星,地质扫描卫星
Martian Express,9,7,1.2222222222222223,222.88888888888889,11.0,9,1.894736842105263,77.78,火星特快,火星特快
Detective TV Series,9,7,1.2222222222222223,178.66666666666666,11.0,9,1.894736842105263,77.78,侦探电视系列剧,侦探电视系列剧
Chemical Factory,10,7,1.3,157.8,13.0,10,1.9,70.0,化工厂,化工厂
Private Resorts,10,7,1.3,180.1,13.0,10,1.9,70.0,私人度假村,私人度假村
Soil Export,21,8,1.619047619047619,150.47619047619048,34.0,21,1.903225806451613,38.1,土壤出口,土壤出口
Underground Research Center,11,7,1.3636363636363635,170.1818181818182,15.0,11,1.9047619047619047,63.64,地下研究中心,地下研究中心
Artesian Aquifer,11,7,1.3636363636363635,162.72727272727272,15.0,11,1.9047619047619047,63.64,自流含水层,自流含水层
Cut-throat Budgeting,12,7,1.4166666666666667,148.58333333333334,17.0,12,1.9090909090909092,58.33,残酷预算,残酷预算
Undermoon Drug Lords Network,13,7,1.4615384615384615,208.30769230769232,19.0,13,1.9130434782608696,53.85,毒枭地下网络,毒枭地下网络
Subterranean Sea,13,7,1.4615384615384615,156.69230769230768,19.0,13,1.9130434782608696,53.85,地下海,地下海
Star Vegas,14,7,1.5,153.07142857142858,21.0,14,1.9166666666666667,50.0,星际维加斯,星际维加斯
Cave City,15,7,1.5333333333333334,156.86666666666667,23.0,15,1.92,46.67,洞穴城市,洞穴城市
Deepmining,19,7,1.631578947368421,150.26315789473685,31.0,19,1.9310344827586208,36.84,深层采矿,深层采矿
Geologist Team,20,7,1.65,143.5,33.0,20,1.9333333333333333,35.0,地质学家团队,地质学家团队
Export Convoy,7,6,1.1428571428571428,155.71428571428572,8.0,7,1.9411764705882353,85.71,出口船队,出口船队
Geothermal Network,7,6,1.1428571428571428,180.71428571428572,8.0,7,1.9411764705882353,85.71,地热网络,地热网络
We Grow As One,9,6,1.3333333333333333,244.44444444444446,12.0,9,1.9473684210526316,66.67,我们一起成长,我们一起成长
Personal Spacecruiser,9,6,1.3333333333333333,194.88888888888889,12.0,9,1.9473684210526316,66.67,个人太空巡洋舰,个人太空巡洋舰
Search for Life Underground,9,6,1.3333333333333333,183.77777777777777,12.0,9,1.9473684210526316,66.67,地下生命搜寻,地下生命搜寻
Hostile Takeover,9,6,1.3333333333333333,288.22222222222223,12.0,9,1.9473684210526316,66.67,Hostile Takeover,Hostile Takeover
Cosmic Radiation,10,6,1.4,223.4,14.0,10,1.95,60.0,宇宙射线,宇宙射线
Underground Railway,10,6,1.4,184.2,14.0,10,1.95,60.0,地下铁路,地下铁路
Underground Shelters,12,6,1.5,166.66666666666666,18.0,12,1.9545454545454546,50.0,地下避难所,地下避难所
Friends in High Places,17,6,1.6470588235294117,151.88235294117646,28.0,17,1.962962962962963,35.29,高层人脉,高层人脉
Standard Technology:u,5,5,1.0,214.6,5.0,5,2.0,100.0,Standard Technology:u,Standard Technology:u
Micro-Geodesics,13,5,1.6153846153846154,136.3846153846154,21.0,13,2.0,38.46,微测地学,微测地学
Scapegoat,12,5,1.5833333333333333,127.41666666666667,19.0,12,2.0,41.67,替罪羊,替罪羊
Earthquake Machine,7,5,1.2857142857142858,193.14285714285714,9.0,7,2.0,71.43,地震机器,地震机器
An Offer You Can't Refuse,12,5,1.5833333333333333,182.16666666666666,19.0,12,2.0,41.67,一个无法拒绝的条件,一个无法拒绝的条件
Concession Rights,6,5,1.1666666666666667,175.33333333333334,7.0,6,2.0,83.33,特许权,特许权
Exploitation Of Venus,6,5,1.1666666666666667,173.66666666666666,7.0,6,2.0,83.33,金星开发,金星开发
Acidizing,6,5,1.1666666666666667,208.83333333333334,7.0,6,2.0,83.33,酸化处理,酸化处理
Magnetic Field Generators,7,5,1.2857142857142858,135.71428571428572,9.0,7,2.0,71.43,磁力发动机,磁力发动机
Titan Manufacturing Colony,14,4,1.7142857142857142,137.14285714285714,24.0,14,2.0416666666666665,28.57,钛制造殖民地,钛制造殖民地
Private Military Contractor,8,4,1.5,137.875,12.0,8,2.0555555555555554,50.0,私人军事承包商,私人军事承包商
Corporate Theft,8,4,1.5,183.0,12.0,8,2.0555555555555554,50.0,企业盗窃,企业盗窃
Man-made Volcano,7,4,1.4285714285714286,200.42857142857142,10.0,7,2.0588235294117645,57.14,人造火山,人造火山
Server Sabotage,6,4,1.3333333333333333,164.5,8.0,6,2.0625,66.67,服务器破坏,服务器破坏
Reckless Detonation,6,4,1.3333333333333333,126.66666666666667,8.0,6,2.0625,66.67,鲁莽引爆,鲁莽引爆
Investigative Journalism,5,4,1.2,186.2,6.0,5,2.066666666666667,80.0,调查性新闻,调查性新闻
Deimos Down,7,3,1.5714285714285714,108.57142857142857,11.0,7,2.1176470588235294,42.86,火卫二陨落,火卫二陨落
Fabricated Scandal,7,3,1.5714285714285714,173.71428571428572,11.0,7,2.1176470588235294,42.86,捏造丑闻,捏造丑闻
Revolting Colonists,6,3,1.5,299.8333333333333,9.0,6,2.125,50.0,叛乱殖民者,叛乱殖民者
Great Dam,5,3,1.4,138.0,7.0,5,2.1333333333333333,60.0,大坝,大坝
Mooncrate Convoys To Mars,5,3,1.4,259.0,7.0,5,2.1333333333333333,60.0,月球运输队前往火星,月球运输队前往火星
Staged Protests,4,3,1.25,165.5,5.0,4,2.142857142857143,75.0, staged 抗议,staged 抗议
Media Frenzy,3,3,1.0,195.66666666666666,3.0,3,2.1538461538461537,100.0,媒体狂热,媒体狂热
Plant Tax,7,2,1.7142857142857142,161.71428571428572,12.0,7,2.176470588235294,28.57,植物税,植物税
HE3 Production Quotas,6,2,1.6666666666666667,173.83333333333334,10.0,6,2.1875,33.33,HE3产能配额,HE3产能配额
Infrastructure Overload,5,2,1.6,150.2,8.0,5,2.2,40.0,基础设施过载,基础设施过载
Hackers:u,3,2,1.3333333333333333,195.33333333333334,4.0,3,2.230769230769231,66.67,黑客组织,黑客组织
Anti-trust Crackdown,3,2,1.3333333333333333,197.33333333333334,4.0,3,2.230769230769231,66.67,反垄断打击,反垄断打击
Planetary Rights Buyout,2,2,1.0,294.5,2.0,2,2.25,100.0,行星权利收购,行星权利收购
Tunneling Loophole,2,2,1.0,175.0,2.0,2,2.25,100.0,Tunneling Loophole,Tunneling Loophole
Robot Moles,5,1,1.8,152.4,9.0,5,2.2666666666666666,20.0,机器人钻地鼠,机器人钻地鼠
Subnautic Pirates,4,1,1.75,126.0,7.0,4,2.2857142857142856,25.0,水下海盗,水下海盗
Mercenary Squad,4,1,1.75,130.75,7.0,4,2.2857142857142856,25.0,雇佣兵小队,雇佣兵小队
Space Privateers,3,1,1.6666666666666667,215.33333333333334,5.0,3,2.3076923076923075,33.33,太空私掠者,太空私掠者
Monopoly,2,1,1.5,207.5,3.0,2,2.3333333333333335,50.0,垄断,垄断
Racketeering,1,1,1.0,343.0,1.0,1,2.3636363636363638,100.0,敲诈勒索,敲诈勒索
Gas Trust,1,1,1.0,244.0,1.0,1,2.3636363636363638,100.0,燃气托拉斯,燃气托拉斯
Family Connections,1,1,1.0,343.0,1.0,1,2.3636363636363638,100.0,家族关系,家族关系
Sting Operation,1,1,1.0,122.0,1.0,1,2.3636363636363638,100.0,秘密行动,秘密行动
Corporate Blackmail,2,0,2.0,90.0,4.0,2,2.4166666666666665,0.0,企业敲诈,企业敲诈
Deep Foundations,1,0,2.0,189.0,2.0,1,2.4545454545454546,0.0,深层地基,深层地基
Private Investigator,1,0,2.0,99.0,2.0,1,2.4545454545454546,0.0,私人侦探,私人侦探
Class-action Lawsuit,1,0,2.0,189.0,2.0,1,2.4545454545454546,0.0,集体诉讼,集体诉讼
