combination,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,cn_name_plot
Interplanetary Cinematics (breakthrough) + Teractor (breakthrough),46,15,2.3043478260869565,90.1086956521739,106.0,46,2.3392857142857144,32.61,Interplanetary Cinematics (breakthrough) + Teractor (breakthrough)
Point Luna + Teractor (breakthrough),128,41,2.328125,96.609375,298.0,128,2.3405797101449277,32.03,Point Luna + Teractor (breakthrough)
Vitor + 🌸Weyland Yutani🌸,28,10,2.2857142857142856,86.0,64.0,28,2.3421052631578947,35.71,Vitor + 🌸韦兰德-尤坦尼集团🌸
Poseidon + Vitor,25,8,2.28,85.16,57.0,25,2.342857142857143,32.0,Poseidon + Vitor
Celestic (breakthrough) + Inventrix (breakthrough),22,4,2.272727272727273,101.5,50.0,22,2.34375,18.18,Celestic (breakthrough) + Inventrix (breakthrough)
Ringcom + 🌸Weyland Yutani🌸,22,7,2.272727272727273,90.0909090909091,50.0,22,2.34375,31.82,Ringcom + 🌸韦兰德-尤坦尼集团🌸
Vitor + 🌸Scolex Industries🌸,19,7,2.263157894736842,84.10526315789474,43.0,19,2.3448275862068964,36.84,Vitor + 🌸星核工业🌸
Factorum (breakthrough) + 🌸Scolex Industries🌸,19,5,2.263157894736842,102.6842105263158,43.0,19,2.3448275862068964,26.32,Factorum (breakthrough) + 🌸星核工业🌸
Interplanetary Cinematics (breakthrough) + 🌸Shinra Tech🌸,16,6,2.25,88.3125,36.0,16,2.3461538461538463,37.5,Interplanetary Cinematics (breakthrough) + 🌸樱花电🌸
雩喵科学探测器 + 🌸Green Ring🌸,16,7,2.25,99.5625,36.0,16,2.3461538461538463,43.75,雩喵科学探测器 + 🌸绿环🌸
🌸EliteTech🌸 + 🌸Shinra Tech🌸,13,6,2.230769230769231,98.15384615384616,29.0,13,2.347826086956522,46.15,🌸精英回馈🌸 + 🌸樱花电🌸
🌸MirrorCoat🌸 + 🌸StarlinkDrifter🌸,13,3,2.230769230769231,105.6923076923077,29.0,13,2.347826086956522,23.08,🌸镜反🌸 + 🌸星链漂流者🌸
🌸Prowler🌸 + 🌸RDA🌸,36,10,2.3055555555555554,75.5,83.0,36,2.347826086956522,27.78,🌸徘徊者🌸 + 🌸RDA🌸
Ringcom + 🌸PoliticalReform🌸,10,3,2.2,83.6,22.0,10,2.35,30.0,Ringcom + 🌸制度改革🌸
Eglogue + Splice (breakthrough),10,2,2.2,79.8,22.0,10,2.35,20.0,Eglogue + Splice (breakthrough)
Arcadian Communities (breakthrough) + Sagitta Frontier Services,10,3,2.2,90.1,22.0,10,2.35,30.0,Arcadian Communities (breakthrough) + Sagitta Frontier Services
Aurorai + Labour Union,27,11,2.2962962962962963,44.0,62.0,27,2.3513513513513513,40.74,Aurorai + Labour Union
Point Luna + StormCraft Incorporated (breakthrough),7,2,2.142857142857143,98.57142857142857,15.0,7,2.3529411764705883,28.57,Point Luna + StormCraft Incorporated (breakthrough)
Hecate Speditions + Prism,7,2,2.142857142857143,87.57142857142857,15.0,7,2.3529411764705883,28.57,赫卡忒探险队 + 棱镜光谱研究室
Pharmacy Union + Spire,7,3,2.142857142857143,101.85714285714286,15.0,7,2.3529411764705883,42.86,制药联盟 + Spire
Helion (breakthrough) + Valley Trust (breakthrough),7,1,2.142857142857143,78.0,15.0,7,2.3529411764705883,14.29,Helion (breakthrough) + Valley Trust (breakthrough)
Spire + UNMI (breakthrough),7,3,2.142857142857143,87.0,15.0,7,2.3529411764705883,42.86,Spire + UNMI (breakthrough)
MorningStar Inc (breakthrough) + Thorgate (breakthrough),7,2,2.142857142857143,100.85714285714286,15.0,7,2.3529411764705883,28.57,MorningStar Inc (breakthrough) + Thorgate (breakthrough)
Lakefront Resorts + 🌸Buy N Large🌸,7,2,2.142857142857143,85.42857142857143,15.0,7,2.3529411764705883,28.57,湖畔度假区 + 🌸大巨购🌸
Pobolog (breakthrough) + Prism,7,3,2.142857142857143,132.85714285714286,15.0,7,2.3529411764705883,42.86,Pobolog (breakthrough) + 棱镜光谱研究室
Factorum (breakthrough) + Spire,7,3,2.142857142857143,100.28571428571429,15.0,7,2.3529411764705883,42.86,Factorum (breakthrough) + Spire
Helion (breakthrough) + Polaris,7,2,2.142857142857143,80.57142857142857,15.0,7,2.3529411764705883,28.57,Helion (breakthrough) + 北极星
CrediCor + 雩喵科学探测器,7,2,2.142857142857143,75.57142857142857,15.0,7,2.3529411764705883,28.57,CrediCor + 雩喵科学探测器
Eglogue + 🌸Buy N Large🌸,7,2,2.142857142857143,72.85714285714286,15.0,7,2.3529411764705883,28.57,Eglogue + 🌸大巨购🌸
United Nations Mission One + 🌸Protogen🌸,7,1,2.142857142857143,90.0,15.0,7,2.3529411764705883,14.29,United Nations Mission One + 🌸微生物热舞🌸
Eglogue + Interplanetary Cinematics (breakthrough),7,1,2.142857142857143,72.71428571428571,15.0,7,2.3529411764705883,14.29,Eglogue + Interplanetary Cinematics (breakthrough)
Celestic (breakthrough) + Saturn Systems,7,3,2.142857142857143,91.42857142857143,15.0,7,2.3529411764705883,42.86,Celestic (breakthrough) + Saturn Systems
Pobolog (breakthrough) + StormCraft Incorporated (breakthrough),24,9,2.2916666666666665,96.79166666666667,55.0,24,2.3529411764705883,37.5,Pobolog (breakthrough) + StormCraft Incorporated (breakthrough)
Adhai High Orbit Constructions + Pobolog (breakthrough),7,2,2.142857142857143,101.85714285714286,15.0,7,2.3529411764705883,28.57,阿迪海高轨道建设 + Pobolog (breakthrough)
🌸Buy N Large🌸 + 🌸Prowler🌸,41,11,2.317073170731707,84.21951219512195,95.0,41,2.3529411764705883,26.83,🌸大巨购🌸 + 🌸徘徊者🌸
🌸Mining Corp🌸 + 🌸MirrorCoat🌸,21,6,2.2857142857142856,88.57142857142857,48.0,21,2.3548387096774195,28.57,🌸钢铁精炼🌸 + 🌸镜反🌸
Factorum (breakthrough) + 🌸Shinra Tech🌸,35,11,2.3142857142857145,100.11428571428571,81.0,35,2.3555555555555556,31.43,Factorum (breakthrough) + 🌸樱花电🌸
Brotherhood of Mutants + Viron (breakthrough),4,2,2.0,89.75,8.0,4,2.357142857142857,50.0,变种人兄弟会 + Viron (breakthrough)
CrediCor + Palladin Shipping,4,1,2.0,81.25,8.0,4,2.357142857142857,25.0,CrediCor + Palladin Shipping
Pharmacy Union + Teractor (breakthrough),4,1,2.0,93.5,8.0,4,2.357142857142857,25.0,制药联盟 + Teractor (breakthrough)
Millennium Falcon + UNMI (breakthrough),4,2,2.0,138.5,8.0,4,2.357142857142857,50.0,千年隼 + UNMI (breakthrough)
Lakefront Resorts + 🌸Scolex Industries🌸,4,1,2.0,65.5,8.0,4,2.357142857142857,25.0,湖畔度假区 + 🌸星核工业🌸
Millennium Falcon + Teractor (breakthrough),4,2,2.0,113.5,8.0,4,2.357142857142857,50.0,千年隼 + Teractor (breakthrough)
🌸Protogen🌸 + 🌸Tyrell🌸,4,1,2.0,73.25,8.0,4,2.357142857142857,25.0,🌸微生物热舞🌸 + 🌸泰瑞尔公司🌸
Helion (breakthrough) + Lakefront Resorts,4,1,2.0,93.75,8.0,4,2.357142857142857,25.0,Helion (breakthrough) + 湖畔度假区
EcoTec + Teractor (breakthrough),4,1,2.0,88.75,8.0,4,2.357142857142857,25.0,EcoTec + Teractor (breakthrough)
Millennium Falcon + Polaris,4,1,2.0,89.75,8.0,4,2.357142857142857,25.0,千年隼 + 北极星
Philares + Robinson Industries (breakthrough),4,1,2.0,97.0,8.0,4,2.357142857142857,25.0, + Robinson Industries (breakthrough)
Lakefront Resorts + 🌸EliteTech🌸,4,1,2.0,77.75,8.0,4,2.357142857142857,25.0,湖畔度假区 + 🌸精英回馈🌸
Philares + Septem Tribus,4,1,2.0,89.5,8.0,4,2.357142857142857,25.0, + Septem Tribus
Polaris + 🌸Integrated Microorganisms🌸,4,1,2.0,85.5,8.0,4,2.357142857142857,25.0,北极星 + 🌸微生物星尘🌸
Earth Cat Cult + 🌸Ark Nova🌸,4,2,2.0,110.5,8.0,4,2.357142857142857,50.0,Earth Cat Cult + 🌸方舟动物园🌸
Polaris + Spire,4,2,2.0,68.75,8.0,4,2.357142857142857,50.0,北极星 + Spire
Aphrodite (breakthrough) + CrediCor,4,1,2.0,86.25,8.0,4,2.357142857142857,25.0,Aphrodite (breakthrough) + CrediCor
Palladin Shipping + Saturn Systems,4,2,2.0,109.25,8.0,4,2.357142857142857,50.0,Palladin Shipping + Saturn Systems
Eglogue + United Nations Mission One,4,1,2.0,72.25,8.0,4,2.357142857142857,25.0,Eglogue + United Nations Mission One
Ecoline (breakthrough) + 🌸Scolex Industries🌸,4,1,2.0,99.25,8.0,4,2.357142857142857,25.0,Ecoline (breakthrough) + 🌸星核工业🌸
Eglogue + 🌸Protogen🌸,4,1,2.0,78.25,8.0,4,2.357142857142857,25.0,Eglogue + 🌸微生物热舞🌸
Aphrodite (breakthrough) + Pharmacy Union,4,2,2.0,92.75,8.0,4,2.357142857142857,50.0,Aphrodite (breakthrough) + 制药联盟
MorningStar Inc (breakthrough) + 🌸双轨跃迁🌸,4,2,2.0,119.75,8.0,4,2.357142857142857,50.0,MorningStar Inc (breakthrough) + 🌸双轨跃迁🌸
Aphrodite (breakthrough) + Soylent Seedling Systems,4,0,2.0,82.5,8.0,4,2.357142857142857,0.0,Aphrodite (breakthrough) + 索伦特幼苗系统
Ecoline (breakthrough) + United Nations Mission One,4,2,2.0,93.0,8.0,4,2.357142857142857,50.0,Ecoline (breakthrough) + United Nations Mission One
Ecoline (breakthrough) + Philares,4,2,2.0,94.5,8.0,4,2.357142857142857,50.0,Ecoline (breakthrough) + 
Earth Cat Cult + Eglogue,4,2,2.0,65.0,8.0,4,2.357142857142857,50.0,Earth Cat Cult + Eglogue
Aphrodite (breakthrough) + 🌸Weyland Yutani🌸,4,1,2.0,93.75,8.0,4,2.357142857142857,25.0,Aphrodite (breakthrough) + 🌸韦兰德-尤坦尼集团🌸
CrediCor + 🌸Scolex Industries🌸,4,1,2.0,135.0,8.0,4,2.357142857142857,25.0,CrediCor + 🌸星核工业🌸
Hecate Speditions + Imperial Star Destroyer,4,1,2.0,99.25,8.0,4,2.357142857142857,25.0,赫卡忒探险队 + 帝国歼星舰
Mining guild (breakthrough) + Philares,4,2,2.0,99.25,8.0,4,2.357142857142857,50.0,Mining guild (breakthrough) + 
TeiAi Group + Trade Navigator,4,2,2.0,112.75,8.0,4,2.357142857142857,50.0,帝爱赌场 + 贸易领航者
Luna Chain + United Nations Mission One,4,2,2.0,86.25,8.0,4,2.357142857142857,50.0,连月 + United Nations Mission One
MorningStar Inc (breakthrough) + Pharmacy Union,4,1,2.0,106.25,8.0,4,2.357142857142857,25.0,MorningStar Inc (breakthrough) + 制药联盟
Factorum (breakthrough) + Vitor,4,1,2.0,111.5,8.0,4,2.357142857142857,25.0,Factorum (breakthrough) + Vitor
Aurorai + PolderTECH Dutch,18,7,2.2777777777777777,35.55555555555556,41.0,18,2.357142857142857,38.89,Aurorai + 荷兰圩田科技
Arklight (breakthrough) + Bio-Sol,4,1,2.0,101.0,8.0,4,2.357142857142857,25.0,Arklight (breakthrough) + 
Junk Ventures + Valley Trust (breakthrough),4,2,2.0,157.5,8.0,4,2.357142857142857,50.0,Junk Ventures + Valley Trust (breakthrough)
Lakefront Resorts + Manutech,4,1,2.0,77.0,8.0,4,2.357142857142857,25.0,湖畔度假区 + Manutech
Incite Ender + MorningStar Inc (breakthrough),4,1,2.0,93.5,8.0,4,2.357142857142857,25.0,Incite Ender + MorningStar Inc (breakthrough)
Imperial Star Destroyer + Tycho Magnetics,4,2,2.0,140.0,8.0,4,2.357142857142857,50.0,帝国歼星舰 + 第谷磁力
Id Front + Mining guild (breakthrough),4,0,2.0,96.25,8.0,4,2.357142857142857,0.0,前线基地 + Mining guild (breakthrough)
Chaos + 🌸MirrorCoat🌸,4,2,2.0,97.5,8.0,4,2.357142857142857,50.0,Chaos + 🌸镜反🌸
Interplanetary Cinematics (breakthrough) + Philares,4,1,2.0,110.25,8.0,4,2.357142857142857,25.0,Interplanetary Cinematics (breakthrough) + 
Prism + 🌸MirrorCoat🌸,4,2,2.0,192.0,8.0,4,2.357142857142857,50.0,棱镜光谱研究室 + 🌸镜反🌸
Playwrights + Viron (breakthrough),4,1,2.0,76.75,8.0,4,2.357142857142857,25.0,Playwrights + Viron (breakthrough)
Labour Union + Void,15,5,2.2666666666666666,39.86666666666667,34.0,15,2.36,33.33,Labour Union + Void
🌸EliteTech🌸 + 🌸Integrated Microorganisms🌸,15,6,2.2666666666666666,84.93333333333334,34.0,15,2.36,40.0,🌸精英回馈🌸 + 🌸微生物星尘🌸
Mons Insurance + UNMI (breakthrough),1,1,1.0,165.0,1.0,1,2.3636363636363638,100.0,蒙斯保险 + UNMI (breakthrough)
Ecoline (breakthrough) + 🌸Energy Saving Ecology🌸,1,1,1.0,64.0,1.0,1,2.3636363636363638,100.0,Ecoline (breakthrough) + 🌸节能生态🌸
Mining guild (breakthrough) + Saturn Systems,1,1,1.0,101.0,1.0,1,2.3636363636363638,100.0,Mining guild (breakthrough) + Saturn Systems
Eglogue + Point Luna,1,1,1.0,127.0,1.0,1,2.3636363636363638,100.0,Eglogue + Point Luna
Eglogue + Pobolog (breakthrough),1,1,1.0,76.0,1.0,1,2.3636363636363638,100.0,Eglogue + Pobolog (breakthrough)
Eglogue + MorningStar Inc (breakthrough),1,1,1.0,157.0,1.0,1,2.3636363636363638,100.0,Eglogue + MorningStar Inc (breakthrough)
United Nations Mission One + 🌸双轨跃迁🌸,1,1,1.0,164.0,1.0,1,2.3636363636363638,100.0,United Nations Mission One + 🌸双轨跃迁🌸
Mons Insurance + Tharsis_republic (breakthrough),1,1,1.0,83.0,1.0,1,2.3636363636363638,100.0,蒙斯保险 + Tharsis_republic (breakthrough)
Mining guild (breakthrough) + TeiAi Group,1,1,1.0,282.0,1.0,1,2.3636363636363638,100.0,Mining guild (breakthrough) + 帝爱赌场
Viron (breakthrough) + 🌸RDA🌸,1,1,1.0,96.0,1.0,1,2.3636363636363638,100.0,Viron (breakthrough) + 🌸RDA🌸
Mons Insurance + MorningStar Inc (breakthrough),1,1,1.0,121.0,1.0,1,2.3636363636363638,100.0,蒙斯保险 + MorningStar Inc (breakthrough)
Kingdom of Tauraro + 🌸Tyrell🌸,1,1,1.0,135.0,1.0,1,2.3636363636363638,100.0,陶拉罗王国 + 🌸泰瑞尔公司🌸
Manutech + Steelaris,1,1,1.0,85.0,1.0,1,2.3636363636363638,100.0,Manutech + 钢之星
Pobolog (breakthrough) + Steelaris,1,1,1.0,81.0,1.0,1,2.3636363636363638,100.0,Pobolog (breakthrough) + 钢之星
Imperial Star Destroyer + United Nations Mission One,1,1,1.0,88.0,1.0,1,2.3636363636363638,100.0,帝国歼星舰 + United Nations Mission One
Mining guild (breakthrough) + 🌸Thermopoli🌸,1,1,1.0,71.0,1.0,1,2.3636363636363638,100.0,Mining guild (breakthrough) + 🌸精灵热舞🌸
Manutech + Thorgate (breakthrough),1,1,1.0,185.0,1.0,1,2.3636363636363638,100.0,Manutech + Thorgate (breakthrough)
Kuiper Cooperative + MorningStar Inc (breakthrough),1,1,1.0,157.0,1.0,1,2.3636363636363638,100.0,Kuiper Cooperative + MorningStar Inc (breakthrough)
Viron (breakthrough) + 🌸Ark Nova🌸,1,1,1.0,72.0,1.0,1,2.3636363636363638,100.0,Viron (breakthrough) + 🌸方舟动物园🌸
Id Front + Inventrix (breakthrough),1,1,1.0,266.0,1.0,1,2.3636363636363638,100.0,前线基地 + Inventrix (breakthrough)
🌸Buy N Large🌸 + 🌸MirrorCoat🌸,1,1,1.0,114.0,1.0,1,2.3636363636363638,100.0,🌸大巨购🌸 + 🌸镜反🌸
Tycho Magnetics + 🌸RDA🌸,1,1,1.0,204.0,1.0,1,2.3636363636363638,100.0,第谷磁力 + 🌸RDA🌸
Manutech + Pharmacy Union,1,1,1.0,118.0,1.0,1,2.3636363636363638,100.0,Manutech + 制药联盟
Eris + Lakefront Resorts,1,1,1.0,64.0,1.0,1,2.3636363636363638,100.0,Eris + 湖畔度假区
Eris + Interplanetary Cinematics (breakthrough),1,1,1.0,73.0,1.0,1,2.3636363636363638,100.0,Eris + Interplanetary Cinematics (breakthrough)
Robinson Industries (breakthrough) + 🌸Green Leaf Dance🌸,1,1,1.0,108.0,1.0,1,2.3636363636363638,100.0,Robinson Industries (breakthrough) + 🌸绿叶舞动🌸
UNMI (breakthrough) + 🌸EliteTech🌸,1,1,1.0,81.0,1.0,1,2.3636363636363638,100.0,UNMI (breakthrough) + 🌸精英回馈🌸
Manutech + Philares,1,1,1.0,182.0,1.0,1,2.3636363636363638,100.0,Manutech + 
Imperial Star Destroyer + Kingdom of Tauraro,1,1,1.0,228.0,1.0,1,2.3636363636363638,100.0,帝国歼星舰 + 陶拉罗王国
Project Workshop + Robinson Industries (breakthrough),1,1,1.0,136.0,1.0,1,2.3636363636363638,100.0,Project Workshop + Robinson Industries (breakthrough)
MorningStar Inc (breakthrough) + 🌸Thermopoli🌸,1,1,1.0,82.0,1.0,1,2.3636363636363638,100.0,MorningStar Inc (breakthrough) + 🌸精灵热舞🌸
Imperial Star Destroyer + Terralabs Research (breakthrough),1,1,1.0,274.0,1.0,1,2.3636363636363638,100.0,帝国歼星舰 + Terralabs Research (breakthrough)
UNMI (breakthrough) + 🌸RDA🌸,1,1,1.0,129.0,1.0,1,2.3636363636363638,100.0,UNMI (breakthrough) + 🌸RDA🌸
MorningStar Inc (breakthrough) + 🌸Buy N Large🌸,1,1,1.0,180.0,1.0,1,2.3636363636363638,100.0,MorningStar Inc (breakthrough) + 🌸大巨购🌸
Kuiper Cooperative + Viron (breakthrough),1,1,1.0,100.0,1.0,1,2.3636363636363638,100.0,Kuiper Cooperative + Viron (breakthrough)
Playwrights + 🌸Prowler🌸,1,1,1.0,82.0,1.0,1,2.3636363636363638,100.0,Playwrights + 🌸徘徊者🌸
Imperial Star Destroyer + Pharmacy Union,1,1,1.0,87.0,1.0,1,2.3636363636363638,100.0,帝国歼星舰 + 制药联盟
Junk Ventures + Luna Chain,1,1,1.0,214.0,1.0,1,2.3636363636363638,100.0,Junk Ventures + 连月
Robinson Industries (breakthrough) + Splice (breakthrough),1,1,1.0,157.0,1.0,1,2.3636363636363638,100.0,Robinson Industries (breakthrough) + Splice (breakthrough)
Robin Haulings + 🌸SolarPlant🌸,1,1,1.0,100.0,1.0,1,2.3636363636363638,100.0,罗宾运输 + 🌸太阳能公司🌸
Robin Haulings + Valley Trust (breakthrough),1,1,1.0,136.0,1.0,1,2.3636363636363638,100.0,罗宾运输 + Valley Trust (breakthrough)
Mons Insurance + 🌸Energy Saving Ecology🌸,1,1,1.0,92.0,1.0,1,2.3636363636363638,100.0,蒙斯保险 + 🌸节能生态🌸
Junk Ventures + Manutech,1,1,1.0,198.0,1.0,1,2.3636363636363638,100.0,Junk Ventures + Manutech
MorningStar Inc (breakthrough) + 🌸Green Leaf Dance🌸,1,1,1.0,111.0,1.0,1,2.3636363636363638,100.0,MorningStar Inc (breakthrough) + 🌸绿叶舞动🌸
Ecoline (breakthrough) + Vitor,1,1,1.0,73.0,1.0,1,2.3636363636363638,100.0,Ecoline (breakthrough) + Vitor
Mining guild (breakthrough) + Prism,1,1,1.0,122.0,1.0,1,2.3636363636363638,100.0,Mining guild (breakthrough) + 棱镜光谱研究室
Mining guild (breakthrough) + Robinson Industries (breakthrough),1,1,1.0,108.0,1.0,1,2.3636363636363638,100.0,Mining guild (breakthrough) + Robinson Industries (breakthrough)
Martian Insurance Group + Polaris,1,1,1.0,115.0,1.0,1,2.3636363636363638,100.0,火星保险集团 + 北极星
Martian Insurance Group + TeiAi Group,1,1,1.0,361.0,1.0,1,2.3636363636363638,100.0,火星保险集团 + 帝爱赌场
Martian Insurance Group + 🌸EliteTech🌸,1,1,1.0,109.0,1.0,1,2.3636363636363638,100.0,火星保险集团 + 🌸精英回馈🌸
EcoTec + 🌸EliteTech🌸,1,1,1.0,68.0,1.0,1,2.3636363636363638,100.0,EcoTec + 🌸精英回馈🌸
Martian Insurance Group + 🌸Integrated Microorganisms🌸,1,1,1.0,56.0,1.0,1,2.3636363636363638,100.0,火星保险集团 + 🌸微生物星尘🌸
🌸Protogen🌸 + 🌸StarlinkDrifter🌸,1,1,1.0,146.0,1.0,1,2.3636363636363638,100.0,🌸微生物热舞🌸 + 🌸星链漂流者🌸
EcoTec + Viron (breakthrough),1,1,1.0,159.0,1.0,1,2.3636363636363638,100.0,EcoTec + Viron (breakthrough)
Incite Ender + Recyclon (breakthrough),1,1,1.0,115.0,1.0,1,2.3636363636363638,100.0,Incite Ender + Recyclon (breakthrough)
🌸Protogen🌸 + 🌸双轨跃迁🌸,1,1,1.0,88.0,1.0,1,2.3636363636363638,100.0,🌸微生物热舞🌸 + 🌸双轨跃迁🌸
Millennium Falcon + Runciter Associates,1,1,1.0,231.0,1.0,1,2.3636363636363638,100.0,千年隼 + 朗西斯联合公司
Project Workshop + Sagitta Frontier Services,1,1,1.0,100.0,1.0,1,2.3636363636363638,100.0,Project Workshop + Sagitta Frontier Services
Project Workshop + Tharsis_republic (breakthrough),1,1,1.0,346.0,1.0,1,2.3636363636363638,100.0,Project Workshop + Tharsis_republic (breakthrough)
Midas + Philares,1,1,1.0,93.0,1.0,1,2.3636363636363638,100.0,Midas + 
Incite Ender + Void,1,1,1.0,138.0,1.0,1,2.3636363636363638,100.0,Incite Ender + Void
Project Workshop + 🌸Integrated Microorganisms🌸,1,1,1.0,169.0,1.0,1,2.3636363636363638,100.0,Project Workshop + 🌸微生物星尘🌸
Project Workshop + 🌸Energy Saving Ecology🌸,1,1,1.0,129.0,1.0,1,2.3636363636363638,100.0,Project Workshop + 🌸节能生态🌸
EcoTec + Ringcom,1,1,1.0,98.0,1.0,1,2.3636363636363638,100.0,EcoTec + Ringcom
PolderTECH Dutch + Recyclon (breakthrough),1,1,1.0,69.0,1.0,1,2.3636363636363638,100.0,荷兰圩田科技 + Recyclon (breakthrough)
EcoTec + PolderTECH Dutch,1,1,1.0,99.0,1.0,1,2.3636363636363638,100.0,EcoTec + 荷兰圩田科技
EcoTec + Pobolog (breakthrough),1,1,1.0,102.0,1.0,1,2.3636363636363638,100.0,EcoTec + Pobolog (breakthrough)
Pobolog (breakthrough) + 🌸Thermopoli🌸,1,1,1.0,62.0,1.0,1,2.3636363636363638,100.0,Pobolog (breakthrough) + 🌸精灵热舞🌸
Millennium Falcon + Spire,1,1,1.0,162.0,1.0,1,2.3636363636363638,100.0,千年隼 + Spire
Kingdom of Tauraro + Teractor (breakthrough),1,1,1.0,201.0,1.0,1,2.3636363636363638,100.0,陶拉罗王国 + Teractor (breakthrough)
Project Workshop + 🌸Mining Corp🌸,1,1,1.0,65.0,1.0,1,2.3636363636363638,100.0,Project Workshop + 🌸钢铁精炼🌸
EcoTec + 🌸Shinra Tech🌸,1,1,1.0,174.0,1.0,1,2.3636363636363638,100.0,EcoTec + 🌸樱花电🌸
Pobolog (breakthrough) + TeiAi Group,1,1,1.0,188.0,1.0,1,2.3636363636363638,100.0,Pobolog (breakthrough) + 帝爱赌场
Kingdom of Tauraro + MorningStar Inc (breakthrough),1,1,1.0,111.0,1.0,1,2.3636363636363638,100.0,陶拉罗王国 + MorningStar Inc (breakthrough)
Playwrights + 🌸Green Leaf Dance🌸,1,1,1.0,68.0,1.0,1,2.3636363636363638,100.0,Playwrights + 🌸绿叶舞动🌸
Imperial Star Destroyer + 🌸Shinra Tech🌸,1,1,1.0,104.0,1.0,1,2.3636363636363638,100.0,帝国歼星舰 + 🌸樱花电🌸
Mind Set Mars + Void,1,1,1.0,254.0,1.0,1,2.3636363636363638,100.0,Mind Set Mars + Void
PolderTECH Dutch + Valley Trust (breakthrough),1,1,1.0,92.0,1.0,1,2.3636363636363638,100.0,荷兰圩田科技 + Valley Trust (breakthrough)
Ecoline (breakthrough) + Ringcom,1,1,1.0,167.0,1.0,1,2.3636363636363638,100.0,Ecoline (breakthrough) + Ringcom
Pobolog (breakthrough) + 🌸Buy N Large🌸,1,1,1.0,118.0,1.0,1,2.3636363636363638,100.0,Pobolog (breakthrough) + 🌸大巨购🌸
Intragen Sanctuary Headquarters + Poseidon,1,1,1.0,202.0,1.0,1,2.3636363636363638,100.0,Intragen避难所总部 + Poseidon
Millennium Falcon + 🌸Green Ring🌸,1,1,1.0,131.0,1.0,1,2.3636363636363638,100.0,千年隼 + 🌸绿环🌸
Millennium Falcon + 🌸Green Leaf Dance🌸,1,1,1.0,205.0,1.0,1,2.3636363636363638,100.0,千年隼 + 🌸绿叶舞动🌸
Pobolog (breakthrough) + 🌸Green Leaf Dance🌸,1,1,1.0,84.0,1.0,1,2.3636363636363638,100.0,Pobolog (breakthrough) + 🌸绿叶舞动🌸
Inventrix (breakthrough) + Polaris,1,1,1.0,73.0,1.0,1,2.3636363636363638,100.0,Inventrix (breakthrough) + 北极星
Mars Maths + MorningStar Inc (breakthrough),1,1,1.0,123.0,1.0,1,2.3636363636363638,100.0,Mars Maths + MorningStar Inc (breakthrough)
Mars Maths + Saturn Systems,1,1,1.0,157.0,1.0,1,2.3636363636363638,100.0,Mars Maths + Saturn Systems
Project Workshop + 🌸SolarPlant🌸,1,1,1.0,164.0,1.0,1,2.3636363636363638,100.0,Project Workshop + 🌸太阳能公司🌸
Incite + Vitor,1,1,1.0,98.0,1.0,1,2.3636363636363638,100.0,Incite + Vitor
Millennium Falcon + Vitor,1,1,1.0,95.0,1.0,1,2.3636363636363638,100.0,千年隼 + Vitor
Mars Maths + 🌸Mining Corp🌸,1,1,1.0,130.0,1.0,1,2.3636363636363638,100.0,Mars Maths + 🌸钢铁精炼🌸
Inventrix (breakthrough) + Kuiper Cooperative,1,1,1.0,107.0,1.0,1,2.3636363636363638,100.0,Inventrix (breakthrough) + Kuiper Cooperative
EcoTec + 🌸StarlinkDrifter🌸,1,1,1.0,91.0,1.0,1,2.3636363636363638,100.0,EcoTec + 🌸星链漂流者🌸
Junk Ventures + Viron (breakthrough),12,4,2.25,81.66666666666667,27.0,12,2.3636363636363638,33.33,Junk Ventures + Viron (breakthrough)
Factorum (breakthrough) + Kuiper Cooperative,1,1,1.0,105.0,1.0,1,2.3636363636363638,100.0,Factorum (breakthrough) + Kuiper Cooperative
Trade Navigator + 🌸RDA🌸,1,1,1.0,72.0,1.0,1,2.3636363636363638,100.0,贸易领航者 + 🌸RDA🌸
Polyphemos (breakthrough) + Ringcom,1,1,1.0,93.0,1.0,1,2.3636363636363638,100.0,Polyphemos (breakthrough) + Ringcom
Splice (breakthrough) + United Nations Mission One,1,1,1.0,126.0,1.0,1,2.3636363636363638,100.0,Splice (breakthrough) + United Nations Mission One
Luna Chain + Mars Direct,1,1,1.0,156.0,1.0,1,2.3636363636363638,100.0,连月 + 火星直通车
Helion (breakthrough) + Nirgal Enterprises,1,1,1.0,89.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + Nirgal Enterprises
Helion (breakthrough) + MorningStar Inc (breakthrough),1,1,1.0,95.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + MorningStar Inc (breakthrough)
Luna Chain + Mars Maths,1,1,1.0,164.0,1.0,1,2.3636363636363638,100.0,连月 + Mars Maths
Runciter Associates + 🌸Tyrell🌸,1,1,1.0,210.0,1.0,1,2.3636363636363638,100.0,朗西斯联合公司 + 🌸泰瑞尔公司🌸
Helion (breakthrough) + Millennium Falcon,1,1,1.0,83.0,1.0,1,2.3636363636363638,100.0,Helion (breakthrough) + 千年隼
Poseidon + Robinson Industries (breakthrough),1,1,1.0,138.0,1.0,1,2.3636363636363638,100.0,Poseidon + Robinson Industries (breakthrough)
