combination,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,cn_name_plot
Crescent Research Association + 雩喵科学探测器,1,0,3.0,70.0,3.0,1,2.5454545454545454,0.0,月牙研究联盟 + 雩喵科学探测器
Factorum (breakthrough) + Millennium Falcon,1,0,3.0,96.0,3.0,1,2.5454545454545454,0.0,Factorum (breakthrough) + 千年隼
Aristarchus + Manutech,1,0,3.0,77.0,3.0,1,2.5454545454545454,0.0,Aristarchus + Manutech
Astrodrill + Utopia Invest,1,0,3.0,86.0,3.0,1,2.5454545454545454,0.0,天体钻井 + 乌托邦投资计划
Robinson Industries (breakthrough) + TeiAi Group,1,0,3.0,51.0,3.0,1,2.5454545454545454,0.0,Robinson Industries (breakthrough) + 帝爱赌场
Martian Insurance Group + Splice (breakthrough),1,0,3.0,88.0,3.0,1,2.5454545454545454,0.0,火星保险集团 + Splice (breakthrough)
Martian Insurance Group + Spire,1,0,3.0,75.0,3.0,1,2.5454545454545454,0.0,火星保险集团 + Spire
Arcadian Communities (breakthrough) + Earth Cat Cult,1,0,3.0,55.0,3.0,1,2.5454545454545454,0.0,Arcadian Communities (breakthrough) + Earth Cat Cult
Recyclon (breakthrough) + Vitor,1,0,3.0,44.0,3.0,1,2.5454545454545454,0.0,Recyclon (breakthrough) + Vitor
Crescent Research Association + Pobolog (breakthrough),1,0,3.0,80.0,3.0,1,2.5454545454545454,0.0,月牙研究联盟 + Pobolog (breakthrough)
Eris + Incite Ender,1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,Eris + Incite Ender
Cheung Shing MARS + TeiAi Group,1,0,3.0,80.0,3.0,1,2.5454545454545454,0.0,Cheung Shing MARS + 帝爱赌场
Brotherhood of Mutants + 🌸Integrated Microorganisms🌸,1,0,3.0,102.0,3.0,1,2.5454545454545454,0.0,变种人兄弟会 + 🌸微生物星尘🌸
Celestic (breakthrough) + Philares,1,0,3.0,65.0,3.0,1,2.5454545454545454,0.0,Celestic (breakthrough) + 
Astrodrill + 🌸PoliticalReform🌸,1,0,3.0,67.0,3.0,1,2.5454545454545454,0.0,天体钻井 + 🌸制度改革🌸
Inventrix (breakthrough) + Palladin Shipping,1,0,3.0,77.0,3.0,1,2.5454545454545454,0.0,Inventrix (breakthrough) + Palladin Shipping
Crescent Research Association + Factorum (breakthrough),1,0,3.0,67.0,3.0,1,2.5454545454545454,0.0,月牙研究联盟 + Factorum (breakthrough)
Recyclon (breakthrough) + 🌸双轨跃迁🌸,1,0,3.0,54.0,3.0,1,2.5454545454545454,0.0,Recyclon (breakthrough) + 🌸双轨跃迁🌸
Junk Ventures + StormCraft Incorporated (breakthrough),1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,Junk Ventures + StormCraft Incorporated (breakthrough)
Recyclon (breakthrough) + 🌸SolarPlant🌸,1,0,3.0,51.0,3.0,1,2.5454545454545454,0.0,Recyclon (breakthrough) + 🌸太阳能公司🌸
Mars Maths + Ringcom,1,0,3.0,69.0,3.0,1,2.5454545454545454,0.0,Mars Maths + Ringcom
Id Front + Pobolog (breakthrough),1,0,3.0,131.0,3.0,1,2.5454545454545454,0.0,前线基地 + Pobolog (breakthrough)
Inventrix (breakthrough) + Midas,1,0,3.0,66.0,3.0,1,2.5454545454545454,0.0,Inventrix (breakthrough) + Midas
Mars Maths + Pristar (breakthrough),1,0,3.0,56.0,3.0,1,2.5454545454545454,0.0,Mars Maths + Pristar (breakthrough)
Cheung Shing MARS + Valley Trust (breakthrough),1,0,3.0,97.0,3.0,1,2.5454545454545454,0.0,Cheung Shing MARS + Valley Trust (breakthrough)
Septem Tribus + 🌸EliteTech🌸,1,0,3.0,81.0,3.0,1,2.5454545454545454,0.0,Septem Tribus + 🌸精英回馈🌸
Collegium Copernicus + United Nations Mission One,1,0,3.0,70.0,3.0,1,2.5454545454545454,0.0,哥白尼学院 + United Nations Mission One
Gagarin Mobile Base + SolBank,1,0,3.0,73.0,3.0,1,2.5454545454545454,0.0,Gagarin Mobile Base + SolBank
Celestic (breakthrough) + Mind Set Mars,1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,Celestic (breakthrough) + Mind Set Mars
Mars Maths + StormCraft Incorporated (breakthrough),1,0,3.0,81.0,3.0,1,2.5454545454545454,0.0,Mars Maths + StormCraft Incorporated (breakthrough)
Crescent Research Association + Mining guild (breakthrough),1,0,3.0,84.0,3.0,1,2.5454545454545454,0.0,月牙研究联盟 + Mining guild (breakthrough)
Mars Maths + 🌸Protogen🌸,1,0,3.0,74.0,3.0,1,2.5454545454545454,0.0,Mars Maths + 🌸微生物热舞🌸
Aridor + Void,1,0,3.0,87.0,3.0,1,2.5454545454545454,0.0,Aridor + Void
Eglogue + 🌸Shinra Tech🌸,1,0,3.0,86.0,3.0,1,2.5454545454545454,0.0,Eglogue + 🌸樱花电🌸
Tycho Magnetics + 🌸PoliticalReform🌸,1,0,3.0,57.0,3.0,1,2.5454545454545454,0.0,第谷磁力 + 🌸制度改革🌸
Millennium Falcon + MorningStar Inc (breakthrough),1,0,3.0,70.0,3.0,1,2.5454545454545454,0.0,千年隼 + MorningStar Inc (breakthrough)
Playwrights + 🌸双轨跃迁🌸,1,0,3.0,63.0,3.0,1,2.5454545454545454,0.0,Playwrights + 🌸双轨跃迁🌸
EcoTec + Point Luna,1,0,3.0,68.0,3.0,1,2.5454545454545454,0.0,EcoTec + Point Luna
Millennium Falcon + Tharsis_republic (breakthrough),1,0,3.0,54.0,3.0,1,2.5454545454545454,0.0,千年隼 + Tharsis_republic (breakthrough)
Ambient + Mars Maths,1,0,3.0,71.0,3.0,1,2.5454545454545454,0.0, + Mars Maths
Lakefront Resorts + Teractor (breakthrough),1,0,3.0,81.0,3.0,1,2.5454545454545454,0.0,湖畔度假区 + Teractor (breakthrough)
Aridor + The Archaic Foundation Institute,1,0,3.0,100.0,3.0,1,2.5454545454545454,0.0,Aridor + 原始基金会研究所
EcoTec + Luna Chain,1,0,3.0,79.0,3.0,1,2.5454545454545454,0.0,EcoTec + 连月
Agricola Inc + Pobolog (breakthrough),1,0,3.0,80.0,3.0,1,2.5454545454545454,0.0,Agricola Inc + Pobolog (breakthrough)
Sagitta Frontier Services + Steelaris,1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,Sagitta Frontier Services + 钢之星
Playwrights + 🌸RDA🌸,1,0,3.0,69.0,3.0,1,2.5454545454545454,0.0,Playwrights + 🌸RDA🌸
Mars Maths + Viron (breakthrough),1,0,3.0,102.0,3.0,1,2.5454545454545454,0.0,Mars Maths + Viron (breakthrough)
Playwrights + 🌸StarlinkDrifter🌸,1,0,3.0,67.0,3.0,1,2.5454545454545454,0.0,Playwrights + 🌸星链漂流者🌸
Chimera + Spire,1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,奇美拉 + Spire
Prism + 🌸Buy N Large🌸,1,0,3.0,66.0,3.0,1,2.5454545454545454,0.0,棱镜光谱研究室 + 🌸大巨购🌸
Interplanetary Cinematics (breakthrough) + Mars Direct,1,0,3.0,115.0,3.0,1,2.5454545454545454,0.0,Interplanetary Cinematics (breakthrough) + 火星直通车
Henkei Genetics + Poseidon,1,0,3.0,85.0,3.0,1,2.5454545454545454,0.0,变形遗传学 + Poseidon
Luna Chain + 🌸Protogen🌸,1,0,3.0,99.0,3.0,1,2.5454545454545454,0.0,连月 + 🌸微生物热舞🌸
Aridor + Chaos,1,0,3.0,58.0,3.0,1,2.5454545454545454,0.0,Aridor + Chaos
Arcadian Communities (breakthrough) + PolderTECH Dutch,1,0,3.0,84.0,3.0,1,2.5454545454545454,0.0,Arcadian Communities (breakthrough) + 荷兰圩田科技
CrediCor + Mars Maths,1,0,3.0,95.0,3.0,1,2.5454545454545454,0.0,CrediCor + Mars Maths
PolderTECH Dutch + Thorgate (breakthrough),1,0,3.0,65.0,3.0,1,2.5454545454545454,0.0,荷兰圩田科技 + Thorgate (breakthrough)
PolderTECH Dutch + Tycho Magnetics,1,0,3.0,63.0,3.0,1,2.5454545454545454,0.0,荷兰圩田科技 + 第谷磁力
Astrodrill + Celestic (breakthrough),1,0,3.0,101.0,3.0,1,2.5454545454545454,0.0,天体钻井 + Celestic (breakthrough)
Lakefront Resorts + Septem Tribus,1,0,3.0,87.0,3.0,1,2.5454545454545454,0.0,湖畔度假区 + Septem Tribus
EcoTec + 雩喵科学探测器,1,0,3.0,68.0,3.0,1,2.5454545454545454,0.0,EcoTec + 雩喵科学探测器
Aphrodite (breakthrough) + Luna Chain,1,0,3.0,56.0,3.0,1,2.5454545454545454,0.0,Aphrodite (breakthrough) + 连月
Hotsprings + Saturn Systems,1,0,3.0,86.0,3.0,1,2.5454545454545454,0.0,Hotsprings + Saturn Systems
Palladin Shipping + StormCraft Incorporated (breakthrough),1,0,3.0,63.0,3.0,1,2.5454545454545454,0.0,Palladin Shipping + StormCraft Incorporated (breakthrough)
Helion (breakthrough) + Saturn Systems,1,0,3.0,60.0,3.0,1,2.5454545454545454,0.0,Helion (breakthrough) + Saturn Systems
Arklight (breakthrough) + Runciter Associates,1,0,3.0,77.0,3.0,1,2.5454545454545454,0.0,Arklight (breakthrough) + 朗西斯联合公司
UNMI (breakthrough) + 🌸Weyland Yutani🌸,1,0,3.0,51.0,3.0,1,2.5454545454545454,0.0,UNMI (breakthrough) + 🌸韦兰德-尤坦尼集团🌸
Polyphemos (breakthrough) + Saturn Systems,1,0,3.0,65.0,3.0,1,2.5454545454545454,0.0,Polyphemos (breakthrough) + Saturn Systems
Nirgal Enterprises + Void,1,0,3.0,53.0,3.0,1,2.5454545454545454,0.0,Nirgal Enterprises + Void
Ecoline (breakthrough) + Prism,1,0,3.0,65.0,3.0,1,2.5454545454545454,0.0,Ecoline (breakthrough) + 棱镜光谱研究室
Point Luna + 🌸Green Leaf Dance🌸,1,0,3.0,86.0,3.0,1,2.5454545454545454,0.0,Point Luna + 🌸绿叶舞动🌸
Helion (breakthrough) + Pharmacy Union,1,0,3.0,71.0,3.0,1,2.5454545454545454,0.0,Helion (breakthrough) + 制药联盟
Aurorai + EcoTec,1,0,3.0,82.0,3.0,1,2.5454545454545454,0.0,Aurorai + EcoTec
Ecoline (breakthrough) + Playwrights,1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,Ecoline (breakthrough) + Playwrights
Incite Ender + Polyphemos (breakthrough),1,0,3.0,47.0,3.0,1,2.5454545454545454,0.0,Incite Ender + Polyphemos (breakthrough)
Ecoline (breakthrough) + Pharmacy Union,1,0,3.0,60.0,3.0,1,2.5454545454545454,0.0,Ecoline (breakthrough) + 制药联盟
Aridor + Collegium Copernicus,1,0,3.0,79.0,3.0,1,2.5454545454545454,0.0,Aridor + 哥白尼学院
Palladin Shipping + Polyphemos (breakthrough),1,0,3.0,55.0,3.0,1,2.5454545454545454,0.0,Palladin Shipping + Polyphemos (breakthrough)
Palladin Shipping + Ringcom,1,0,3.0,65.0,3.0,1,2.5454545454545454,0.0,Palladin Shipping + Ringcom
Palladin Shipping + Runciter Associates,1,0,3.0,97.0,3.0,1,2.5454545454545454,0.0,Palladin Shipping + 朗西斯联合公司
Polyphemos (breakthrough) + StormCraft Incorporated (breakthrough),1,0,3.0,56.0,3.0,1,2.5454545454545454,0.0,Polyphemos (breakthrough) + StormCraft Incorporated (breakthrough)
Palladin Shipping + Sagitta Frontier Services,1,0,3.0,71.0,3.0,1,2.5454545454545454,0.0,Palladin Shipping + Sagitta Frontier Services
Lakefront Resorts + Pharmacy Union,1,0,3.0,53.0,3.0,1,2.5454545454545454,0.0,湖畔度假区 + 制药联盟
Earth Cat Cult + Runciter Associates,1,0,3.0,59.0,3.0,1,2.5454545454545454,0.0,Earth Cat Cult + 朗西斯联合公司
Incite Ender + Polaris,1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,Incite Ender + 北极星
Palladin Shipping + 🌸Energy Saving Ecology🌸,1,0,3.0,52.0,3.0,1,2.5454545454545454,0.0,Palladin Shipping + 🌸节能生态🌸
Pharmacy Union + StormCraft Incorporated (breakthrough),1,0,3.0,55.0,3.0,1,2.5454545454545454,0.0,制药联盟 + StormCraft Incorporated (breakthrough)
Luna Chain + StormCraft Incorporated (breakthrough),1,0,3.0,70.0,3.0,1,2.5454545454545454,0.0,连月 + StormCraft Incorporated (breakthrough)
Earth Cat Cult + Trade Navigator,1,0,3.0,70.0,3.0,1,2.5454545454545454,0.0,Earth Cat Cult + 贸易领航者
Incite Ender + Junk Ventures,1,0,3.0,104.0,3.0,1,2.5454545454545454,0.0,Incite Ender + Junk Ventures
Ambient + Arcadian Communities (breakthrough),1,0,3.0,60.0,3.0,1,2.5454545454545454,0.0, + Arcadian Communities (breakthrough)
Polaris + Trade Navigator,1,0,3.0,56.0,3.0,1,2.5454545454545454,0.0,北极星 + 贸易领航者
Earth Cat Cult + Teractor (breakthrough),1,0,3.0,64.0,3.0,1,2.5454545454545454,0.0,Earth Cat Cult + Teractor (breakthrough)
Pharmacy Union + 🌸Mining Corp🌸,1,0,3.0,75.0,3.0,1,2.5454545454545454,0.0,制药联盟 + 🌸钢铁精炼🌸
Polaris + Poseidon,1,0,3.0,57.0,3.0,1,2.5454545454545454,0.0,北极星 + Poseidon
Philares + 🌸Energy Saving Ecology🌸,1,0,3.0,48.0,3.0,1,2.5454545454545454,0.0, + 🌸节能生态🌸
Lakefront Resorts + Luna Chain,1,0,3.0,75.0,3.0,1,2.5454545454545454,0.0,湖畔度假区 + 连月
StormCraft Incorporated (breakthrough) + 🌸双轨跃迁🌸,1,0,3.0,46.0,3.0,1,2.5454545454545454,0.0,StormCraft Incorporated (breakthrough) + 🌸双轨跃迁🌸
TeiAi Group + Tycho Magnetics,1,0,3.0,103.0,3.0,1,2.5454545454545454,0.0,帝爱赌场 + 第谷磁力
Luna Chain + Recyclon (breakthrough),1,0,3.0,54.0,3.0,1,2.5454545454545454,0.0,连月 + Recyclon (breakthrough)
Agricola Inc + 🌸Scolex Industries🌸,1,0,3.0,77.0,3.0,1,2.5454545454545454,0.0,Agricola Inc + 🌸星核工业🌸
Nirgal Enterprises + Tharsis_republic (breakthrough),1,0,3.0,57.0,3.0,1,2.5454545454545454,0.0,Nirgal Enterprises + Tharsis_republic (breakthrough)
Luna Chain + TeiAi Group,1,0,3.0,66.0,3.0,1,2.5454545454545454,0.0,连月 + 帝爱赌场
Pharmacy Union + 🌸RDA🌸,1,0,3.0,76.0,3.0,1,2.5454545454545454,0.0,制药联盟 + 🌸RDA🌸
Steelaris + 🌸Protogen🌸,1,0,3.0,40.0,3.0,1,2.5454545454545454,0.0,钢之星 + 🌸微生物热舞🌸
Steelaris + 🌸EliteTech🌸,1,0,3.0,52.0,3.0,1,2.5454545454545454,0.0,钢之星 + 🌸精英回馈🌸
Palladin Shipping + 🌸Prowler🌸,1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,Palladin Shipping + 🌸徘徊者🌸
Palladin Shipping + 🌸双轨跃迁🌸,1,0,3.0,53.0,3.0,1,2.5454545454545454,0.0,Palladin Shipping + 🌸双轨跃迁🌸
Collegium Copernicus + Saturn Systems,1,0,3.0,63.0,3.0,1,2.5454545454545454,0.0,哥白尼学院 + Saturn Systems
Polaris + 🌸PoliticalReform🌸,1,0,3.0,57.0,3.0,1,2.5454545454545454,0.0,北极星 + 🌸制度改革🌸
Ecoline (breakthrough) + Gagarin Mobile Base,1,0,3.0,69.0,3.0,1,2.5454545454545454,0.0,Ecoline (breakthrough) + Gagarin Mobile Base
Incite Ender + Pharmacy Union,1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0,Incite Ender + 制药联盟
Aurorai + MorningStar Inc (breakthrough),1,0,3.0,86.0,3.0,1,2.5454545454545454,0.0,Aurorai + MorningStar Inc (breakthrough)
Astrodrill + Curiosity II,1,0,3.0,63.0,3.0,1,2.5454545454545454,0.0,天体钻井 + Curiosity II
TeiAi Group + Void,1,0,3.0,83.0,3.0,1,2.5454545454545454,0.0,帝爱赌场 + Void
Labour Union + Valley Trust (breakthrough),1,0,3.0,68.0,3.0,1,2.5454545454545454,0.0,Labour Union + Valley Trust (breakthrough)
Chaos + Helion (breakthrough),1,0,3.0,68.0,3.0,1,2.5454545454545454,0.0,Chaos + Helion (breakthrough)
Imperial Star Destroyer + Project Workshop,1,0,3.0,97.0,3.0,1,2.5454545454545454,0.0,帝国歼星舰 + Project Workshop
Colonial One + 🌸Weyland Yutani🌸,1,0,3.0,57.0,3.0,1,2.5454545454545454,0.0,Colonial One + 🌸韦兰德-尤坦尼集团🌸
Athena + Millennium Falcon,1,0,3.0,71.0,3.0,1,2.5454545454545454,0.0,Athena + 千年隼
Agricola Inc + Voltagon,1,0,3.0,61.0,3.0,1,2.5454545454545454,0.0,Agricola Inc + Voltagon
Lakefront Resorts + 🌸Tyrell🌸,1,0,3.0,62.0,3.0,1,2.5454545454545454,0.0,湖畔度假区 + 🌸泰瑞尔公司🌸
Hecate Speditions + 🌸Energy Saving Ecology🌸,1,0,3.0,98.0,3.0,1,2.5454545454545454,0.0,赫卡忒探险队 + 🌸节能生态🌸
Anubis Securities + Celestic (breakthrough),1,0,3.0,83.0,3.0,1,2.5454545454545454,0.0,阿努比斯证券 + Celestic (breakthrough)
Lakefront Resorts + 🌸StarlinkDrifter🌸,1,0,3.0,69.0,3.0,1,2.5454545454545454,0.0,湖畔度假区 + 🌸星链漂流者🌸
Point Luna + Polaris,1,0,3.0,79.0,3.0,1,2.5454545454545454,0.0,Point Luna + 北极星
Aphrodite (breakthrough) + 🌸Integrated Microorganisms🌸,1,0,3.0,89.0,3.0,1,2.5454545454545454,0.0,Aphrodite (breakthrough) + 🌸微生物星尘🌸
Ambient + 🌸Green Leaf Dance🌸,1,0,3.0,54.0,3.0,1,2.5454545454545454,0.0, + 🌸绿叶舞动🌸
Agricola Inc + Helion (breakthrough),1,0,3.0,78.0,3.0,1,2.5454545454545454,0.0,Agricola Inc + Helion (breakthrough)
Kuiper Cooperative + Polaris,1,0,3.0,91.0,3.0,1,2.5454545454545454,0.0,Kuiper Cooperative + 北极星
Cheung Shing MARS + Palladin Shipping,1,0,3.0,69.0,3.0,1,2.5454545454545454,0.0,Cheung Shing MARS + Palladin Shipping
Ecoline (breakthrough) + 🌸MirrorCoat🌸,1,0,3.0,54.0,3.0,1,2.5454545454545454,0.0,Ecoline (breakthrough) + 🌸镜反🌸
Henkei Genetics + 🌸Shinra Tech🌸,1,0,3.0,88.0,3.0,1,2.5454545454545454,0.0,变形遗传学 + 🌸樱花电🌸
SolBank + Valley Trust (breakthrough),1,0,3.0,75.0,3.0,1,2.5454545454545454,0.0,SolBank + Valley Trust (breakthrough)
Bio-Sol + Mars Maths,1,0,3.0,52.0,3.0,1,2.5454545454545454,0.0, + Mars Maths
Kuiper Cooperative + Prism,1,0,3.0,77.0,3.0,1,2.5454545454545454,0.0,Kuiper Cooperative + 棱镜光谱研究室
Curiosity II + 🌸Tyrell🌸,1,0,3.0,78.0,3.0,1,2.5454545454545454,0.0,Curiosity II + 🌸泰瑞尔公司🌸
Helion (breakthrough) + Henkei Genetics,1,0,3.0,61.0,3.0,1,2.5454545454545454,0.0,Helion (breakthrough) + 变形遗传学
Prism + Robinson Industries (breakthrough),1,0,3.0,47.0,3.0,1,2.5454545454545454,0.0,棱镜光谱研究室 + Robinson Industries (breakthrough)
Colonial One + Septem Tribus,1,0,3.0,67.0,3.0,1,2.5454545454545454,0.0,Colonial One + Septem Tribus
Ambient + Robinson Industries (breakthrough),1,0,3.0,72.0,3.0,1,2.5454545454545454,0.0, + Robinson Industries (breakthrough)
Eglogue + Imperial Star Destroyer,1,0,3.0,58.0,3.0,1,2.5454545454545454,0.0,Eglogue + 帝国歼星舰
Chimera + Thorgate (breakthrough),1,0,3.0,73.0,3.0,1,2.5454545454545454,0.0,奇美拉 + Thorgate (breakthrough)
Astrodrill + Id Front,1,0,3.0,63.0,3.0,1,2.5454545454545454,0.0,天体钻井 + 前线基地
Eglogue + Factorum (breakthrough),1,0,3.0,43.0,3.0,1,2.5454545454545454,0.0,Eglogue + Factorum (breakthrough)
Kuiper Cooperative + Luna First Incorporated,1,0,3.0,102.0,3.0,1,2.5454545454545454,0.0,Kuiper Cooperative + 月球先行公司
Curiosity II + 🌸Green Ring🌸,1,0,3.0,58.0,3.0,1,2.5454545454545454,0.0,Curiosity II + 🌸绿环🌸
Ecoline (breakthrough) + 🌸Thermopoli🌸,1,0,3.0,92.0,3.0,1,2.5454545454545454,0.0,Ecoline (breakthrough) + 🌸精灵热舞🌸
Manutech + Robin Haulings,1,0,3.0,96.0,3.0,1,2.5454545454545454,0.0,Manutech + 罗宾运输
Athena + 🌸Ark Nova🌸,1,0,3.0,56.0,3.0,1,2.5454545454545454,0.0,Athena + 🌸方舟动物园🌸
Colonial One + Saturn Systems,1,0,3.0,62.0,3.0,1,2.5454545454545454,0.0,Colonial One + Saturn Systems
MorningStar Inc (breakthrough) + StormCraft Incorporated (breakthrough),12,2,2.5833333333333335,92.58333333333333,31.0,12,2.5454545454545454,16.67,MorningStar Inc (breakthrough) + StormCraft Incorporated (breakthrough)
MorningStar Inc (breakthrough) + TeiAi Group,1,0,3.0,84.0,3.0,1,2.5454545454545454,0.0,MorningStar Inc (breakthrough) + 帝爱赌场
Bio-Sol + Recyclon (breakthrough),1,0,3.0,61.0,3.0,1,2.5454545454545454,0.0, + Recyclon (breakthrough)
Bio-Sol + Tycho Magnetics,1,0,3.0,65.0,3.0,1,2.5454545454545454,0.0, + 第谷磁力
🌸Thermopoli🌸 + 🌸双轨跃迁🌸,1,0,3.0,43.0,3.0,1,2.5454545454545454,0.0,🌸精灵热舞🌸 + 🌸双轨跃迁🌸
Incite Ender + 🌸双轨跃迁🌸,1,0,3.0,76.0,3.0,1,2.5454545454545454,0.0,Incite Ender + 🌸双轨跃迁🌸
SolBank + 🌸Weyland Yutani🌸,1,0,3.0,75.0,3.0,1,2.5454545454545454,0.0,SolBank + 🌸韦兰德-尤坦尼集团🌸
Helion (breakthrough) + Martian Insurance Group,1,0,3.0,63.0,3.0,1,2.5454545454545454,0.0,Helion (breakthrough) + 火星保险集团
Ecoline (breakthrough) + Trade Navigator,1,0,3.0,62.0,3.0,1,2.5454545454545454,0.0,Ecoline (breakthrough) + 贸易领航者
Collegium Copernicus + Millennium Falcon,1,0,3.0,43.0,3.0,1,2.5454545454545454,0.0,哥白尼学院 + 千年隼
Henkei Genetics + Vitor,1,0,3.0,107.0,3.0,1,2.5454545454545454,0.0,变形遗传学 + Vitor
Luna Trade Federation + Teractor (breakthrough),1,0,3.0,70.0,3.0,1,2.5454545454545454,0.0,月球贸易联盟 + Teractor (breakthrough)
Point Luna + Recyclon (breakthrough),1,0,3.0,85.0,3.0,1,2.5454545454545454,0.0,Point Luna + Recyclon (breakthrough)
Athena + 🌸Energy Saving Ecology🌸,1,0,3.0,88.0,3.0,1,2.5454545454545454,0.0,Athena + 🌸节能生态🌸
🌸Energy Saving Ecology🌸 + 🌸Prowler🌸,12,2,2.5833333333333335,76.25,31.0,12,2.5454545454545454,16.67,🌸节能生态🌸 + 🌸徘徊者🌸
Arcadian Communities (breakthrough) + Ringcom,1,0,3.0,65.0,3.0,1,2.5454545454545454,0.0,Arcadian Communities (breakthrough) + Ringcom
Aphrodite (breakthrough) + Junk Ventures,1,0,3.0,92.0,3.0,1,2.5454545454545454,0.0,Aphrodite (breakthrough) + Junk Ventures
Ecoline (breakthrough) + StormCraft Incorporated (breakthrough),1,0,3.0,50.0,3.0,1,2.5454545454545454,0.0,Ecoline (breakthrough) + StormCraft Incorporated (breakthrough)
Soylent Seedling Systems + 🌸Weyland Yutani🌸,1,0,3.0,67.0,3.0,1,2.5454545454545454,0.0,索伦特幼苗系统 + 🌸韦兰德-尤坦尼集团🌸
Id Front + Lakefront Resorts,1,0,3.0,86.0,3.0,1,2.5454545454545454,0.0,前线基地 + 湖畔度假区
Chaos + Void,1,0,3.0,60.0,3.0,1,2.5454545454545454,0.0,Chaos + Void
Soylent Seedling Systems + 🌸PoliticalReform🌸,1,0,3.0,58.0,3.0,1,2.5454545454545454,0.0,索伦特幼苗系统 + 🌸制度改革🌸
Luna First Incorporated + 🌸Integrated Microorganisms🌸,1,0,3.0,40.0,3.0,1,2.5454545454545454,0.0,月球先行公司 + 🌸微生物星尘🌸
Colonial One + Splice (breakthrough),1,0,3.0,93.0,3.0,1,2.5454545454545454,0.0,Colonial One + Splice (breakthrough)
Poseidon + 🌸Buy N Large🌸,1,0,3.0,61.0,3.0,1,2.5454545454545454,0.0,Poseidon + 🌸大巨购🌸
Kuiper Cooperative + Recyclon (breakthrough),1,0,3.0,66.0,3.0,1,2.5454545454545454,0.0,Kuiper Cooperative + Recyclon (breakthrough)
Agricola Inc + Imperial Star Destroyer,1,0,3.0,82.0,3.0,1,2.5454545454545454,0.0,Agricola Inc + 帝国歼星舰
Manutech + Playwrights,1,0,3.0,67.0,3.0,1,2.5454545454545454,0.0,Manutech + Playwrights
Soylent Seedling Systems + Splice (breakthrough),1,0,3.0,59.0,3.0,1,2.5454545454545454,0.0,索伦特幼苗系统 + Splice (breakthrough)
Manutech + Nirgal Enterprises,1,0,3.0,68.0,3.0,1,2.5454545454545454,0.0,Manutech + Nirgal Enterprises
Imperial Star Destroyer + Sagitta Frontier Services,1,0,3.0,76.0,3.0,1,2.5454545454545454,0.0,帝国歼星舰 + Sagitta Frontier Services
Chaos + 🌸EliteTech🌸,1,0,3.0,58.0,3.0,1,2.5454545454545454,0.0,Chaos + 🌸精英回馈🌸
Lakefront Resorts + Millennium Falcon,1,0,3.0,81.0,3.0,1,2.5454545454545454,0.0,湖畔度假区 + 千年隼
Demetron Labs + Pristar (breakthrough),1,0,3.0,136.0,3.0,1,2.5454545454545454,0.0,德米特伦实验室 + Pristar (breakthrough)
Astrodrill + Helion (breakthrough),1,0,3.0,46.0,3.0,1,2.5454545454545454,0.0,天体钻井 + Helion (breakthrough)
Poseidon + Void,1,0,3.0,75.0,3.0,1,2.5454545454545454,0.0,Poseidon + Void
Arklight (breakthrough) + Mons Insurance,1,0,3.0,77.0,3.0,1,2.5454545454545454,0.0,Arklight (breakthrough) + 蒙斯保险
Aphrodite (breakthrough) + Collegium Copernicus,1,0,3.0,60.0,3.0,1,2.5454545454545454,0.0,Aphrodite (breakthrough) + 哥白尼学院
Steelaris + 🌸Scolex Industries🌸,1,0,3.0,61.0,3.0,1,2.5454545454545454,0.0,钢之星 + 🌸星核工业🌸
Demetron Labs + 🌸Green Ring🌸,1,0,3.0,117.0,3.0,1,2.5454545454545454,0.0,德米特伦实验室 + 🌸绿环🌸
Arklight (breakthrough) + Pharmacy Union,1,0,3.0,47.0,3.0,1,2.5454545454545454,0.0,Arklight (breakthrough) + 制药联盟
Prism + Viron (breakthrough),43,11,2.558139534883721,88.51162790697674,110.0,43,2.547169811320755,25.58,棱镜光谱研究室 + Viron (breakthrough)
CrediCor + Midas,32,9,2.5625,52.8125,82.0,32,2.5476190476190474,28.12,CrediCor + Midas
🌸Tyrell🌸 + 🌸Weyland Yutani🌸,32,6,2.5625,87.75,82.0,32,2.5476190476190474,18.75,🌸泰瑞尔公司🌸 + 🌸韦兰德-尤坦尼集团🌸
🌸EliteTech🌸 + 🌸Tyrell🌸,21,5,2.5714285714285716,82.85714285714286,54.0,21,2.5483870967741935,23.81,🌸精英回馈🌸 + 🌸泰瑞尔公司🌸
Spire + 🌸EliteTech🌸,21,4,2.5714285714285716,86.52380952380952,54.0,21,2.5483870967741935,19.05,Spire + 🌸精英回馈🌸
Eglogue + 🌸SolarPlant🌸,10,1,2.6,63.0,26.0,10,2.55,10.0,Eglogue + 🌸太阳能公司🌸
