user_id,total_games,total_wins,total_position_sum,total_score_sum,total_generations_sum,total_tr_sum,total_cards_played_sum,tr_games,cards_games,avg_position,avg_score,avg_generations,avg_tr,avg_cards_played,min_score,max_score,min_position,win_rate,user_name
ucff98876a451,165,46,373,13486,938,5873.0,5930.0,164,164,2.261,81.73,5.68,35.81,36.16,39,176,1,27.88,清源妙道
u1a08ac34c163,147,69,282,13073,824,5272.0,5826.0,147,147,1.918,88.93,5.61,35.86,39.63,50,179,1,46.94,comboo
9007426e7f53,146,61,276,13345,836,5014.0,6069.0,146,146,1.89,91.4,5.73,34.34,41.57,55,164,1,41.78,Misaki
u1e0a151435d5,137,47,298,11177,778,4661.0,5545.0,136,136,2.175,81.58,5.68,34.27,40.77,25,152,1,34.31,hero
5e1f49e741d3,130,23,351,10640,933,4789.0,4037.0,130,130,2.7,81.85,7.18,36.84,31.05,51,141,1,17.69,月姬
u8397430f5bfc,127,46,286,10518,700,4427.0,4759.0,127,127,2.252,82.82,5.51,34.86,37.47,38,177,1,36.22,云尘
u4d5c2567e852,122,36,276,10394,698,4178.0,4995.0,122,122,2.262,85.2,5.72,34.25,40.94,28,169,1,29.51,carl
823f1dbb2191,116,41,254,10014,832,4371.0,3648.0,116,116,2.19,86.33,7.17,37.68,31.45,51,150,1,35.34,眼镜胡地
uc9521b2e7bf5,116,11,361,7802,681,3233.0,3489.0,115,115,3.112,67.26,5.87,28.11,30.34,30,176,1,9.48,奥斯卡
2dd9eda81d36,116,27,282,8085,603,4056.0,2978.0,116,116,2.431,69.7,5.2,34.97,25.67,34,118,1,23.28,雪櫻
a9a7fa7803c8,116,28,302,8692,672,4446.0,3675.0,116,116,2.603,74.93,5.79,38.33,31.68,28,133,1,24.14,moon
ad31531ee8d6,116,34,278,9969,835,4287.0,4127.0,116,116,2.397,85.94,7.2,36.96,35.58,42,136,1,29.31,露肩靓仔
u69cd88861799,114,26,263,9505,658,3787.0,4076.0,113,113,2.307,83.38,5.77,33.51,36.07,31,141,1,22.81,ashland
u6e77129845ea,114,32,283,8939,650,3625.0,3898.0,113,113,2.482,78.41,5.7,32.08,34.5,42,123,1,28.07,ki
u4671660f6ca6,112,10,326,8556,773,4158.0,2879.0,112,112,2.911,76.39,6.9,37.12,25.71,40,125,1,8.93,66大人
u99f9ce3f0823,110,27,272,8517,616,3574.0,4220.0,110,110,2.473,77.43,5.6,32.49,38.36,33,154,1,24.55,cellinia
de3baec74952,109,43,237,9352,608,3587.0,4073.0,109,109,2.174,85.8,5.58,32.91,37.37,34,176,1,39.45,aipotu
ub74f763858c8,108,38,244,8596,612,4026.0,3638.0,108,108,2.259,79.59,5.67,37.28,33.69,40,160,1,35.19,带恶人6324
