card_name,play_count,wins,avg_position,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,cn_name,cn_name_plot
Desperate Measures,269,93,2.2156133828996283,79.42379182156134,596.0,269,2.225806451612903,34.57,绝望措施,绝望措施
Birds,730,250,2.223287671232877,89.88356164383562,1623.0,730,2.227027027027027,34.25,鸟,鸟
Urban Decomposers,825,276,2.224242424242424,91.06545454545454,1835.0,825,2.2275449101796405,33.45,都市分解者,都市分解者
Asteroid Resources,857,283,2.2252042007001167,86.9708284714119,1907.0,857,2.2283737024221453,33.02,小行星资源,小行星资源
Nitrophilic Moss,554,192,2.223826714801444,85.50902527075812,1232.0,554,2.228723404255319,34.66,嗜中性苔藓,嗜中性苔藓
Methane From Titan,580,185,2.2241379310344827,91.6655172413793,1290.0,580,2.2288135593220337,31.9,来自泰坦的甲烷,来自泰坦的甲烷
Fish,818,271,2.226161369193154,89.30073349633251,1821.0,818,2.2294685990338166,33.13,鱼,鱼
Terraforming Robots,626,216,2.2252396166134187,93.1964856230032,1393.0,626,2.229559748427673,34.5,改造机器人,改造机器人
Venus Governor,1506,533,2.2284196547144752,88.12549800796813,3356.0,1506,2.230211081794195,35.39,金星总督,金星总督
Colonial Envoys,372,126,2.2231182795698925,87.44623655913979,827.0,372,2.230366492146597,33.87,殖民特使,殖民特使
Cultural Metropolis,680,232,2.226470588235294,87.98529411764706,1514.0,680,2.2304347826086954,34.12,多元化都市,多元化都市
Molecular Printing,1655,559,2.230211480362538,87.62356495468278,3691.0,1655,2.231831831831832,33.78,分子打印,分子打印
Air-Scrapping Expedition,901,297,2.2308546059933407,88.24750277469478,2010.0,901,2.2338090010976948,32.96,金星改造远征队,金星改造远征队
Industrial Center:ares,1352,454,2.2322485207100593,86.8905325443787,3018.0,1352,2.2342143906020557,33.58,Industrial Center:ares,Industrial Center:ares
Vermin,182,63,2.21978021978022,85.35164835164835,404.0,182,2.234375,34.62,害兽,害兽
Artificial Lake,478,168,2.2301255230125525,89.26569037656904,1066.0,478,2.235655737704918,35.15,人工湖,人工湖
Ecological Survey,1139,369,2.2335381913959615,89.16066725197541,2544.0,1139,2.2358572671888597,32.4,生态调查,生态调查
Symbiotic Fungus,880,293,2.2329545454545454,86.2159090909091,1965.0,880,2.235955056179775,33.3,共生真菌,共生真菌
Martian Monuments,222,76,2.225225225225225,92.97747747747748,494.0,222,2.2370689655172415,34.23,火星纪念碑,火星纪念碑
Solar Logistics,807,279,2.2342007434944238,91.12887236679059,1803.0,807,2.2374541003671973,34.57,太阳能物流,太阳能物流
Urbanized Area,689,229,2.2336719883889695,91.05805515239477,1539.0,689,2.2374821173104436,33.24,城市化区域,城市化区域
Vote Of No Confidence,234,84,2.2264957264957266,84.88888888888889,521.0,234,2.237704918032787,35.9,不信任票,不信任票
Sulphur-Eating Bacteria,1996,683,2.2364729458917836,86.2565130260521,4464.0,1996,2.2377866400797606,34.22,硫磺吞噬菌,硫磺吞噬菌
Microgravimetry,11,4,2.0,103.27272727272727,22.0,11,2.238095238095238,36.36,微重力测量,微重力测量
Deepnuking,11,5,2.0,87.0,22.0,11,2.238095238095238,45.45,深层核爆,深层核爆
HE3 Fusion Plant,11,4,2.0,3.8181818181818183,22.0,11,2.238095238095238,36.36,HE3聚变能发电站,HE3聚变能发电站
Towing A Comet,953,310,2.236096537250787,84.09024134312696,2131.0,953,2.2388369678089304,32.53,牵引彗星,牵引彗星
Astra Mechanica,1666,566,2.2376950780312126,87.11704681872749,3728.0,1666,2.2392601431980905,33.97,星械会,星械会
Kelp Farming,1133,378,2.237422771403354,86.99205648720212,2535.0,1133,2.2397200349956257,33.36,养殖海藻,养殖海藻
Teslaract,311,106,2.2315112540192925,90.63987138263666,694.0,311,2.2398753894080996,34.08,泰斯拉立方体,泰斯拉立方体
Tardigrades,894,291,2.237136465324385,82.74384787472036,2000.0,894,2.2400442477876106,32.55,缓步微生物,缓步微生物
Plant Smuggling,1132,385,2.2385159010600706,86.71378091872792,2534.0,1132,2.2408056042031523,34.01,植物走私集团,植物走私集团
Tosche Station (IV),428,135,2.235981308411215,87.30140186915888,957.0,428,2.2420091324200913,31.54,Tosche Station (IV),Tosche Station (IV)
Public Celebrations,444,154,2.2364864864864864,86.88513513513513,993.0,444,2.2422907488986783,34.68,公开庆典,公开庆典
Soil Factory,449,147,2.2383073496659245,91.85523385300668,1005.0,449,2.24400871459695,32.74,土壤工厂,土壤工厂
Microgravity Nutrition,653,219,2.2404287901990814,89.99540581929556,1463.0,653,2.244343891402715,33.54,微重力营养学,微重力营养学
Expedition to the Surface - Venus,1325,448,2.2437735849056604,87.8022641509434,2973.0,1325,2.245692883895131,33.81,金星表面探险,金星表面探险
WG Project,1022,344,2.2436399217221137,86.94716242661448,2293.0,1022,2.246124031007752,33.66,WG 项目,WG 项目
Energy Market,1562,519,2.2445582586427655,87.11203585147247,3506.0,1562,2.24618320610687,33.23,能源市场,能源市场
Stratospheric Birds,1170,383,2.2452991452991453,91.01282051282051,2627.0,1170,2.247457627118644,32.74,平流层的鸟类,平流层的鸟类
Water Import From Europa,1240,410,2.245967741935484,91.57661290322581,2785.0,1240,2.248,33.06,从欧罗巴(木卫二)注入水源,从欧罗巴(木卫二)注入水源
Grass,961,302,2.2455775234131115,84.40686784599376,2158.0,961,2.248197734294542,31.43,草,草
We Grow As One,46,16,2.1956521739130435,91.47826086956522,101.0,46,2.25,34.78,我们一起成长,我们一起成长
Price Wars,10,4,2.0,102.4,20.0,10,2.25,40.0,价格战,价格战
Landfill,125,44,2.232,83.88,279.0,125,2.251851851851852,35.2,垃圾填埋场,垃圾填埋场
Special Permit,484,162,2.2479338842975207,85.54132231404958,1088.0,484,2.2530364372469633,33.47,特别许可,特别许可
Titan Air-scrapping,404,131,2.2475247524752477,94.61386138613861,908.0,404,2.253623188405797,32.43,处理泰坦空气,处理泰坦空气
Anthozoa,580,186,2.25,88.6448275862069,1305.0,580,2.2542372881355934,32.07,珊瑚动物,珊瑚动物
Permafrost Extraction,449,144,2.249443207126949,86.22048997772829,1010.0,449,2.2549019607843137,32.07,冻土精炼,冻土精炼
Venus Trade Hub,1386,463,2.2554112554112553,88.55194805194805,3126.0,1386,2.257163323782235,33.41,金星贸易中心,金星贸易中心
Cloud City (V),1164,397,2.2551546391752577,86.96134020618557,2625.0,1164,2.2572402044293014,34.11,Cloud City (V),Cloud City (V)
Decomposers,1708,542,2.2558548009367683,86.84953161592506,3853.0,1708,2.2572759022118745,31.73,分解者,分解者
Sabotage,688,208,2.254360465116279,85.48837209302326,1551.0,688,2.2578796561604584,30.23,蓄意破坏,蓄意破坏
Hospitals,1291,411,2.2571649883811,88.68164213787762,2914.0,1291,2.259031514219831,31.84,医院,医院
Protected Growth,318,109,2.251572327044025,79.76100628930817,716.0,318,2.2591463414634148,34.28,受保护的生长,受保护的生长
Magnetic Field Generators:promo,44,17,2.2045454545454546,94.3409090909091,97.0,44,2.259259259259259,38.64,Magnetic Field Generators:promo,Magnetic Field Generators:promo
GMO Contract,1578,515,2.258555133079848,85.9721166032953,3564.0,1578,2.2600755667506296,32.64,转基因生物合约,转基因生物合约
