card_name,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,avg_resources,weighted_avg_score,win_rate,cn_name,cn_name_plot
Sponsored Academies,2886,1098,2.062023562023562,112.45841995841995,5951.0,2886,0.0,2.0665294924554183,38.05,学术赞助,学术赞助
Jovian Expedition,2028,797,2.060157790927022,118.6163708086785,4178.0,2028,0.0,2.066569484936832,39.3,木星远征,木星远征
Asteroid Mining,1802,687,2.060488346281909,125.20643729189788,3713.0,1802,0.0,2.067685589519651,38.12,小行星采矿,小行星采矿
Interplanetary Colony Ship,2622,1005,2.062929061784897,112.56254767353165,5409.0,2622,0.0,2.067873303167421,38.33,星际殖民船,星际殖民船
Plantation,2206,854,2.0621033544877605,109.0757026291931,4549.0,2206,0.0,2.067978533094812,38.71,种植园,种植园
Secret Labs,1859,718,2.061323292092523,111.58095750403443,3832.0,1859,0.0,2.0682901005823187,38.62,秘密实验室,秘密实验室
Heavy Taxation,1989,785,2.06184012066365,116.34891905480141,4101.0,1989,0.0,2.0683506686478457,39.47,重税,重税
Advanced Power Grid,1078,431,2.056586270871985,122.44248608534323,2217.0,1078,0.0,2.068592057761733,39.98,电网改进,电网改进
Commercial District:ares,1357,529,2.059690493736183,118.33603537214444,2795.0,1357,0.0,2.069214131218457,38.98,Commercial District:ares,Commercial District:ares
Cow,2054,807,2.0632911392405062,115.32229795520935,4238.0,2054,3.2599805258033108,2.06957773512476,39.29,奶牛,奶牛
Development Center,2146,821,2.0638397017707364,120.9175209692451,4429.0,2146,0.0,2.0698529411764706,38.26,发展中心,发展中心
Minority Refuge,2488,961,2.064710610932476,110.24196141479099,5137.0,2488,0.0,2.06989674344718,38.63,少数民族难民,少数民族难民
Mohole Area:ares,722,271,2.0526315789473686,114.00277008310249,1482.0,722,0.0,2.070478723404255,37.53,Mohole Area:ares,Mohole Area:ares
Regolith Eaters,1092,406,2.0595238095238093,121.65567765567765,2249.0,1092,1.6016483516483517,2.071301247771836,37.18,风化层蚕食者,风化层蚕食者
Unexpected Application,2365,899,2.066384778012685,112.18731501057083,4887.0,2365,0.0,2.0718162839248433,38.01,意外应用,意外应用
Space Wargames,1150,474,2.0608695652173914,112.25565217391305,2370.0,1150,0.2991304347826087,2.0720338983050848,41.22,太空战争游戏,太空战争游戏
Space Monster Park,2368,987,2.066722972972973,118.37964527027027,4894.0,2368,1.1900337837837838,2.072143452877398,41.68,太空怪兽乐园,太空怪兽乐园
Rover Construction,2720,1040,2.0676470588235296,111.39779411764705,5624.0,2720,0.0,2.072363636363636,38.24,漫游者建设,漫游者建设
Dirigibles,2069,795,2.066215563073949,114.97293378443693,4275.0,2069,0.7660705654905752,2.0724154359218674,38.42,悬浮艇,悬浮艇
Economic Help,487,191,2.047227926078029,141.5441478439425,997.0,487,0.0,2.0735009671179885,39.22,经济援助,经济援助
Wave Power,1680,635,2.0660714285714286,117.50178571428572,3471.0,1680,0.0,2.0736842105263156,37.8,潮汐能源,潮汐能源
Quantum Communications,1675,656,2.066268656716418,123.97731343283581,3461.0,1675,0.0,2.073900293255132,39.16,量子通信,量子通信
Sister Planet Sponsors,2102,821,2.0680304471931494,118.12416745956232,4347.0,2102,0.0,2.0741088180112572,39.06,姊妹星球赞助,姊妹星球赞助
Martian Repository,1127,455,2.0629991126885536,126.15527950310559,2325.0,1127,12.819875776397515,2.0743301642178045,40.37,火星仓库,火星仓库
Special Permit,667,266,2.055472263868066,100.93253373313344,1371.0,667,0.0,2.0746054519368724,39.88,特别许可,特别许可
Indentured Workers,2418,939,2.069478908188586,109.06823821339951,5004.0,2418,0.0,2.0747549019607843,38.83,合同工,合同工
Space Elevator,1882,715,2.0680127523910734,121.81721572794899,3892.0,1882,0.0,2.0747907949790796,37.99,太空电梯,太空电梯
Energy Station,1691,672,2.067415730337079,114.14074512123004,3496.0,1691,0.0,2.074956420685648,39.74,能源站,能源站
Shuttles,2368,917,2.069679054054054,116.14780405405405,4901.0,2368,0.0,2.0750625521267723,38.72, 穿梭机,穿梭机
Venera Base,1039,398,2.0635226179018287,100.57459095283927,2144.0,1039,0.0,2.0757717492984096,38.31,金星基地,金星基地
Mars University,2996,1173,2.071762349799733,113.21228304405875,6207.0,2996,0.0,2.0760079312623927,39.15,火星大学,火星大学
Deuterium Export,2142,848,2.070494864612512,115.89355742296918,4435.0,2142,0.8067226890756303,2.076427255985267,39.59,输出氘,输出氘
Desperate Measures,375,150,2.042666666666667,96.41066666666667,766.0,375,0.0,2.0765432098765433,40.0,绝望措施,绝望措施
Processor Factory,281,118,2.0320284697508897,144.36654804270464,571.0,281,3.590747330960854,2.077170418006431,41.99,处理器工厂,处理器工厂
Research Coordination,2210,895,2.0714932126696834,116.50678733031674,4578.0,2210,0.0,2.077232142857143,40.5,研究环境,研究环境
Venus Orbital Survey,2410,944,2.0721991701244815,120.24564315352697,4994.0,2410,0.0,2.0774590163934428,39.17,金星轨道勘测,金星轨道勘测
Solar Power,1797,688,2.070673344462994,116.68113522537563,3721.0,1797,0.0,2.0777230432402845,38.29,太阳能,太阳能
Sub-Crust Measurements,2688,1051,2.0732886904761907,115.18043154761905,5573.0,2688,0.0,2.0779985283296543,39.1,测量地壳,测量地壳
Designed Microorganisms,1032,376,2.065891472868217,109.8187984496124,2132.0,1032,0.0,2.0781544256120528,36.43,创造微生物,创造微生物
Giant Space Mirror,1404,541,2.0698005698005697,121.28276353276354,2906.0,1404,0.0,2.0788005578800557,38.53,巨型太空镜,巨型太空镜
Micro-Mills,742,282,2.0619946091644206,127.05795148247978,1530.0,742,0.0,2.0790155440414506,38.01,小型风车,小型风车
Invention Contest,2900,1136,2.0748275862068963,111.44275862068966,6017.0,2900,0.0,2.0791808873720137,39.17,发明竞争,发明竞争
Public Baths,1458,583,2.070644718792867,111.85665294924554,3019.0,1458,0.0,2.079301075268817,39.99,公共浴场,公共浴场
Lunar Exports,1709,654,2.071971913399649,120.91691047396138,3541.0,1709,0.0,2.0793559516963773,38.27,月球出口,月球出口
Ice Moon Colony,1720,630,2.072674418604651,113.33430232558139,3565.0,1720,0.0,2.08,36.63,冰月殖民地,冰月殖民地
Small Asteroid,1782,690,2.0729517396184063,111.44163860830527,3694.0,1782,0.0,2.0800220750551874,38.72,小型小行星,小型小行星
Rim Freighters,2014,773,2.073982125124131,116.62413108242303,4177.0,2014,0.0,2.080234833659491,38.38,里姆货船,里姆货船
Cassini Station,1075,414,2.0688372093023255,124.02976744186047,2224.0,1075,0.0,2.0805429864253395,38.51,卡西尼太空站,卡西尼太空站
Research,2866,1101,2.0767620376831823,112.55582693649686,5952.0,2866,0.0,2.081146408839779,38.42,研究,研究
Electro Catapult,1313,503,2.0715917745620716,120.51104341203352,2720.0,1313,0.0,2.0811615785554727,38.31,电磁弹射器,电磁弹射器
Imported GHG,2132,805,2.075515947467167,112.99015009380864,4425.0,2132,0.0,2.0814061054579094,37.76,引入温室气体,引入温室气体
Behold The Emperor! (III),104,46,1.9615384615384615,114.48076923076923,204.0,104,0.0,2.082089552238806,44.23,Behold The Emperor! (III),Behold The Emperor! (III)
Moon Tether,1379,533,2.0732414793328497,113.06598984771574,2859.0,1379,0.0,2.0823278921220725,38.65,地月连结,地月连结
Advanced Alloys,2738,1053,2.0777940102264427,115.30898466033601,5689.0,2738,0.0,2.082369942196532,38.46,优化合金,优化合金
Floyd Continuum,2676,1036,2.078101644245142,109.9439461883408,5561.0,2676,0.0,2.082779009608278,38.71,弗洛伊德连续体,弗洛伊德连续体
Mine,1647,610,2.0752884031572556,119.49119611414693,3418.0,1647,0.0,2.08288610614192,37.04,采矿,采矿
New Venice,1697,671,2.0766057748968767,114.05067766647024,3524.0,1697,0.0,2.0839606253618994,39.54,新威尼斯,新威尼斯
Mineral Deposit,2517,953,2.0790623758442592,112.43384982121573,5233.0,2517,0.0,2.084020416175893,37.86,矿床,矿床
Flooding,1275,484,2.074509803921569,106.74352941176471,2645.0,1275,0.0,2.0842911877394634,37.96,洪水,洪水
Advertising,1951,769,2.0779087647360326,117.24602767811379,4054.0,1951,0.0,2.0843008581524485,39.42,广告业,广告业
Power Plant,2009,801,2.0801393728222997,114.8720756595321,4179.0,2009,0.0,2.086316821971555,39.87,发电厂,发电厂
Subterranean Reservoir,1429,534,2.0776766969909026,109.24632610216935,2969.0,1429,0.0,2.086360520904729,37.37,地下水库,地下水库
Vesta Shipyard,2515,961,2.0819085487077533,116.80079522862823,5236.0,2515,0.0,2.086836935166994,38.21,维斯塔造船厂,维斯塔造船厂
Nobel Labs,1636,635,2.0794621026894866,117.86185819070904,3402.0,1636,0.0,2.08703481392557,38.81,诺贝尔劳动奖,诺贝尔劳动奖
Darkside Observatory,486,203,2.0617283950617282,129.90329218106996,1002.0,486,0.0,2.0872093023255816,41.77,暗面天文台,暗面天文台
Mars Hot Spring,1615,615,2.081114551083591,108.78142414860682,3361.0,1615,0.0,2.088753799392097,38.08,火星温泉,火星温泉
Envoys From Venus,1319,508,2.079605761940864,99.3639120545868,2743.0,1319,0.0,2.088954781319496,38.51,金星来使,金星来使
Economic Espionage,543,212,2.0662983425414363,135.4585635359116,1122.0,543,1.9631675874769798,2.089005235602094,39.04,经济间谍活动,经济间谍活动
Restricted Area:ares,2194,856,2.083409298085688,111.68641750227894,4571.0,2194,0.0,2.089028776978417,39.02,Restricted Area:ares,Restricted Area:ares
Frontier Town,1229,458,2.079739625711961,95.70301057770546,2556.0,1229,0.0,2.089753772835584,37.27,边疆小镇,边疆小镇
Lava Flows:ares,981,378,2.0774719673802244,97.32721712538226,2038.0,981,0.0,2.090009891196835,38.53,Lava Flows:ares,Lava Flows:ares
Supermarkets,1301,506,2.0814757878554957,122.93543428132206,2708.0,1301,0.0,2.090909090909091,38.89,超市,超市
Colonial Envoys,484,190,2.0661157024793386,99.38842975206612,1000.0,484,0.0,2.0914396887159534,39.26,殖民特使,殖民特使
Industrial Microbes,1620,592,2.083950617283951,117.52839506172839,3376.0,1620,0.0,2.0915151515151513,36.54,工业微生物,工业微生物
Fleet Recycling,1403,552,2.0841054882394867,112.9935851746258,2924.0,1403,0.0,2.0928122819260295,39.34,飞船回收,飞船回收
Psychrophiles,1609,608,2.0857675574891235,107.98197638284648,3356.0,1609,1.119950279676818,2.0933496034167174,37.79,嗜冷性细菌,嗜冷性细菌
Ansible,1890,757,2.0873015873015874,124.00634920634921,3945.0,1890,0.0,2.09375,40.05,安塞波,安塞波
Satellites,1997,763,2.0881321982974463,117.37356034051076,4170.0,1997,0.0,2.0942279230389738,38.21,卫星,卫星
Last Resort Ingenuity,659,251,2.0758725341426403,119.6206373292868,1368.0,659,0.0,2.0943396226415096,38.09,即兴才能,即兴才能
Trantor,2347,919,2.089475926714955,112.13634426927993,4904.0,2347,0.0,2.0946571308371897,39.16,川陀,川陀
Archimedes Hydroponics Station,191,81,2.031413612565445,146.41884816753927,388.0,191,0.0,2.0950226244343892,42.41,阿基米德水培站,阿基米德水培站
Banned Delegate,388,150,2.064432989690722,107.77577319587628,801.0,388,0.0,2.0956937799043063,38.66,违法代表,违法代表
Inventors' Guild,2162,845,2.090194264569843,120.16790009250694,4519.0,2162,0.0,2.0958029197080292,39.08,发明家公会,发明家公会
Orbital Laboratories,1543,571,2.0881399870382373,114.92417368762152,3222.0,1543,0.0,2.0959949141767322,37.01,轨道实验室,轨道实验室
Deep Well Heating,1771,635,2.0892151326933934,111.33879164313947,3700.0,1771,0.0,2.096057745696835,35.86,深井加热,深井加热
Windmills,1967,742,2.089984748347738,115.86985256736146,4111.0,1967,0.0,2.0961442163244866,37.72,风力发电,风力发电
Nuclear Power,1455,549,2.0879725085910654,115.64192439862543,3038.0,1455,0.0,2.096296296296296,37.73,核能,核能
Outdoor Sports,1330,511,2.087218045112782,123.9984962406015,2776.0,1330,0.0,2.0963235294117646,38.42,户外运动,户外运动
Diaspora Movement,1346,519,2.087667161961367,99.47251114413076,2810.0,1346,0.0,2.096656976744186,38.56,大流散运动,大流散运动
Power Plant:Pathfinders,921,363,2.0836047774158524,119.77198697068404,1919.0,921,0.0,2.0967402733964247,39.41,Power Plant:Pathfinders,Power Plant:Pathfinders
Kickstarter,1356,513,2.0892330383480826,112.83480825958702,2833.0,1356,0.0,2.098124098124098,37.83,KS众筹,KS众筹
Great Dam:ares,1695,629,2.0914454277286136,108.9811209439528,3545.0,1695,0.0,2.0985507246376813,37.11,Great Dam:ares,Great Dam:ares
Cultural Metropolis,918,342,2.0860566448801743,100.11764705882354,1915.0,918,0.0,2.0991561181434597,37.25,多元化都市,多元化都市
星际碎屑,951,376,2.088328075709779,124.46372239747635,1986.0,951,10.345951629863302,2.1009174311926606,39.54,星际碎屑,星际碎屑
Tate,127,46,2.0078740157480315,113.5275590551181,255.0,127,0.0,2.1019108280254777,36.22,泰特,泰特
Investment Loan,2938,1093,2.0980258679373724,108.40673927842069,6164.0,2938,0.0,2.102088948787062,37.2,投资性贷款,投资性贷款
Public Celebrations,605,239,2.0826446280991737,100.68264462809917,1260.0,605,0.0,2.1023622047244093,39.5,公开庆典,公开庆典
Cryptocurrency,954,370,2.090146750524109,115.58280922431865,1994.0,954,0.33438155136268344,2.102642276422764,38.78,加密货币,加密货币
Museum of Early Colonisation,739,285,2.0866035182679297,130.61840324763193,1542.0,739,0.0,2.1027308192457737,38.57,殖民博物馆,殖民博物馆
Cryo-Sleep,2169,817,2.0972798524665746,118.15491009681881,4549.0,2169,0.0,2.102773988176444,37.67,低温睡眠,低温睡眠
Cloud City (V),1536,610,2.0950520833333335,106.48958333333333,3218.0,1536,0.0,2.102809706257982,39.71,Cloud City (V),Cloud City (V)
Ceres Tech Market,2634,994,2.09832953682612,114.38534548215641,5527.0,2634,0.0,2.1028528528528527,37.74,谷神星科技市场,谷神星科技市场
Supercapacitors,1642,615,2.0962241169305726,118.39098660170524,3442.0,1642,0.0,2.103468899521531,37.45,超级电容,超级电容
House Printing,1651,605,2.096305269533616,120.9824348879467,3461.0,1651,0.0,2.103509815585961,36.64,房屋印刷,房屋印刷
Space Station,2862,1076,2.09958071278826,112.22396925227113,6009.0,2862,0.0,2.103734439834025,37.6,空间站,空间站
Titan Shuttles,2059,781,2.0985915492957745,118.06362311801846,4321.0,2059,0.7897037396794561,2.1043561512685494,37.93,泰坦穿梭机,泰坦穿梭机
Geological Survey,1285,506,2.0957198443579768,113.67548638132295,2693.0,1285,0.0,2.104942965779468,39.38,地质调查,地质调查
Whales,464,190,2.0797413793103448,125.55172413793103,965.0,464,4.170258620689655,2.1052631578947367,40.95,鲸鱼,鲸鱼
Voltaic Metallurgy,880,364,2.0920454545454548,116.26363636363637,1841.0,880,0.0,2.1054945054945056,41.36,伏打冶金,伏打冶金
Political Alliance,643,251,2.087091757387247,102.72006220839813,1342.0,643,0.0,2.1054977711738485,39.04,政治结盟,政治结盟
WG Project,1342,516,2.096870342771982,99.03576751117734,2814.0,1342,0.0,2.1056851311953353,38.45,WG 项目,WG 项目
Sponsoring Nation,846,315,2.0921985815602837,106.37234042553192,1770.0,846,0.0,2.106164383561644,37.23,主办国,主办国
Technology Demonstration,3015,1130,2.1034825870646765,110.87529021558872,6342.0,3015,0.0,2.107389162561576,37.48,科学论证,科学论证
Waste Incinerator,2163,808,2.102172907998151,107.32316227461858,4547.0,2163,0.0,2.1076151390788875,37.36,垃圾焚烧站,垃圾焚烧站
Mining Rights:ares,2009,756,2.102538576406172,107.4713787954206,4224.0,2009,0.0,2.108386463952918,37.63,Mining Rights:ares,Mining Rights:ares
Toll Station,2107,772,2.1044138585666823,114.11343141907926,4434.0,2107,0.0,2.1099672437997192,36.64,收费站,收费站
Bribed Committee,1412,544,2.103399433427762,118.40793201133144,2970.0,1412,0.0,2.1116504854368934,38.53,贿赂委员会,贿赂委员会
Rad-Suits,1645,621,2.1057750759878417,117.36048632218845,3464.0,1645,0.0,2.1128358208955222,37.75,镭射服,镭射服
Solar Cosmic Rays,484,181,2.0888429752066116,136.03925619834712,1011.0,484,0.0,2.11284046692607,37.4,太阳射线,太阳射线
Jet Stream Microscrappers,711,270,2.0970464135021096,120.86497890295358,1491.0,711,0.7763713080168776,2.11336032388664,37.97,急流采集器,急流采集器
Corporate Archives,898,341,2.101336302895323,100.59910913140311,1887.0,898,0.0,2.1142241379310347,37.97,公司档案馆,公司档案馆
Atmo Collectors,1072,396,2.103544776119403,116.72667910447761,2255.0,1072,0.7154850746268657,2.114337568058076,36.94,大气收藏家,大气收藏家
Biomass Combustors,631,236,2.096671949286846,113.79080824088749,1323.0,631,0.0,2.1149773071104385,37.4,生物量燃烧,生物量燃烧
ArchaeBacteria,1016,340,2.104330708661417,103.55708661417323,2138.0,1016,0.0,2.115678776290631,33.46,古细菌类,古细菌类
Self-replicating Robots,555,208,2.0954954954954954,131.16396396396397,1163.0,555,0.0,2.1162393162393163,37.48,自我复制机器人,自我复制机器人
项目重整,957,366,2.1044932079414838,127.94775339602926,2014.0,957,0.0,2.116514690982776,38.24,项目重整,项目重整
Stanford Torus,2071,775,2.112506035731531,115.74939642684693,4375.0,2071,0.0,2.1180390290337936,37.42,斯坦福环面,斯坦福环面
Microbiology Patents,1529,565,2.1111837802485285,112.97187704381949,3228.0,1529,0.0,2.1186658114175754,36.95,微生物学专利,微生物学专利
Metals Company,388,126,2.0902061855670104,108.02577319587628,811.0,388,0.0,2.1196172248803826,32.47,金属公司,金属公司
Sponsors,1989,760,2.114630467571644,116.2378079436903,4206.0,1989,0.0,2.1203566121842496,38.21,赞助商,赞助商
Galilean Waystation,1677,637,2.1156827668455573,119.22122838401908,3548.0,1677,0.0,2.1224370240187462,37.98,伽利略中转站,伽利略中转站
Faraday,100,41,2.01,137.11,201.0,100,0.0,2.123076923076923,41.0,法拉第,法拉第
Community Worker,1900,743,2.117368421052632,118.4042105263158,4023.0,1900,0.0,2.123316062176166,39.11,社区工作者,社区工作者
Solar Storm,1017,372,2.1140609636184857,108.74631268436578,2150.0,1017,0.0,2.1251193887297037,36.58,太阳风暴,太阳风暴
Manutech,199,80,2.07035175879397,106.20603015075378,412.0,199,0.0,2.126637554585153,40.2,Manutech,Manutech
GMO Contract,1982,733,2.1215943491422804,96.72704339051464,4205.0,1982,0.0,2.1272365805168985,36.98,转基因生物合约,转基因生物合约
Acquired Company,1536,555,2.1204427083333335,121.54361979166667,3257.0,1536,0.0,2.127713920817369,36.13,并购公司,并购公司
Marketing Experts,1671,611,2.1220825852782763,114.22980251346499,3546.0,1671,0.0,2.128747795414462,36.56,营销专家,营销专家
Expedition Vehicles,1034,403,2.120889748549323,110.22630560928434,2193.0,1034,0.0,2.1315789473684212,38.97,远征车,远征车
Trans-Neptune Probe,2742,984,2.12764405543399,112.41137855579869,5834.0,2742,0.0,2.1316738816738816,35.89,海王星探测器,海王星探测器
Space Debris Cleaning Operation,2243,841,2.128399465002229,107.04814979937584,4774.0,2243,0.0,2.133304003519578,37.49,太空垃圾清理,太空垃圾清理
Vitor,325,125,2.1015384615384614,101.16615384615385,683.0,325,0.0,2.1352112676056336,38.46,Vitor,Vitor
Spin-Inducing Asteroid,1021,358,2.1253672869735554,104.01762977473065,2170.0,1021,0.0,2.136060894386299,35.06,自旋牵引陨石,自旋牵引陨石
Jovian Envoys,944,342,2.125,100.28601694915254,2006.0,944,0.0,2.1365503080082138,36.23,木星来使,木星来使
Titanium Mine,1718,626,2.130966239813737,115.86845168800932,3661.0,1718,0.0,2.137299771167048,36.44,钛合金矿脉,钛合金矿脉
An Offer You Can't Refuse,122,47,2.0491803278688523,100.11475409836065,250.0,122,0.0,2.138157894736842,38.52,一个无法拒绝的条件,一个无法拒绝的条件
Soil Detoxification,1171,432,2.129803586678053,92.60888129803587,2494.0,1171,0.0,2.139050791007494,36.89,土壤净化,土壤净化
Labor Trafficking,414,162,2.1135265700483092,109.88164251207729,875.0,414,0.0,2.1396396396396398,39.13,劳动力贩卖,劳动力贩卖
Main Belt Asteroids,113,41,2.0442477876106193,105.22123893805309,231.0,113,8.309734513274336,2.13986013986014,36.28,主带小行星,主带小行星
Eglogue,120,44,2.05,73.95833333333333,246.0,120,0.0,2.14,36.67,Eglogue,Eglogue
Martian Survey,1541,559,2.134977287475665,113.29007138221934,3290.0,1541,0.0,2.1419478039465307,36.28,火星勘察,火星勘察
Botanical Experience,1353,491,2.1345158906134514,112.41315594974131,2888.0,1353,0.9874353288987435,2.1424439624005784,36.29,植物专业知识,植物专业知识
Solar Panel Foundry,180,75,2.0833333333333335,146.62222222222223,375.0,180,0.0,2.142857142857143,41.67,太阳能电池铸造厂,太阳能电池铸造厂
Darkside Incubation Plant,257,96,2.1011673151750974,111.07003891050584,540.0,257,9.778210116731518,2.142857142857143,37.35,暗面孵化设施,暗面孵化设施
Parliament Hall,516,180,2.124031007751938,104.54069767441861,1096.0,516,0.0,2.1446886446886446,34.88,议会大厅,议会大厅
Potatoes,1497,543,2.1396125584502337,115.85370741482966,3203.0,1497,0.0,2.146692861820563,36.27,土豆,土豆
Nuclear Zone:ares,1554,563,2.1415701415701416,102.26640926640927,3328.0,1554,0.0,2.148358585858586,36.23,Nuclear Zone:ares,Nuclear Zone:ares
Return to Abandoned Technology,1947,703,2.143297380585516,108.77349768875193,4173.0,1947,0.0,2.148710166919575,36.11,废稿回收,废稿回收
Red City,618,231,2.132686084142395,93.58576051779936,1318.0,618,0.0,2.1496913580246915,37.38,红城,红城
Venus L1 Shade,262,100,2.1106870229007635,94.7175572519084,553.0,262,0.0,2.1506849315068495,38.17,金星 L1 遮阳板,金星 L1 遮阳板
Lagrange Observatory,2940,1054,2.1479591836734695,109.01462585034014,6315.0,2940,0.0,2.1515151515151514,35.85,拉格朗日观察点,拉格朗日观察点
Colonial Representation,838,297,2.139618138424821,105.13365155131265,1793.0,838,0.0,2.152073732718894,35.44,殖民代表权,殖民代表权
Anti-desertification Techniques,200,68,2.1,94.97,420.0,200,0.0,2.152173913043478,34.0,抗沙漠化科技,抗沙漠化科技
Summit Logistics,1632,612,2.1464460784313726,98.13357843137256,3503.0,1632,0.0,2.1528279181708783,37.5,峰会后勤,峰会后勤
Wildlife Dome,1640,569,2.146951219512195,93.96951219512195,3521.0,1640,0.0,2.1532934131736527,34.7,野生生物穹顶,野生生物穹顶
Rich Deposits,720,277,2.140277777777778,118.36111111111111,1541.0,720,0.0,2.1546666666666665,38.47,丰富矿藏,丰富矿藏
Geothermal Power,1502,510,2.148468708388815,114.64181091877496,3227.0,1502,0.0,2.1553524804177546,33.95,地热能,地热能
Space Relay,2073,785,2.1509889049686444,109.21080559575495,4459.0,2073,0.0,2.155967665240133,37.87,太空中继站,太空中继站
Natural Preserve:ares,1309,464,2.148968678380443,106.8472116119175,2813.0,1309,0.0,2.1568334578043316,35.45,Natural Preserve:ares,Natural Preserve:ares
Industrial Complex,135,49,2.0814814814814815,107.3037037037037,281.0,135,0.0,2.1575757575757577,36.3,工业综合体,工业综合体
Colonizer Training Camp,1575,547,2.151111111111111,109.29587301587301,3388.0,1575,0.0,2.157632398753894,34.73,开拓者训练营,开拓者训练营
Dust Storm,824,296,2.145631067961165,99.09466019417475,1768.0,824,0.0,2.15807962529274,35.92,沙尘暴,沙尘暴
Thiolava Vents,514,188,2.1381322957198443,112.96692607003891,1099.0,514,10.924124513618677,2.1580882352941178,36.58,硫熔岩喷口,硫熔岩喷口
Planetary Alliance,1456,515,2.1517857142857144,97.18612637362638,3133.0,1456,0.0,2.1588156123822344,35.37,行星联盟,行星联盟
Battery Factory,840,326,2.151190476190476,113.52619047619048,1807.0,840,0.0,2.1632183908045977,38.81,电池工厂,电池工厂
Martian Express,521,186,2.145873320537428,92.18042226487523,1118.0,521,0.3435700575815739,2.165154264972777,35.7,火星特快,火星特快
Dust Seals,857,297,2.1551925320886816,111.10501750291715,1847.0,857,0.0,2.1668545659526495,34.66,垃圾密封,垃圾密封
Pioneer Settlement,1835,615,2.161852861035422,99.35803814713897,3967.0,1835,0.0,2.1672922252010722,33.51,定居点,定居点
Sagitta Frontier Services,141,46,2.099290780141844,98.82978723404256,296.0,141,0.0,2.1695906432748537,32.62,Sagitta Frontier Services,Sagitta Frontier Services
Lunar Steel,1183,422,2.165680473372781,112.61792054099746,2562.0,1183,0.0,2.1739488870568837,35.67,月钢,月钢
Law Suit,1212,374,2.1666666666666665,106.03465346534654,2626.0,1212,0.0,2.174718196457327,30.86,诉讼,诉讼
Lunar Observation Post,1041,380,2.1661863592699326,115.65129682997119,2255.0,1041,3.2363112391930837,2.175536881419234,36.5,月球观测站,月球观测站
Event Analysts,1150,413,2.170434782608696,101.66347826086957,2496.0,1150,0.0,2.178813559322034,35.91,事件分析,事件分析
Heat Trappers,454,157,2.158590308370044,121.70704845814979,980.0,454,0.0,2.1797520661157024,34.58,热力捕获者,热力捕获者
Hydrogen Processing Plant,575,200,2.163478260869565,111.45739130434782,1244.0,575,0.0,2.1801652892561982,34.78,氢气处理厂,氢气处理厂
Rust Eating Bacteria,463,156,2.159827213822894,114.73650107991361,1000.0,463,8.803455723542116,2.18052738336714,33.69,锈蚀细菌,锈蚀细菌
Search For Life,1647,575,2.177292046144505,108.87674559805707,3586.0,1647,0.3345476624165149,2.1830649970184854,34.91,寻找生命,寻找生命
Fuel Factory,1388,476,2.177233429394813,120.00648414985591,3022.0,1388,0.0,2.184062059238364,34.29,油脂工厂,油脂工厂
Mohole Excavation,100,35,2.09,95.6,209.0,100,0.0,2.1846153846153844,35.0,超深钻探挖掘工程,超深钻探挖掘工程
Martian Fencing,2327,846,2.1809196390201975,110.88268156424581,5075.0,2327,0.0,2.1849809079338143,36.36,火星击剑,火星击剑
Small Comet,962,344,2.176715176715177,106.48232848232848,2094.0,962,0.0,2.186491935483871,35.76,小彗星,小彗星
EcoTec,164,52,2.1402439024390243,86.6890243902439,351.0,164,0.0,2.195876288659794,31.71,EcoTec,EcoTec
Aerial Lenses,186,64,2.150537634408602,88.29569892473118,400.0,186,0.0,2.199074074074074,34.41,对空透镜,对空透镜
Recruitment,757,266,2.1875825627476884,99.6552179656539,1656.0,757,0.0,2.199491740787802,35.14,雇佣,雇佣
Ambient,145,52,2.1379310344827585,84.41379310344827,310.0,145,0.0,2.2,35.86,,
Ringcom,258,90,2.1666666666666665,92.81007751937985,559.0,258,0.0,2.201388888888889,34.88,Ringcom,Ringcom
Corridors of Power,332,116,2.174698795180723,96.28915662650603,722.0,332,0.0,2.201657458563536,34.94,权力走廊,权力走廊
Early Expedition,956,328,2.192468619246862,105.02510460251047,2096.0,956,0.0,2.2018255578093306,34.31,早期探险,早期探险
Neptunian Power Consultants,755,254,2.190728476821192,122.41456953642384,1654.0,755,6.105960264900662,2.202547770700637,33.64,海王星能源顾问,海王星能源顾问
PolderTECH Dutch,142,52,2.140845070422535,44.61971830985915,304.0,142,0.0,2.203488372093023,36.62,荷兰圩田科技,荷兰圩田科技
Spire,297,105,2.175084175084175,96.76094276094275,646.0,297,3.202020202020202,2.2048929663608563,35.35,Spire,Spire
PR Office,1401,485,2.1991434689507496,98.09136331192006,3081.0,1401,0.0,2.2054507337526204,34.62,公关办公室,公关办公室
Oumuamua Type Object Survey,1791,623,2.204355108877722,111.23283082077052,3948.0,1791,0.0,2.209225700164745,34.79,奥陌陌天体调查,奥陌陌天体调查
Rey ... Skywalker?! (IX),443,145,2.198645598194131,109.88939051918736,974.0,443,0.0,2.2177589852008457,32.73,Rey ... Skywalker?! (IX),Rey ... Skywalker?! (IX)
Sponsored Mohole,298,103,2.1946308724832213,94.36241610738254,654.0,298,0.0,2.222560975609756,34.56,莫霍计划赞助,莫霍计划赞助
EM Drive,720,250,2.2152777777777777,104.89861111111111,1595.0,720,0.0,2.2266666666666666,34.72,无工质推进飞船,无工质推进飞船
