user_id,generations,game_count,max_score,max_cards_played,avg_score,avg_cards_played,user_name
9389aeb858c3,8,1,53,30.0,53.0,30.0,requiemia
9389aeb858c3,9,1,67,37.0,67.0,37.0,requiemia
966fec459c13,6,1,47,10.0,47.0,10.0,hongquan
966fec459c13,7,2,88,28.0,75.5,21.0,hongquan
966fec459c13,8,7,96,37.0,81.57,23.43,hongquan
966fec459c13,9,4,106,48.0,92.75,39.25,hongquan
999c744cd7e3,5,1,66,25.0,66.0,25.0,业问
999c744cd7e3,6,2,93,47.0,88.5,38.5,业问
999c744cd7e3,7,7,107,61.0,90.29,45.86,业问
9bd35e1d778b,10,2,84,49.0,78.0,46.0,ffz36
9bd35e1d778b,11,1,142,46.0,142.0,46.0,ffz36
9c67be74271c,7,3,70,21.0,64.33,17.33,NPCXiGua
9c67be74271c,8,3,84,46.0,74.67,36.0,NPCXiGua
9c67be74271c,9,3,90,50.0,77.67,39.33,NPCXiGua
9cb246307229,4,1,65,27.0,65.0,27.0,ymlalala
9cb246307229,6,3,80,49.0,71.33,36.33,ymlalala
9cb246307229,7,1,62,28.0,62.0,28.0,ymlalala
9cccf3a9b11b,4,11,85,50.0,58.55,20.82,yz
9cccf3a9b11b,5,92,102,65.0,70.27,30.63,yz
9cccf3a9b11b,6,88,157,86.0,88.93,39.74,yz
9cccf3a9b11b,7,12,197,88.0,114.33,54.83,yz
9ee340255db1,6,1,69,38.0,69.0,38.0,永远
9ee340255db1,7,2,110,56.0,109.5,53.0,永远
9ee340255db1,8,1,120,66.0,120.0,66.0,永远
9f16a77b9dfd,6,1,49,35.0,49.0,35.0,dogelas
9f16a77b9dfd,7,1,62,37.0,62.0,37.0,dogelas
a27aaaff3576,4,1,45,19.0,45.0,19.0,black_UUZ
a27aaaff3576,5,7,80,36.0,68.86,29.14,black_UUZ
a27aaaff3576,6,8,109,61.0,86.62,44.62,black_UUZ
a27aaaff3576,7,1,87,50.0,87.0,50.0,black_UUZ
a44c15b60f07,5,1,53,,53.0,,牧殇
a44c15b60f07,6,3,73,39.0,70.33,36.67,牧殇
a6ac96546563,8,8,174,99.0,112.88,59.12,羊羊羊
a6ac96546563,9,6,141,70.0,103.83,52.83,羊羊羊
a6ac96546563,10,3,161,99.0,123.0,73.67,羊羊羊
a70796f6ce41,4,2,88,33.0,75.0,30.0,fklmgj
a70796f6ce41,5,3,91,43.0,85.33,36.67,fklmgj
a70796f6ce41,6,3,91,41.0,79.33,35.0,fklmgj
a70796f6ce41,7,1,85,38.0,85.0,38.0,fklmgj
a70796f6ce41,8,1,105,31.0,105.0,31.0,fklmgj
a7c93d48d96d,8,1,68,30.0,68.0,30.0,biaodi
a7c93d48d96d,9,1,69,32.0,69.0,32.0,biaodi
a9a7fa7803c8,4,10,75,25.0,55.5,16.8,moon
a9a7fa7803c8,5,26,83,36.0,63.73,23.27,moon
a9a7fa7803c8,6,59,133,70.0,77.75,34.32,moon
a9a7fa7803c8,7,20,128,68.0,89.95,41.95,moon
a9a7fa7803c8,8,1,94,38.0,94.0,38.0,moon
ad31531ee8d6,5,6,72,28.0,62.0,18.0,露肩靓仔
ad31531ee8d6,6,17,89,41.0,69.35,25.82,露肩靓仔
ad31531ee8d6,7,47,114,48.0,83.11,33.81,露肩靓仔
ad31531ee8d6,8,40,136,64.0,96.42,42.68,露肩靓仔
ad31531ee8d6,9,6,130,59.0,109.17,47.33,露肩靓仔
adaffd9d64d0,5,1,59,15.0,59.0,15.0,十七
adaffd9d64d0,6,2,87,32.0,75.0,22.0,十七
addb298f4557,5,8,79,34.0,68.62,26.38,风风
addb298f4557,6,26,163,83.0,84.15,36.96,风风
addb298f4557,7,8,127,54.0,98.62,38.38,风风
b0c02f859489,4,2,63,19.0,52.5,16.0,贝叶斯
b0c02f859489,5,16,118,62.0,75.75,32.88,贝叶斯
b0c02f859489,6,13,129,72.0,87.38,38.0,贝叶斯
b0c02f859489,7,1,124,83.0,124.0,83.0,贝叶斯
b1dcfe037b21,6,1,81,25.0,81.0,25.0,硫酸钡式量233
b1dcfe037b21,7,1,129,69.0,129.0,69.0,硫酸钡式量233
b1ecc21eba6b,7,3,123,47.0,80.67,31.0,任永旺
b1ecc21eba6b,8,1,56,38.0,56.0,38.0,任永旺
b1ecc21eba6b,9,1,105,49.0,105.0,49.0,任永旺
b300769c6269,7,2,89,43.0,78.0,39.5,支支
b300769c6269,8,1,75,24.0,75.0,24.0,支支
b5b18392d531,6,1,68,31.0,68.0,31.0,有点怪z
b5b18392d531,7,3,102,60.0,97.67,47.0,有点怪z
b75e9389bfa9,5,3,63,27.0,56.0,22.0,卧山看水
b75e9389bfa9,6,1,80,39.0,80.0,39.0,卧山看水
b75e9389bfa9,7,3,102,50.0,89.67,45.67,卧山看水
ba0b522902ed,4,2,54,15.0,50.5,12.5,hangrui
ba0b522902ed,5,4,74,25.0,58.5,19.75,hangrui
ba0b522902ed,6,4,66,34.0,62.0,24.75,hangrui
ba0b522902ed,7,1,65,25.0,65.0,25.0,hangrui
ba0b522902ed,8,1,127,48.0,127.0,48.0,hangrui
ba5d78cee742,7,1,109,44.0,109.0,44.0,北川
ba5d78cee742,8,3,182,79.0,158.33,70.67,北川
bc24309a5d68,4,1,52,18.0,52.0,18.0,muyu-a
bc24309a5d68,5,3,72,21.0,61.67,17.67,muyu-a
bc24309a5d68,6,10,111,56.0,74.9,38.1,muyu-a
bc24309a5d68,7,5,95,47.0,81.2,34.0,muyu-a
bc24309a5d68,8,1,45,18.0,45.0,18.0,muyu-a
bc3c336de363,7,1,66,25.0,66.0,25.0,小心小新小星
bc3c336de363,9,1,108,46.0,108.0,46.0,小心小新小星
bddeb4fa16a6,5,1,63,23.0,63.0,23.0,dai半仙
bddeb4fa16a6,6,1,87,41.0,87.0,41.0,dai半仙
bddeb4fa16a6,7,2,135,63.0,107.5,45.5,dai半仙
bddeb4fa16a6,8,1,74,38.0,74.0,38.0,dai半仙
bddeb4fa16a6,10,1,29,,29.0,,dai半仙
bfac2758259d,4,1,44,15.0,44.0,15.0,1494164074
bfac2758259d,6,2,65,30.0,63.5,27.5,1494164074
bfac2758259d,7,2,57,39.0,56.0,37.5,1494164074
bfac2758259d,8,1,40,24.0,40.0,24.0,1494164074
c05937ad2314,4,1,51,21.0,51.0,21.0,晚钟
c05937ad2314,8,1,160,86.0,160.0,86.0,晚钟
c1b6956fd829,3,1,52,20.0,52.0,20.0,万物
c1b6956fd829,4,9,65,30.0,49.89,20.56,万物
c1b6956fd829,5,64,241,140.0,74.8,38.58,万物
c1b6956fd829,6,109,209,119.0,94.77,51.33,万物
c1b6956fd829,7,36,208,105.0,111.42,57.49,万物
c1b6956fd829,8,2,140,75.0,121.5,59.0,万物
c1b6956fd829,9,1,117,53.0,117.0,53.0,万物
c38d78201c1a,5,1,76,8.0,76.0,8.0,twer
c38d78201c1a,7,1,77,33.0,77.0,33.0,twer
c41cd9aa00f3,7,1,43,24.0,43.0,24.0,maggiezheng
c41cd9aa00f3,9,1,70,45.0,70.0,45.0,maggiezheng
c4f6ba391723,4,3,68,19.0,55.67,17.0,liyo
c4f6ba391723,5,17,102,34.0,68.94,20.94,liyo
c4f6ba391723,6,41,121,73.0,81.56,33.93,liyo
c4f6ba391723,7,23,122,55.0,94.65,37.7,liyo
c5d9f1e54674,6,3,73,36.0,61.67,30.67,minosa
c5d9f1e54674,7,1,97,52.0,97.0,52.0,minosa
c6e15a2e99c8,5,1,66,23.0,66.0,23.0,我超凶的
c6e15a2e99c8,6,1,61,36.0,61.0,36.0,我超凶的
c6e15a2e99c8,8,1,96,56.0,96.0,56.0,我超凶的
c82433ca5ee7,4,1,45,30.0,45.0,30.0,一直
c82433ca5ee7,5,2,79,34.0,69.5,30.5,一直
c82433ca5ee7,6,2,93,43.0,86.5,35.5,一直
c92ad55e0060,4,6,73,34.0,53.67,20.67,lha123com
c92ad55e0060,5,16,88,42.0,66.62,29.0,lha123com
c92ad55e0060,6,31,104,55.0,73.0,38.16,lha123com
c92ad55e0060,7,10,130,57.0,106.3,48.0,lha123com
ca4b469227f9,4,3,50,24.0,47.0,17.67,荒野侦探2666
ca4b469227f9,5,19,105,48.0,62.47,29.37,荒野侦探2666
ca4b469227f9,6,22,111,66.0,78.05,39.14,荒野侦探2666
ca4b469227f9,7,8,107,80.0,89.38,56.12,荒野侦探2666
ca90f1372734,6,1,63,21.0,63.0,21.0,田二
ca90f1372734,7,1,69,28.0,69.0,28.0,田二
ca90f1372734,8,1,105,64.0,105.0,64.0,田二
cb3cf0858366,10,3,100,46.0,87.67,34.67,改哥
cb3cf0858366,11,1,81,35.0,81.0,35.0,改哥
cec0e3f37580,4,1,57,15.0,57.0,15.0,hikaru
cec0e3f37580,5,7,83,30.0,58.14,20.67,hikaru
cec0e3f37580,6,34,99,49.0,75.88,29.94,hikaru
cec0e3f37580,7,11,118,50.0,94.36,38.45,hikaru
cec0e3f37580,8,6,124,55.0,99.0,43.67,hikaru
cec0e3f37580,9,3,129,72.0,89.67,53.0,hikaru
d22f96066a9e,5,2,86,42.0,66.5,41.0,marquess
d22f96066a9e,6,4,67,29.0,50.75,21.25,marquess
d22f96066a9e,9,1,107,42.0,107.0,42.0,marquess
d31b527e4ef7,5,1,59,28.0,59.0,28.0,fengling
d31b527e4ef7,6,2,65,24.0,64.0,20.5,fengling
d6b023ce7046,7,2,69,43.0,66.0,34.5,shorst
d6b023ce7046,9,1,112,67.0,112.0,67.0,shorst
d6b023ce7046,10,2,146,68.0,142.0,63.5,shorst
d785f217ef6a,4,4,64,32.0,56.75,23.0,小音
d785f217ef6a,5,12,119,69.0,74.67,35.0,小音
d785f217ef6a,6,27,130,70.0,95.26,45.11,小音
d785f217ef6a,7,8,139,75.0,110.12,58.25,小音
d9a8b3f4fe62,4,1,48,24.0,48.0,24.0,no3c
d9a8b3f4fe62,5,7,92,40.0,71.29,27.29,no3c
d9a8b3f4fe62,6,2,91,42.0,70.5,38.0,no3c
ddb4611be4d9,5,1,75,14.0,75.0,14.0,duoyu111
ddb4611be4d9,6,1,98,36.0,98.0,36.0,duoyu111
ddb4611be4d9,7,2,111,46.0,98.0,34.0,duoyu111
dddf58451851,4,2,59,28.0,55.5,24.5,等七月の雪
dddf58451851,5,9,97,45.0,82.56,30.56,等七月の雪
dddf58451851,6,18,149,95.0,94.17,44.17,等七月の雪
dddf58451851,7,4,121,60.0,109.75,53.25,等七月の雪
de3baec74952,4,6,74,31.0,58.67,20.83,aipotu
de3baec74952,5,39,142,70.0,75.87,32.33,aipotu
de3baec74952,6,59,176,78.0,92.19,41.47,aipotu
de3baec74952,7,5,157,60.0,120.4,48.0,aipotu
de7635ede9fb,4,1,59,20.0,59.0,20.0,FranklinChan
de7635ede9fb,5,3,75,28.0,64.33,24.0,FranklinChan
de7635ede9fb,6,11,101,51.0,76.36,34.27,FranklinChan
de7635ede9fb,7,1,90,47.0,90.0,47.0,FranklinChan
dfc7613bd132,4,2,55,18.0,54.5,16.5,小麦
dfc7613bd132,5,15,86,44.0,64.8,27.8,小麦
dfc7613bd132,6,17,111,56.0,75.94,35.69,小麦
dfc7613bd132,7,6,135,62.0,99.17,44.67,小麦
e15715f0c35d,9,1,99,55.0,99.0,55.0,yiannis
e15715f0c35d,11,2,125,54.0,99.0,38.0,yiannis
e17d328f5ee8,5,5,71,25.0,52.8,19.6,pocky
e17d328f5ee8,6,18,76,40.0,62.17,23.67,pocky
e17d328f5ee8,7,28,94,52.0,77.79,32.61,pocky
e17d328f5ee8,8,35,141,72.0,96.77,42.54,pocky
e17d328f5ee8,9,6,125,58.0,98.0,43.67,pocky
e17f4b9cc1e8,4,3,71,20.0,58.0,15.33,阿尔
e17f4b9cc1e8,5,12,108,46.0,80.83,28.17,阿尔
e17f4b9cc1e8,6,17,124,60.0,91.53,38.47,阿尔
e17f4b9cc1e8,7,5,132,61.0,114.2,51.4,阿尔
e1c929a192f3,5,1,47,17.0,47.0,17.0,老李
e1c929a192f3,6,2,81,35.0,68.0,30.0,老李
e1c929a192f3,7,7,99,41.0,74.0,31.43,老李
e1ea85369e2d,7,3,114,56.0,94.0,51.0,王凯
e1ea85369e2d,8,1,68,44.0,68.0,44.0,王凯
e1ea85369e2d,9,1,127,67.0,127.0,67.0,王凯
e3c453b1eb3a,6,1,76,22.0,76.0,22.0,dinnerv5
e3c453b1eb3a,7,2,109,45.0,102.0,38.5,dinnerv5
e3c453b1eb3a,8,5,108,56.0,94.0,44.4,dinnerv5
e3c453b1eb3a,9,2,103,48.0,93.5,46.5,dinnerv5
e578cd4d3823,3,1,35,6.0,35.0,6.0,act5st
e578cd4d3823,5,1,49,26.0,49.0,26.0,act5st
e578cd4d3823,6,3,118,48.0,94.67,33.67,act5st
e578cd4d3823,7,5,227,99.0,122.4,54.8,act5st
ec168f3cdf40,5,1,83,,83.0,,瑞凤
ec168f3cdf40,6,2,85,45.0,84.0,40.5,瑞凤
ec168f3cdf40,7,2,126,80.0,105.0,67.0,瑞凤
ec168f3cdf40,8,1,115,54.0,115.0,54.0,瑞凤
ec493df64312,6,1,77,5.0,77.0,5.0,absol96
ec493df64312,7,1,107,57.0,107.0,57.0,absol96
ec493df64312,8,1,119,57.0,119.0,57.0,absol96
ee663dfbfa69,6,1,87,34.0,87.0,34.0,牧羊人
ee663dfbfa69,8,1,151,107.0,151.0,107.0,牧羊人
ee9dccf5da41,7,1,65,32.0,65.0,32.0,pokerzzz
ee9dccf5da41,8,1,94,39.0,94.0,39.0,pokerzzz
ee9dccf5da41,10,2,118,58.0,100.0,53.5,pokerzzz
ef6915e9319e,3,1,56,23.0,56.0,23.0,woowoo
ef6915e9319e,4,15,84,56.0,59.53,22.73,woowoo
ef6915e9319e,5,55,163,95.0,73.53,34.67,woowoo
ef6915e9319e,6,94,258,128.0,96.16,50.91,woowoo
ef6915e9319e,7,34,216,156.0,111.94,60.17,woowoo
ef6915e9319e,8,1,155,95.0,155.0,95.0,woowoo
f158b51e12e8,5,3,69,29.0,64.0,21.67,唯一真理
f158b51e12e8,6,4,107,35.0,78.75,28.75,唯一真理
f158b51e12e8,7,20,103,50.0,85.6,35.4,唯一真理
f158b51e12e8,8,16,128,68.0,98.44,43.12,唯一真理
f158b51e12e8,9,3,133,61.0,126.67,52.67,唯一真理
f246de47bed0,6,1,78,45.0,78.0,45.0,827717358
f246de47bed0,7,1,44,19.0,44.0,19.0,827717358
f54fdd507d1c,5,1,72,18.0,72.0,18.0,张飞
f54fdd507d1c,6,2,128,47.0,102.0,42.0,张飞
f54fdd507d1c,7,7,98,48.0,82.86,34.71,张飞
f593b9eed4fd,7,4,93,52.0,82.5,45.0,teemomillion
f5e2425a1867,4,3,68,31.0,63.67,26.0,yangswag
f5e2425a1867,5,35,127,59.0,79.11,31.69,yangswag
f5e2425a1867,6,36,135,71.0,89.97,39.67,yangswag
f5e2425a1867,7,7,160,66.0,121.57,53.29,yangswag
f5e2425a1867,8,1,153,64.0,153.0,64.0,yangswag
f7b771d6fdff,4,2,80,21.0,59.0,21.0,index
f7b771d6fdff,5,17,73,38.0,48.65,24.24,index
f7b771d6fdff,6,31,108,55.0,64.55,33.81,index
f7b771d6fdff,7,9,109,70.0,67.78,39.11,index
fae8c21dad1a,6,1,71,29.0,71.0,29.0,lizard009
fae8c21dad1a,7,1,85,38.0,85.0,38.0,lizard009
fae8c21dad1a,8,1,83,29.0,83.0,29.0,lizard009
fb677bca918a,4,2,46,27.0,45.5,26.0,hanmoyesang
fb677bca918a,5,9,66,36.0,56.33,27.33,hanmoyesang
fb677bca918a,6,20,127,59.0,77.0,36.8,hanmoyesang
fb677bca918a,7,6,90,63.0,76.17,38.33,hanmoyesang
fb677bca918a,8,1,55,30.0,55.0,30.0,hanmoyesang
fb677bca918a,9,2,58,39.0,57.5,32.5,hanmoyesang
fbbba39a4cb4,4,8,75,23.0,51.12,13.62,twotwo
fbbba39a4cb4,5,12,77,30.0,60.08,16.27,twotwo
fbbba39a4cb4,6,19,97,44.0,66.42,27.47,twotwo
fbbba39a4cb4,7,13,108,53.0,78.15,39.4,twotwo
fbbba39a4cb4,8,1,89,39.0,89.0,39.0,twotwo
fc4bdf9c9eca,6,1,42,21.0,42.0,21.0,catcher1234
fc4bdf9c9eca,7,2,108,48.0,96.0,47.5,catcher1234
fd8623c9c453,5,3,86,36.0,73.0,29.0,尼古拉耶维基
fd8623c9c453,6,7,103,55.0,88.29,39.57,尼古拉耶维基
fd8623c9c453,7,1,128,62.0,128.0,62.0,尼古拉耶维基
ff2fe6790f8a,8,8,125,76.0,92.25,52.38,汉裔
ff2fe6790f8a,9,6,165,92.0,112.0,63.17,汉裔
ff2fe6790f8a,10,3,137,63.0,103.0,51.67,汉裔
ffec2985a098,6,1,68,35.0,68.0,35.0,aptx4869
ffec2985a098,8,1,124,61.0,124.0,61.0,aptx4869
u10655cc0a24e,5,4,69,24.0,59.5,19.0,matrix
u10655cc0a24e,6,10,90,40.0,70.9,24.4,matrix
u10655cc0a24e,7,4,98,38.0,89.25,31.25,matrix
u1166f2d8889f,5,2,70,46.0,52.5,35.0,三体
u1166f2d8889f,6,1,68,34.0,68.0,34.0,三体
u1166f2d8889f,7,1,77,42.0,77.0,42.0,三体
u119bf1445b23,7,1,49,34.0,49.0,34.0,小潘
u119bf1445b23,8,1,62,30.0,62.0,30.0,小潘
u11c86216fa1c,6,1,49,15.0,49.0,15.0,scatoladesu
u11c86216fa1c,8,1,99,32.0,99.0,32.0,scatoladesu
u11c86216fa1c,11,2,75,30.0,74.5,27.0,scatoladesu
u11d82c3586b3,6,2,72,30.0,68.0,28.0,lingcen
u11d82c3586b3,7,3,72,18.0,51.0,17.67,lingcen
u11fa7b8259df,6,1,63,18.0,63.0,18.0,dogfly
u11fa7b8259df,9,1,85,36.0,85.0,36.0,dogfly
u122596705be2,4,1,46,25.0,46.0,25.0,冬の花
u122596705be2,5,4,76,30.0,62.25,21.75,冬の花
u122596705be2,6,8,78,43.0,57.38,24.12,冬の花
u122596705be2,7,3,127,68.0,90.33,46.0,冬の花
u1246af92721c,10,2,103,35.0,88.0,31.0,silainmaou
u1246af92721c,12,1,106,43.0,106.0,43.0,silainmaou
u130fba59dcc2,6,1,87,26.0,87.0,26.0,汉堡包
u130fba59dcc2,8,1,124,46.0,124.0,46.0,汉堡包
u130fba59dcc2,11,1,78,29.0,78.0,29.0,汉堡包
u1327ad97cdef,9,1,68,27.0,68.0,27.0,铱星
u1327ad97cdef,10,1,81,34.0,81.0,34.0,铱星
u139945287160,8,2,66,32.0,64.5,28.5,图南2025
u139945287160,9,1,64,36.0,64.0,36.0,图南2025
u13aceb7fba28,6,2,74,43.0,70.5,32.5,苏世
u13f74f340b5d,11,2,108,52.0,79.0,45.5,jtb0701
u14d057be76e8,8,5,68,25.0,55.4,22.8,hhv587666
u14d057be76e8,9,3,66,36.0,63.0,24.67,hhv587666
u14d057be76e8,10,2,75,28.0,71.0,26.5,hhv587666
u14d057be76e8,11,1,70,30.0,70.0,30.0,hhv587666
u1504829f2660,4,1,58,21.0,58.0,21.0,群星
u1504829f2660,10,2,101,51.0,95.5,50.0,群星
u1513bbcae7d4,5,1,38,16.0,38.0,16.0,184
u1513bbcae7d4,7,1,46,35.0,46.0,35.0,184
u1610c9cf75f5,3,2,51,4.0,50.5,3.0,colinlin
u1610c9cf75f5,4,2,56,10.0,51.5,8.5,colinlin
u1610c9cf75f5,5,7,76,21.0,58.71,13.43,colinlin
u1610c9cf75f5,6,4,78,29.0,70.5,20.25,colinlin
u1610c9cf75f5,7,7,98,56.0,84.43,26.71,colinlin
u1610c9cf75f5,8,5,114,53.0,103.0,34.4,colinlin
u16470e663061,5,2,52,25.0,46.5,23.0,dolphin159
u16470e663061,6,6,104,49.0,80.5,41.5,dolphin159
u16470e663061,7,4,112,58.0,91.0,44.0,dolphin159
u167482ca8de5,8,2,54,26.0,51.5,22.5,我要种树
u16bc63b17298,7,2,63,17.0,59.0,15.0,红烧珊瑚鱼
u16bc63b17298,8,1,65,25.0,65.0,25.0,红烧珊瑚鱼
u16bc63b17298,10,1,58,43.0,58.0,43.0,红烧珊瑚鱼
u1703dab9b66a,7,3,77,32.0,73.33,29.0,东东
u1703dab9b66a,8,2,71,34.0,69.5,28.0,东东
u1703dab9b66a,9,4,144,62.0,91.25,39.25,东东
u1703dab9b66a,10,2,95,38.0,94.0,36.5,东东
u172251990b7b,4,6,72,29.0,64.5,19.83,tl
u172251990b7b,5,18,91,36.0,64.83,27.56,tl
u172251990b7b,6,34,116,60.0,83.03,34.03,tl
u172251990b7b,7,8,133,60.0,104.75,44.88,tl
u17982b0dc5fd,4,1,56,20.0,56.0,20.0,uniruss
u17982b0dc5fd,5,4,66,41.0,54.75,27.0,uniruss
u17982b0dc5fd,6,9,106,59.0,74.0,33.11,uniruss
u17982b0dc5fd,7,6,106,51.0,83.67,37.83,uniruss
u17982b0dc5fd,8,8,107,76.0,90.62,45.12,uniruss
u17982b0dc5fd,9,2,104,68.0,84.5,49.0,uniruss
u17982b0dc5fd,11,1,142,73.0,142.0,73.0,uniruss
u1809b1a9d2d3,6,2,91,63.0,83.5,50.0,ripples
u187ca287f2ff,4,1,50,21.0,50.0,21.0,阿莫
u187ca287f2ff,5,5,69,26.0,60.8,21.2,阿莫
u187ca287f2ff,6,6,92,53.0,72.0,34.67,阿莫
u187ca287f2ff,7,2,108,58.0,102.0,53.5,阿莫
u18b2dfeeb55e,6,1,60,23.0,60.0,23.0,jbhfpku
u18b2dfeeb55e,8,2,84,59.0,71.0,46.0,jbhfpku
u18fce18b580f,5,1,57,25.0,57.0,25.0,坏b
u18fce18b580f,6,1,163,65.0,163.0,65.0,坏b
u1a08ac34c163,4,9,124,56.0,68.56,24.33,comboo
u1a08ac34c163,5,49,130,68.0,75.9,32.53,comboo
u1a08ac34c163,6,80,179,83.0,96.78,43.82,comboo
u1a08ac34c163,7,9,151,89.0,110.56,56.33,comboo
u1a7d5238121f,6,1,76,32.0,76.0,32.0,水晶
u1a7d5238121f,7,2,62,32.0,52.5,30.0,水晶
u1a8182e1c836,10,2,84,34.0,83.0,28.0,sukitayo
u1a8182e1c836,11,1,110,35.0,110.0,35.0,sukitayo
u1aafafb0f845,9,2,94,40.0,86.0,39.5,5-3
u1b894f0abe44,7,1,65,25.0,65.0,25.0,lipu
u1b894f0abe44,10,2,97,42.0,87.5,38.0,lipu
u1b894f0abe44,11,1,97,52.0,97.0,52.0,lipu
u1c44d966862f,8,1,51,30.0,51.0,30.0,err
u1c44d966862f,9,1,62,32.0,62.0,32.0,err
u1c44d966862f,10,1,69,36.0,69.0,36.0,err
u1c4c924106ef,10,2,126,47.0,106.5,34.5,cloud
u1d6428ad859d,5,1,68,32.0,68.0,32.0,crosshappy
u1d6428ad859d,6,1,79,56.0,79.0,56.0,crosshappy
u1d6428ad859d,8,1,85,39.0,85.0,39.0,crosshappy
u1d6428ad859d,9,2,147,69.0,122.5,63.0,crosshappy
u1d6428ad859d,10,1,92,37.0,92.0,37.0,crosshappy
u1e0a151435d5,4,8,64,28.0,53.38,22.5,hero
u1e0a151435d5,5,49,149,90.0,72.98,35.23,hero
u1e0a151435d5,6,61,140,90.0,84.26,42.8,hero
u1e0a151435d5,7,17,152,84.0,106.41,55.76,hero
u1e0a151435d5,8,2,128,62.0,112.5,57.5,hero
u1e23dfdbfa69,6,1,53,21.0,53.0,21.0,mkspencer233
u1e23dfdbfa69,8,1,54,24.0,54.0,24.0,mkspencer233
u1e23dfdbfa69,11,1,62,38.0,62.0,38.0,mkspencer233
u1e4b1f78aa39,5,2,73,25.0,65.0,20.0,调和师
u1e4b1f78aa39,6,13,104,43.0,68.15,26.46,调和师
u1e4b1f78aa39,7,1,67,44.0,67.0,44.0,调和师
u1e4b1f78aa39,8,1,64,36.0,64.0,36.0,调和师
u1e4b1f78aa39,9,1,82,39.0,82.0,39.0,调和师
u1ebf94f7b35e,4,1,26,13.0,26.0,13.0,张正直
u1ebf94f7b35e,6,2,56,34.0,55.5,29.5,张正直
u1ebf94f7b35e,7,2,112,51.0,93.0,48.0,张正直
u1ef63d3c8af7,5,1,62,15.0,62.0,15.0,小士
u1ef63d3c8af7,6,4,99,59.0,69.25,39.5,小士
u1f37182275f2,3,1,43,13.0,43.0,13.0,浮生若梦
u1f37182275f2,4,2,66,26.0,52.0,25.5,浮生若梦
u1f37182275f2,5,24,97,46.0,69.96,31.33,浮生若梦
u1f37182275f2,6,36,161,71.0,92.17,45.83,浮生若梦
u1f37182275f2,7,11,142,72.0,103.91,50.9,浮生若梦
u1f617361652c,5,3,69,25.0,54.67,22.67,一个里纳米的
u1f617361652c,7,1,67,38.0,67.0,38.0,一个里纳米的
u1f617361652c,8,1,74,32.0,74.0,32.0,一个里纳米的
u1f617361652c,10,1,92,51.0,92.0,51.0,一个里纳米的
u1f617361652c,11,1,104,36.0,104.0,36.0,一个里纳米的
u1f7f4c6c34ec,5,2,78,26.0,70.5,22.0,wwh
u1f7f4c6c34ec,6,8,98,47.0,81.25,35.88,wwh
u1f7f4c6c34ec,7,6,123,63.0,90.33,47.0,wwh
u2085f4d4d25b,6,3,47,32.0,44.0,25.0,wq
u20a0a27c048d,9,2,60,41.0,57.0,32.0,北辰
u20a7e1f67b6c,7,1,84,49.0,84.0,49.0,歳月
u20a7e1f67b6c,8,2,97,41.0,82.5,41.0,歳月
u21726466e46b,6,1,89,38.0,89.0,38.0,法向量
u21726466e46b,7,1,100,60.0,100.0,60.0,法向量
u217939028231,8,1,64,26.0,64.0,26.0,点子
u217939028231,9,1,91,34.0,91.0,34.0,点子
u22c299652197,9,2,90,48.0,89.5,43.5,arashi02
u22c299652197,10,1,92,42.0,92.0,42.0,arashi02
u23bd51ea6fb7,6,1,61,12.0,61.0,12.0,zhutoujie88
u23bd51ea6fb7,7,7,97,41.0,67.57,25.0,zhutoujie88
u23bd51ea6fb7,8,14,92,35.0,79.29,27.5,zhutoujie88
u23bd51ea6fb7,9,9,129,58.0,93.11,39.56,zhutoujie88
u23bd51ea6fb7,10,3,99,39.0,85.0,28.67,zhutoujie88
u23bd51ea6fb7,11,1,116,41.0,116.0,41.0,zhutoujie88
u2556a7bdafb4,5,1,64,30.0,64.0,30.0,齐马蓝
u2556a7bdafb4,6,2,103,34.0,88.0,29.0,齐马蓝
u2556a7bdafb4,8,1,146,43.0,146.0,43.0,齐马蓝
u258e5ea09804,5,1,43,23.0,43.0,23.0,hhn
u258e5ea09804,8,1,46,34.0,46.0,34.0,hhn
u258e5ea09804,9,1,72,50.0,72.0,50.0,hhn
u258e5ea09804,10,2,117,41.0,104.0,40.5,hhn
u258e5ea09804,11,1,140,80.0,140.0,80.0,hhn
u25d2fdfa8b85,4,1,58,15.0,58.0,15.0,caliloft
u25d2fdfa8b85,5,2,74,34.0,71.0,31.5,caliloft
u25d2fdfa8b85,6,8,135,71.0,79.12,33.25,caliloft
u25d2fdfa8b85,7,4,126,77.0,109.75,52.5,caliloft
u264ae5f51ae5,4,28,79,27.0,59.11,16.64,愿仔wish
u264ae5f51ae5,5,125,112,58.0,74.73,28.7,愿仔wish
u264ae5f51ae5,6,142,156,77.0,89.66,38.88,愿仔wish
u264ae5f51ae5,7,16,162,73.0,104.75,46.8,愿仔wish
u264ae5f51ae5,8,1,130,59.0,130.0,59.0,愿仔wish
u264ae5f51ae5,9,1,77,43.0,77.0,43.0,愿仔wish
u26a1338ca127,9,1,62,30.0,62.0,30.0,snitch1412
u26a1338ca127,10,2,107,35.0,93.0,34.5,snitch1412
u2700ee4e6a2b,4,1,51,22.0,51.0,22.0,驱岩之力
u2700ee4e6a2b,5,6,75,26.0,62.17,23.67,驱岩之力
u2700ee4e6a2b,6,11,122,75.0,72.82,41.91,驱岩之力
