corporation,players,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,avg_generations,weighted_avg_score,win_rate,cn_name,cn_name_plot
Mars Frontier Alliance,4,4,0,3.5,55.25,14.0,4,5.75,2.7857142857142856,0.0,火星边疆联盟,火星边疆联盟
Recyclon (breakthrough),4,83,9,2.8313253012048194,68.75903614457832,235.0,83,5.843373493975903,2.795698924731183,10.84,Recyclon (breakthrough),Recyclon (breakthrough)
Kingdom of Tauraro,4,5,0,3.4,72.6,17.0,5,6.8,2.8,0.0,陶拉罗王国,陶拉罗王国
Utopia Invest,4,50,5,2.86,73.78,143.0,50,6.0,2.8,10.0,乌托邦投资计划,乌托邦投资计划
Palladin Shipping,4,47,7,2.893617021276596,69.70212765957447,136.0,47,6.76595744680851,2.824561403508772,14.89,Palladin Shipping,Palladin Shipping
🌸双轨跃迁🌸,4,192,31,2.8489583333333335,71.09375,547.0,192,5.708333333333333,2.8316831683168315,16.15,🌸双轨跃迁🌸,双轨跃迁
Chimera,4,32,5,2.9375,74.1875,94.0,32,6.84375,2.8333333333333335,15.62,奇美拉,奇美拉
SolBank,4,15,2,3.066666666666667,76.0,46.0,15,6.8,2.84,13.33,SolBank,SolBank
Nanotech Industries,4,5,0,3.6,72.0,18.0,5,7.8,2.8666666666666667,0.0,纳米技术工业,纳米技术工业
Collegium Copernicus,4,188,29,2.893617021276596,72.90957446808511,544.0,188,6.031914893617022,2.8737373737373737,15.43,哥白尼学院,哥白尼学院
Runciter Associates,4,86,10,2.9302325581395348,71.68604651162791,252.0,86,6.662790697674419,2.8854166666666665,11.63,朗西斯联合公司,朗西斯联合公司
Project Workshop,4,38,4,3.0,73.13157894736842,114.0,38,6.7368421052631575,2.8958333333333335,10.53,Project Workshop,Project Workshop
Pristar (breakthrough),4,52,7,2.980769230769231,78.26923076923077,155.0,52,6.596153846153846,2.903225806451613,13.46,Pristar (breakthrough),Pristar (breakthrough)
Factorum (breakthrough),4,199,29,2.9246231155778895,69.2964824120603,582.0,199,6.341708542713568,2.9043062200956937,14.57,Factorum (breakthrough),Factorum (breakthrough)
TeiAi Group,4,22,4,3.090909090909091,73.18181818181819,68.0,22,6.863636363636363,2.90625,18.18,帝爱赌场,帝爱赌场
Curiosity II,4,56,10,2.982142857142857,72.41071428571429,167.0,56,6.142857142857143,2.909090909090909,17.86,Curiosity II,Curiosity II
Tycho Magnetics,4,273,33,2.9633699633699635,72.8058608058608,809.0,273,6.428571428571429,2.9469964664310955,12.09,第谷磁力,第谷磁力
Cheung Shing MARS,4,36,3,3.1944444444444446,71.72222222222223,115.0,36,7.055555555555555,3.0434782608695654,8.33,Cheung Shing MARS,Cheung Shing MARS
Odyssey,4,11,1,3.5454545454545454,15.272727272727273,39.0,11,6.363636363636363,3.0476190476190474,9.09,奥德赛,奥德赛
Mars Maths,4,67,7,3.1343283582089554,70.53731343283582,210.0,67,6.268656716417911,3.051948051948052,10.45,Mars Maths,Mars Maths
Junk Ventures,4,112,6,3.294642857142857,64.52678571428571,369.0,112,6.3125,3.2295081967213113,5.36,Junk Ventures,Junk Ventures
🌸Protogen🌸,5,8,4,1.5,85.375,12.0,8,5.625,2.0555555555555554,50.0,🌸微生物热舞🌸,微生物热舞
Poseidon,5,18,8,1.9444444444444444,87.66666666666667,35.0,18,6.722222222222222,2.142857142857143,44.44,Poseidon,Poseidon
Pobolog (breakthrough),5,13,5,2.0,74.84615384615384,26.0,13,5.769230769230769,2.217391304347826,38.46,Pobolog (breakthrough),Pobolog (breakthrough)
Splice (breakthrough),5,10,5,2.0,75.5,20.0,10,5.3,2.25,50.0,Splice (breakthrough),Splice (breakthrough)
Hecate Speditions,5,5,3,2.0,82.6,10.0,5,5.4,2.3333333333333335,60.0,赫卡忒探险队,赫卡忒探险队
Philares,5,8,4,2.125,86.875,17.0,8,6.25,2.3333333333333335,50.0,,
Polaris,5,7,3,2.142857142857143,71.28571428571429,15.0,7,5.142857142857143,2.3529411764705883,42.86,北极星,北极星
🌸RDA🌸,5,7,3,2.142857142857143,78.14285714285714,15.0,7,5.285714285714286,2.3529411764705883,42.86,🌸RDA🌸,RDA
Earth Cat Cult,5,1,1,1.0,90.0,1.0,1,7.0,2.3636363636363638,100.0,Earth Cat Cult,Earth Cat Cult
Incite,5,1,1,1.0,125.0,1.0,1,9.0,2.3636363636363638,100.0,Incite,Incite
PolderTECH Dutch,5,1,1,1.0,69.0,1.0,1,6.0,2.3636363636363638,100.0,荷兰圩田科技,荷兰圩田科技
Id Front,5,3,1,2.0,106.0,6.0,3,7.666666666666667,2.3846153846153846,33.33,前线基地,前线基地
Brotherhood of Mutants,5,5,3,2.2,92.2,11.0,5,6.8,2.4,60.0,变种人兄弟会,变种人兄弟会
Teractor (breakthrough),5,15,4,2.3333333333333335,79.0,35.0,15,5.933333333333334,2.4,26.67,Teractor (breakthrough),Teractor (breakthrough)
Aphrodite (breakthrough),5,14,4,2.357142857142857,76.5,33.0,14,5.785714285714286,2.4166666666666665,28.57,Aphrodite (breakthrough),Aphrodite (breakthrough)
Labour Union,5,2,0,2.0,78.0,4.0,2,5.5,2.4166666666666665,0.0,Labour Union,Labour Union
Sagitta Frontier Services,5,2,1,2.0,92.5,4.0,2,5.0,2.4166666666666665,50.0,Sagitta Frontier Services,Sagitta Frontier Services
Steelaris,5,2,1,2.0,109.0,4.0,2,6.0,2.4166666666666665,50.0,钢之星,钢之星
Terralabs Research (breakthrough),5,2,1,2.0,86.0,4.0,2,6.0,2.4166666666666665,50.0,Terralabs Research (breakthrough),Terralabs Research (breakthrough)
🌸Green Leaf Dance🌸,5,11,6,2.3636363636363638,71.72727272727273,26.0,11,5.363636363636363,2.4285714285714284,54.55,🌸绿叶舞动🌸,绿叶舞动
Adhai High Orbit Constructions,5,1,0,2.0,78.0,2.0,1,5.0,2.4545454545454546,0.0,阿迪海高轨道建设,阿迪海高轨道建设
Demetron Labs,5,1,0,2.0,81.0,2.0,1,6.0,2.4545454545454546,0.0,德米特伦实验室,德米特伦实验室
Nirgal Enterprises,5,1,0,2.0,58.0,2.0,1,7.0,2.4545454545454546,0.0,Nirgal Enterprises,Nirgal Enterprises
SolBank,5,1,0,2.0,81.0,2.0,1,7.0,2.4545454545454546,0.0,SolBank,SolBank
The Grand Luna Capital Group,5,1,0,2.0,63.0,2.0,1,6.0,2.4545454545454546,0.0,大月亮资本集团,大月亮资本集团
🌸Thermopoli🌸,5,1,0,2.0,83.0,2.0,1,6.0,2.4545454545454546,0.0,🌸精灵热舞🌸,精灵热舞
Midas,5,3,1,2.3333333333333335,69.33333333333333,7.0,3,5.0,2.4615384615384617,33.33,Midas,Midas
Robin Haulings,5,3,0,2.3333333333333335,67.66666666666667,7.0,3,5.666666666666667,2.4615384615384617,0.0,罗宾运输,罗宾运输
Runciter Associates,5,5,1,2.4,84.2,12.0,5,6.2,2.466666666666667,20.0,朗西斯联合公司,朗西斯联合公司
United Nations Mission One,5,5,1,2.4,87.0,12.0,5,6.2,2.466666666666667,20.0,United Nations Mission One,United Nations Mission One
Arcadian Communities (breakthrough),5,7,3,2.4285714285714284,74.28571428571429,17.0,7,5.142857142857143,2.4705882352941178,42.86,Arcadian Communities (breakthrough),Arcadian Communities (breakthrough)
Polyphemos (breakthrough),5,7,4,2.4285714285714284,70.71428571428571,17.0,7,6.0,2.4705882352941178,57.14,Polyphemos (breakthrough),Polyphemos (breakthrough)
Ambient,5,15,3,2.466666666666667,74.06666666666666,37.0,15,5.533333333333333,2.48,20.0,,
🌸Prowler🌸,5,17,5,2.4705882352941178,74.11764705882354,42.0,17,5.470588235294118,2.4814814814814814,29.41,🌸徘徊者🌸,徘徊者
EcoTec,5,8,3,2.5,72.875,20.0,8,6.125,2.5,37.5,EcoTec,EcoTec
Interplanetary Cinematics (breakthrough),5,18,7,2.5,82.0,45.0,18,6.555555555555555,2.5,38.89,Interplanetary Cinematics (breakthrough),Interplanetary Cinematics (breakthrough)
🌸SolarPlant🌸,5,6,1,2.5,66.0,15.0,6,5.666666666666667,2.5,16.67,🌸太阳能公司🌸,太阳能公司
🌸StarlinkDrifter🌸,5,2,1,2.5,65.5,5.0,2,7.5,2.5,50.0,🌸星链漂流者🌸,星链漂流者
Saturn Systems,5,9,3,2.5555555555555554,78.11111111111111,23.0,9,6.444444444444445,2.526315789473684,33.33,Saturn Systems,Saturn Systems
Lakefront Resorts,5,7,1,2.5714285714285716,66.71428571428571,18.0,7,5.857142857142857,2.5294117647058822,14.29,湖畔度假区,湖畔度假区
Vitor,5,7,2,2.5714285714285716,82.28571428571429,18.0,7,6.142857142857143,2.5294117647058822,28.57,Vitor,Vitor
Aeron Genomics,5,3,1,2.6666666666666665,71.33333333333333,8.0,3,6.0,2.5384615384615383,33.33,艾隆基因组学,艾隆基因组学
Martian Insurance Group,5,3,1,2.6666666666666665,79.0,8.0,3,5.666666666666667,2.5384615384615383,33.33,火星保险集团,火星保险集团
Curiosity II,5,1,0,3.0,74.0,3.0,1,7.0,2.5454545454545454,0.0,Curiosity II,Curiosity II
Millennium Falcon,5,1,0,3.0,107.0,3.0,1,9.0,2.5454545454545454,0.0,千年隼,千年隼
CrediCor,5,8,0,2.625,67.0,21.0,8,5.375,2.5555555555555554,0.0,CrediCor,CrediCor
🌸Weyland Yutani🌸,5,15,1,2.6,80.2,39.0,15,6.333333333333333,2.56,6.67,🌸韦兰德-尤坦尼集团🌸,韦兰德-尤坦尼集团
Robinson Industries (breakthrough),5,4,1,2.75,81.5,11.0,4,7.75,2.5714285714285716,25.0,Robinson Industries (breakthrough),Robinson Industries (breakthrough)
Jenson-Boyle & Co,5,2,0,3.0,63.5,6.0,2,5.5,2.5833333333333335,0.0,詹森-博伊尔公司,詹森-博伊尔公司
Junk Ventures,5,2,1,3.0,86.5,6.0,2,7.0,2.5833333333333335,50.0,Junk Ventures,Junk Ventures
Septem Tribus,5,14,2,2.642857142857143,69.64285714285714,37.0,14,6.5,2.5833333333333335,14.29,Septem Tribus,Septem Tribus
The Archaic Foundation Institute,5,2,0,3.0,82.0,6.0,2,8.0,2.5833333333333335,0.0,原始基金会研究所,原始基金会研究所
MorningStar Inc (breakthrough),5,25,6,2.64,78.08,66.0,25,6.4,2.6,24.0,MorningStar Inc (breakthrough),MorningStar Inc (breakthrough)
UNMI (breakthrough),5,10,2,2.7,77.9,27.0,10,7.0,2.6,20.0,UNMI (breakthrough),UNMI (breakthrough)
Helion (breakthrough),5,8,2,2.75,66.875,22.0,8,6.125,2.611111111111111,25.0,Helion (breakthrough),Helion (breakthrough)
🌸Buy N Large🌸,5,8,1,2.75,66.5,22.0,8,5.625,2.611111111111111,12.5,🌸大巨购🌸,大巨购
🌸Integrated Microorganisms🌸,5,8,3,2.75,80.125,22.0,8,5.875,2.611111111111111,37.5,🌸微生物星尘🌸,微生物星尘
🌸MirrorCoat🌸,5,8,2,2.75,77.5,22.0,8,5.75,2.611111111111111,25.0,🌸镜反🌸,镜反
Aurorai,5,3,1,3.0,67.33333333333333,9.0,3,5.0,2.6153846153846154,33.33,Aurorai,Aurorai
🌸双轨跃迁🌸,5,6,1,2.8333333333333335,68.5,17.0,6,6.0,2.625,16.67,🌸双轨跃迁🌸,双轨跃迁
StormCraft Incorporated (breakthrough),5,17,4,2.7058823529411766,72.58823529411765,46.0,17,6.0588235294117645,2.6296296296296298,23.53,StormCraft Incorporated (breakthrough),StormCraft Incorporated (breakthrough)
Agricola Inc,5,1,0,4.0,98.0,4.0,1,10.0,2.6363636363636362,0.0,Agricola Inc,Agricola Inc
Cheung Shing MARS,5,1,0,4.0,61.0,4.0,1,6.0,2.6363636363636362,0.0,Cheung Shing MARS,Cheung Shing MARS
Mars Direct,5,1,0,4.0,81.0,4.0,1,6.0,2.6363636363636362,0.0,火星直通车,火星直通车
Odyssey,5,1,0,4.0,59.0,4.0,1,6.0,2.6363636363636362,0.0,奥德赛,奥德赛
Pristar (breakthrough),5,1,0,4.0,55.0,4.0,1,6.0,2.6363636363636362,0.0,Pristar (breakthrough),Pristar (breakthrough)
Gagarin Mobile Base,5,4,1,3.0,66.75,12.0,4,5.25,2.642857142857143,25.0,Gagarin Mobile Base,Gagarin Mobile Base
Eglogue,5,7,2,2.857142857142857,59.285714285714285,20.0,7,4.571428571428571,2.6470588235294117,28.57,Eglogue,Eglogue
Incite Ender,5,2,0,3.5,76.5,7.0,2,5.5,2.6666666666666665,0.0,Incite Ender,Incite Ender
🌸Mining Corp🌸,5,18,5,2.7777777777777777,75.72222222222223,50.0,18,6.055555555555555,2.6785714285714284,27.78,🌸钢铁精炼🌸,钢铁精炼
Manutech,5,9,2,2.888888888888889,72.33333333333333,26.0,9,6.333333333333333,2.6842105263157894,22.22,Manutech,Manutech
🌸EliteTech🌸,5,9,1,2.888888888888889,77.0,26.0,9,6.222222222222222,2.6842105263157894,11.11,🌸精英回馈🌸,精英回馈
Luna Chain,5,3,0,3.3333333333333335,60.333333333333336,10.0,3,4.333333333333333,2.6923076923076925,0.0,连月,连月
Palladin Shipping,5,3,0,3.3333333333333335,51.666666666666664,10.0,3,6.0,2.6923076923076925,0.0,Palladin Shipping,Palladin Shipping
Point Luna,5,16,4,2.8125,72.625,45.0,16,6.375,2.6923076923076925,25.0,Point Luna,Point Luna
Soylent Seedling Systems,5,3,1,3.3333333333333335,68.66666666666667,10.0,3,5.666666666666667,2.6923076923076925,33.33,索伦特幼苗系统,索伦特幼苗系统
TeiAi Group,5,3,1,3.3333333333333335,84.66666666666667,10.0,3,6.333333333333333,2.6923076923076925,33.33,帝爱赌场,帝爱赌场
Celestic (breakthrough),5,22,6,2.8181818181818183,83.31818181818181,62.0,22,6.636363636363637,2.71875,27.27,Celestic (breakthrough),Celestic (breakthrough)
Tharsis_republic (breakthrough),5,15,0,2.8666666666666667,66.6,43.0,15,5.666666666666667,2.72,0.0,Tharsis_republic (breakthrough),Tharsis_republic (breakthrough)
Imperial Star Destroyer,5,8,2,3.0,70.625,24.0,8,6.125,2.7222222222222223,25.0,帝国歼星舰,帝国歼星舰
Arborist Collective,5,1,0,5.0,43.0,5.0,1,4.0,2.727272727272727,0.0,树木学家集体,树木学家集体
Luna Trade Federation,5,1,0,5.0,57.0,5.0,1,7.0,2.727272727272727,0.0,月球贸易联盟,月球贸易联盟
Hadesphere,5,5,1,3.2,62.2,16.0,5,5.2,2.7333333333333334,20.0,Hadesphere,Hadesphere
Kuiper Cooperative,5,5,1,3.2,66.8,16.0,5,6.6,2.7333333333333334,20.0,Kuiper Cooperative,Kuiper Cooperative
Recyclon (breakthrough),5,9,1,3.0,68.22222222222223,27.0,9,5.555555555555555,2.736842105263158,11.11,Recyclon (breakthrough),Recyclon (breakthrough)
Luna Hyperloop Corporation,5,2,0,4.0,65.5,8.0,2,6.5,2.75,0.0,月球超级高速列车,月球超级高速列车
Nanotech Industries,5,2,0,4.0,68.0,8.0,2,6.5,2.75,0.0,纳米技术工业,纳米技术工业
Habitat Marte,5,3,0,3.6666666666666665,72.0,11.0,3,6.0,2.769230769230769,0.0,火星栖息地,火星栖息地
Henkei Genetics,5,3,1,3.6666666666666665,59.0,11.0,3,5.666666666666667,2.769230769230769,33.33,变形遗传学,变形遗传学
Inventrix (breakthrough),5,12,3,3.0,61.75,36.0,12,6.416666666666667,2.772727272727273,25.0,Inventrix (breakthrough),Inventrix (breakthrough)
Astrodrill,5,4,1,3.5,66.5,14.0,4,6.25,2.7857142857142856,25.0,天体钻井,天体钻井
🌸PoliticalReform🌸,5,4,0,3.5,72.5,14.0,4,6.0,2.7857142857142856,0.0,🌸制度改革🌸,制度改革
Bio-Sol,5,5,2,3.4,69.0,17.0,5,5.4,2.8,40.0,,
Spire,5,6,1,3.3333333333333335,57.166666666666664,20.0,6,5.166666666666667,2.8125,16.67,Spire,Spire
Chimera,5,2,0,4.5,59.5,9.0,2,6.5,2.8333333333333335,0.0,奇美拉,奇美拉
Luna First Incorporated,5,2,0,4.5,65.5,9.0,2,6.0,2.8333333333333335,0.0,月球先行公司,月球先行公司
Mining guild (breakthrough),5,8,1,3.25,70.0,26.0,8,6.5,2.8333333333333335,12.5,Mining guild (breakthrough),Mining guild (breakthrough)
Thorgate (breakthrough),5,2,0,4.5,59.5,9.0,2,6.0,2.8333333333333335,0.0,Thorgate (breakthrough),Thorgate (breakthrough)
雩喵科学探测器,5,8,0,3.25,71.0,26.0,8,5.875,2.8333333333333335,0.0,雩喵科学探测器,雩喵科学探测器
🌸Scolex Industries🌸,5,8,0,3.25,73.0,26.0,8,5.875,2.8333333333333335,0.0,🌸星核工业🌸,星核工业
Valley Trust (breakthrough),5,24,5,3.0,70.29166666666667,72.0,24,5.958333333333333,2.8529411764705883,20.83,Valley Trust (breakthrough),Valley Trust (breakthrough)
Aristarchus,5,4,0,3.75,69.0,15.0,4,6.0,2.857142857142857,0.0,Aristarchus,Aristarchus
Crescent Research Association,5,6,0,3.5,65.33333333333333,21.0,6,6.333333333333333,2.875,0.0,月牙研究联盟,月牙研究联盟
Pharmacy Union,5,8,1,3.375,66.125,27.0,8,6.0,2.888888888888889,12.5,制药联盟,制药联盟
Prism,5,9,2,3.3333333333333335,74.77777777777777,30.0,9,7.0,2.8947368421052633,22.22,棱镜光谱研究室,棱镜光谱研究室
Trade Navigator,5,10,3,3.3,68.2,33.0,10,6.0,2.9,30.0,贸易领航者,贸易领航者
Chaos,5,2,0,5.0,31.0,10.0,2,4.5,2.9166666666666665,0.0,Chaos,Chaos
Kingdom of Tauraro,5,3,0,4.333333333333333,68.33333333333333,13.0,3,6.333333333333333,2.923076923076923,0.0,陶拉罗王国,陶拉罗王国
Voltagon,5,5,1,3.8,61.0,19.0,5,5.8,2.933333333333333,20.0,Voltagon,Voltagon
Utopia Invest,5,6,1,3.6666666666666665,63.333333333333336,22.0,6,6.833333333333333,2.9375,16.67,乌托邦投资计划,乌托邦投资计划
Arklight (breakthrough),5,9,1,3.4444444444444446,64.44444444444444,31.0,9,6.555555555555555,2.9473684210526314,11.11,Arklight (breakthrough),Arklight (breakthrough)
🌸Ark Nova🌸,5,10,1,3.4,66.9,34.0,10,5.9,2.95,10.0,🌸方舟动物园🌸,方舟动物园
Ecoline (breakthrough),5,17,1,3.235294117647059,67.70588235294117,55.0,17,6.411764705882353,2.962962962962963,5.88,Ecoline (breakthrough),Ecoline (breakthrough)
Factorum (breakthrough),5,10,3,3.5,75.8,35.0,10,6.7,3.0,30.0,Factorum (breakthrough),Factorum (breakthrough)
Project Workshop,5,4,0,4.25,63.5,17.0,4,5.75,3.0,0.0,Project Workshop,Project Workshop
Ringcom,5,13,1,3.3846153846153846,66.3076923076923,44.0,13,5.076923076923077,3.0,7.69,Ringcom,Ringcom
Void,5,6,0,3.8333333333333335,70.5,23.0,6,5.5,3.0,0.0,Void,Void
🌸Energy Saving Ecology🌸,5,6,0,3.8333333333333335,61.333333333333336,23.0,6,5.333333333333333,3.0,0.0,🌸节能生态🌸,节能生态
🌸Tyrell🌸,5,7,1,3.7142857142857144,59.857142857142854,26.0,7,5.428571428571429,3.0,14.29,🌸泰瑞尔公司🌸,泰瑞尔公司
Aridor,5,7,0,3.857142857142857,75.0,27.0,7,7.571428571428571,3.0588235294117645,0.0,Aridor,Aridor
🌸Green Ring🌸,5,6,0,4.0,52.166666666666664,24.0,6,5.333333333333333,3.0625,0.0,🌸绿环🌸,绿环
Mars Maths,5,4,0,4.5,55.25,18.0,4,5.75,3.0714285714285716,0.0,Mars Maths,Mars Maths
Tycho Magnetics,5,13,1,3.6153846153846154,63.61538461538461,47.0,13,6.769230769230769,3.130434782608696,7.69,第谷磁力,第谷磁力
Colonial One,5,5,0,4.4,56.6,22.0,5,6.0,3.1333333333333333,0.0,Colonial One,Colonial One
🌸Shinra Tech🌸,5,11,0,3.727272727272727,62.54545454545455,41.0,11,5.2727272727272725,3.142857142857143,0.0,🌸樱花电🌸,樱花电
Playwrights,5,6,0,4.5,50.666666666666664,27.0,6,5.166666666666667,3.25,0.0,Playwrights,Playwrights
Collegium Copernicus,5,13,1,3.8461538461538463,64.61538461538461,50.0,13,6.076923076923077,3.260869565217391,7.69,哥白尼学院,哥白尼学院
Viron (breakthrough),5,23,3,3.652173913043478,68.69565217391305,84.0,23,6.304347826086956,3.303030303030303,13.04,Viron (breakthrough),Viron (breakthrough)
Interplanetary Cinematics (breakthrough),6,2,1,1.5,101.0,3.0,2,7.0,2.3333333333333335,50.0,Interplanetary Cinematics (breakthrough),Interplanetary Cinematics (breakthrough)
Imperial Star Destroyer,6,1,1,1.0,113.0,1.0,1,8.0,2.3636363636363638,100.0,帝国歼星舰,帝国歼星舰
Manutech,6,1,1,1.0,96.0,1.0,1,6.0,2.3636363636363638,100.0,Manutech,Manutech
Philares,6,1,1,1.0,81.0,1.0,1,6.0,2.3636363636363638,100.0,,
Robin Haulings,6,1,1,1.0,52.0,1.0,1,5.0,2.3636363636363638,100.0,罗宾运输,罗宾运输
🌸Green Leaf Dance🌸,6,1,1,1.0,81.0,1.0,1,6.0,2.3636363636363638,100.0,🌸绿叶舞动🌸,绿叶舞动
🌸SolarPlant🌸,6,1,1,1.0,113.0,1.0,1,8.0,2.3636363636363638,100.0,🌸太阳能公司🌸,太阳能公司
🌸Tyrell🌸,6,2,0,2.0,85.0,4.0,2,7.0,2.4166666666666665,0.0,🌸泰瑞尔公司🌸,泰瑞尔公司
EcoTec,6,1,0,2.0,80.0,2.0,1,5.0,2.4545454545454546,0.0,EcoTec,EcoTec
Nirgal Enterprises,6,1,0,2.0,67.0,2.0,1,6.0,2.4545454545454546,0.0,Nirgal Enterprises,Nirgal Enterprises
Utopia Invest,6,1,0,2.0,56.0,2.0,1,5.0,2.4545454545454546,0.0,乌托邦投资计划,乌托邦投资计划
🌸Integrated Microorganisms🌸,6,1,0,2.0,80.0,2.0,1,5.0,2.4545454545454546,0.0,🌸微生物星尘🌸,微生物星尘
🌸MirrorCoat🌸,6,1,0,2.0,56.0,2.0,1,5.0,2.4545454545454546,0.0,🌸镜反🌸,镜反
Colonial One,6,1,0,3.0,93.0,3.0,1,8.0,2.5454545454545454,0.0,Colonial One,Colonial One
Palladin Shipping,6,1,0,3.0,63.0,3.0,1,6.0,2.5454545454545454,0.0,Palladin Shipping,Palladin Shipping
Point Luna,6,1,0,3.0,56.0,3.0,1,5.0,2.5454545454545454,0.0,Point Luna,Point Luna
Splice (breakthrough),6,1,0,3.0,93.0,3.0,1,8.0,2.5454545454545454,0.0,Splice (breakthrough),Splice (breakthrough)
Poseidon,6,2,0,3.0,69.0,6.0,2,6.5,2.5833333333333335,0.0,Poseidon,Poseidon
StormCraft Incorporated (breakthrough),6,2,0,3.0,58.0,6.0,2,5.0,2.5833333333333335,0.0,StormCraft Incorporated (breakthrough),StormCraft Incorporated (breakthrough)
Valley Trust (breakthrough),6,2,0,3.0,62.0,6.0,2,7.0,2.5833333333333335,0.0,Valley Trust (breakthrough),Valley Trust (breakthrough)
Eglogue,6,1,0,4.0,55.0,4.0,1,5.0,2.6363636363636362,0.0,Eglogue,Eglogue
Id Front,6,1,0,4.0,82.0,4.0,1,8.0,2.6363636363636362,0.0,前线基地,前线基地
Millennium Falcon,6,1,0,4.0,55.0,4.0,1,5.0,2.6363636363636362,0.0,千年隼,千年隼
Pharmacy Union,6,1,0,4.0,60.0,4.0,1,8.0,2.6363636363636362,0.0,制药联盟,制药联盟
Prism,6,1,0,4.0,48.0,4.0,1,6.0,2.6363636363636362,0.0,棱镜光谱研究室,棱镜光谱研究室
The Archaic Foundation Institute,6,1,0,4.0,48.0,4.0,1,6.0,2.6363636363636362,0.0,原始基金会研究所,原始基金会研究所
🌸Green Ring🌸,6,1,0,4.0,55.0,4.0,1,5.0,2.6363636363636362,0.0,🌸绿环🌸,绿环
Junk Ventures,6,1,0,5.0,47.0,5.0,1,6.0,2.727272727272727,0.0,Junk Ventures,Junk Ventures
Midas,6,1,0,5.0,47.0,5.0,1,6.0,2.727272727272727,0.0,Midas,Midas
TeiAi Group,6,1,0,5.0,79.0,5.0,1,8.0,2.727272727272727,0.0,帝爱赌场,帝爱赌场
Viron (breakthrough),6,1,0,5.0,79.0,5.0,1,8.0,2.727272727272727,0.0,Viron (breakthrough),Viron (breakthrough)
Trade Navigator,6,2,0,4.0,68.5,8.0,2,6.5,2.75,0.0,贸易领航者,贸易领航者
🌸Shinra Tech🌸,6,2,0,4.0,50.0,8.0,2,4.5,2.75,0.0,🌸樱花电🌸,樱花电
Aristarchus,6,1,0,6.0,46.0,6.0,1,5.0,2.8181818181818183,0.0,Aristarchus,Aristarchus
Luna Hyperloop Corporation,6,1,0,6.0,48.0,6.0,1,8.0,2.8181818181818183,0.0,月球超级高速列车,月球超级高速列车
Runciter Associates,6,1,0,6.0,48.0,6.0,1,8.0,2.8181818181818183,0.0,朗西斯联合公司,朗西斯联合公司
Tycho Magnetics,6,1,0,6.0,43.0,6.0,1,5.0,2.8181818181818183,0.0,第谷磁力,第谷磁力
🌸Weyland Yutani🌸,6,1,0,6.0,41.0,6.0,1,6.0,2.8181818181818183,0.0,🌸韦兰德-尤坦尼集团🌸,韦兰德-尤坦尼集团
🌸双轨跃迁🌸,6,1,0,6.0,43.0,6.0,1,5.0,2.8181818181818183,0.0,🌸双轨跃迁🌸,双轨跃迁
UNMI (breakthrough),6,2,0,4.5,48.0,9.0,2,4.5,2.8333333333333335,0.0,UNMI (breakthrough),UNMI (breakthrough)
MorningStar Inc (breakthrough),6,2,0,5.5,44.5,11.0,2,5.0,3.0,0.0,MorningStar Inc (breakthrough),MorningStar Inc (breakthrough)
Teractor (breakthrough),6,2,0,5.5,42.0,11.0,2,5.5,3.0,0.0,Teractor (breakthrough),Teractor (breakthrough)
