card_name,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,avg_resources,weighted_avg_score,win_rate,cn_name,cn_name_plot
Political Alliance,479,157,2.2818371607515657,87.49686847599165,1093.0,479,0.0,2.294695481335953,32.78,政治结盟,政治结盟
Media Group,1673,548,2.2910938433950987,85.10101613867305,3833.0,1673,0.0,2.294773928361715,32.76,媒体团队,媒体团队
Luna Governor,1259,424,2.289912629070691,86.9626687847498,2883.0,1259,0.0,2.2948021722265324,33.68,月球政府,月球政府
Directed Heat Usage,1183,379,2.289940828402367,86.97717666948436,2709.0,1183,0.0,2.2951360263808738,32.04,热能定向利用,热能定向利用
Solarpedia,241,89,2.2697095435684647,92.96680497925311,547.0,241,1.7676348547717842,2.2952029520295203,36.93,太阳系百科全书,太阳系百科全书
Conscription,1539,490,2.2917478882391165,86.32163742690058,3527.0,1539,0.0,2.295729764181007,31.84,征兵,征兵
Great Dam:ares,1231,370,2.2908204711616573,84.67099918765231,2820.0,1231,0.0,2.295796986518636,30.06,Great Dam:ares,Great Dam:ares
Aerial Mappers,1534,498,2.292046936114733,87.21903520208605,3516.0,1534,0.5651890482398957,2.2960358056265986,32.46,航空制图器,航空制图器
Big Asteroid,1280,393,2.29140625,84.45546875,2933.0,1280,0.0,2.2961832061068703,30.7,大型小行星,大型小行星
Dyson Screens,1153,354,2.2914137033824806,86.96790980052039,2642.0,1153,0.0,2.2967032967032965,30.7,戴森屏,戴森屏
Land Claim,880,265,2.289772727272727,88.77727272727273,2015.0,880,0.0,2.2967032967032965,30.11,宣称领土,宣称领土
Butterfly Effect,435,136,2.282758620689655,89.9287356321839,993.0,435,0.0,2.296774193548387,31.26,蝴蝶效应,蝴蝶效应
Interstellar Colony Ship,942,316,2.290870488322718,90.85774946921444,2158.0,942,0.0,2.2973251028806585,33.55,星际殖民飞船,星际殖民飞船
Lava Flows:ares,702,223,2.2891737891737893,80.63247863247864,1607.0,702,0.0,2.297814207650273,31.77,Lava Flows:ares,Lava Flows:ares
Floater Leasing,388,125,2.283505154639175,89.15721649484536,886.0,388,0.0,2.299043062200957,32.22,漂浮物租贷,漂浮物租贷
Stratospheric Expedition,1811,583,2.297073440088349,87.19050248481501,4160.0,1811,0.0,2.300380228136882,32.19,平流层远征,平流层远征
Venus University,1609,514,2.2970789310130515,87.82038533250466,3696.0,1609,0.0,2.300793166564979,31.95,金星大学,金星大学
Wetlands,405,123,2.28641975308642,83.60740740740741,926.0,405,0.0,2.301149425287356,30.37,湿地,湿地
Space Port Colony,1287,386,2.2968142968142966,89.62082362082361,2956.0,1287,0.0,2.301442672741078,29.99,太空港殖民地,太空港殖民地
Luxury Foods,968,306,2.2954545454545454,89.41115702479338,2222.0,968,0.0,2.3016032064128256,31.61,奢靡大餐,奢靡大餐
Trade Embargo (I),149,53,2.261744966442953,89.1006711409396,337.0,149,0.0,2.3016759776536313,35.57,Trade Embargo (I),Trade Embargo (I)
Rare-Earth Elements,762,247,2.293963254593176,87.14435695538057,1748.0,762,0.0,2.301767676767677,32.41,稀土元素,稀土元素
Pets,1487,463,2.2979152656355075,87.79085406859448,3417.0,1487,9.227975790181574,2.301911667765326,31.14,宠物,宠物
Lichen,662,215,2.293051359516616,87.46374622356495,1518.0,662,0.0,2.302023121387283,32.48,青苔,青苔
Sulphur Exports,920,299,2.2956521739130435,87.72608695652174,2112.0,920,0.0,2.3021052631578947,32.5,硫磺出口贸易,硫磺出口贸易
Asteroid Rights,1546,487,2.298835705045278,85.65265200517464,3554.0,1546,0.36610608020698576,2.3026649746192893,31.5,小行星权力,小行星权力
GHG Import From Venus,374,128,2.2887700534759357,89.61229946524064,856.0,374,0.0,2.3044554455445545,34.22,从金星导入温室气体,从金星导入温室气体
Floating Habs,1456,461,2.301510989010989,87.54052197802197,3351.0,1456,6.480082417582418,2.3055181695827724,31.66,漂浮舱,漂浮舱
Project Inspection,1507,455,2.3019243530192437,87.26410086264102,3469.0,1507,0.0,2.305790500975927,30.19,项目检测,项目检测
Fall of Sunrise,1408,432,2.3025568181818183,84.21448863636364,3242.0,1408,0.0,2.3066759388038944,30.68,拂晓陨落,拂晓陨落
Warp Drive,1465,481,2.3030716723549487,89.2901023890785,3374.0,1465,0.0,2.3070234113712376,32.83,曲率引擎,曲率引擎
Dawn City,1227,387,2.302363488182559,89.40994295028524,2825.0,1227,0.0,2.307080350039777,31.54,拂晓之城,拂晓之城
GHG Producing Bacteria,829,253,2.3003618817852836,84.37032569360676,1907.0,829,1.172496984318456,2.3073341094295694,30.52,温室气体生产细菌,温室气体生产细菌
Saturn Surfing,1609,513,2.305158483530143,87.95773772529522,3709.0,1609,3.7277812305779987,2.3087248322147653,31.88,土星冲浪,土星冲浪
Sister Planet Support,1388,458,2.3047550432276656,86.94740634005764,3199.0,1388,0.0,2.308885754583921,33.0,姊妹星球支持,姊妹星球支持
Cloud Vortex Outpost,267,81,2.2883895131086143,82.02247191011236,611.0,267,0.3445692883895131,2.3097643097643097,30.34,云涡前哨站,云涡前哨站
Moss,638,193,2.300940438871473,87.47335423197492,1468.0,638,0.0,2.309880239520958,30.25,苔藓,苔藓
Summit Logistics,1260,410,2.3055555555555554,86.5531746031746,2905.0,1260,0.0,2.310077519379845,32.54,峰会后勤,峰会后勤
Topsoil Contract,1904,591,2.307247899159664,83.82563025210084,4393.0,1904,0.0,2.31023784901758,31.04,表土合约,表土合约
Noctis Farming,1397,423,2.306370794559771,86.23550465282749,3222.0,1397,0.0,2.3104414856341977,30.28,诺提斯农耕,诺提斯农耕
Starcore Mining,1745,583,2.3088825214899713,87.07106017191977,4029.0,1745,0.0,2.312112676056338,33.41,星核开采,星核开采
Zeppelins,353,119,2.2974504249291785,90.56373937677054,811.0,353,0.0,2.31331592689295,33.71,齐柏林飞艇,齐柏林飞艇
Orbital Reflectors,605,191,2.304132231404959,85.79504132231405,1394.0,605,0.0,2.3133858267716536,31.57,轨道反射镜,轨道反射镜
Expedition Vehicles,802,264,2.306733167082294,90.51745635910224,1850.0,802,0.0,2.313701923076923,32.92,远征车,远征车
Noctis City,1023,314,2.3088954056695994,86.69794721407625,2362.0,1023,0.0,2.314339981006648,30.69,诺提斯城,诺提斯城
Soylent Seedling Systems,132,33,2.272727272727273,40.04545454545455,300.0,132,1.25,2.314814814814815,25.0,索伦特幼苗系统,索伦特幼苗系统
Planetary Alliance,1090,336,2.310091743119266,84.00825688073394,2518.0,1090,0.0,2.3151785714285715,30.83,行星联盟,行星联盟
Fueled Generators,1054,348,2.310246679316888,87.22485768500948,2435.0,1054,0.0,2.3154981549815496,33.02,燃料发动机,燃料发动机
Insulation,239,74,2.292887029288703,89.17154811715481,548.0,239,0.0,2.315985130111524,30.96,绝缘,绝缘
Magnetic Field Dome,511,160,2.305283757338552,90.37377690802349,1178.0,511,0.0,2.3160813308687613,31.31,磁力区域圆顶,磁力区域圆顶
Whales,340,112,2.3,94.82352941176471,782.0,340,3.652941176470588,2.3162162162162163,32.94,鲸鱼,鲸鱼
Kickstarter,985,296,2.3106598984771574,87.63350253807107,2276.0,985,0.0,2.316256157635468,30.05,KS众筹,KS众筹
Ringcom,213,68,2.291079812206573,83.29577464788733,488.0,213,0.0,2.316872427983539,31.92,Ringcom,Ringcom
Darkside Incubation Plant,178,59,2.2865168539325844,86.56179775280899,407.0,178,10.320224719101123,2.3173076923076925,33.15,暗面孵化设施,暗面孵化设施
Refugee Camps,638,209,2.3087774294670846,85.99686520376176,1473.0,638,2.4905956112852663,2.317365269461078,32.76,难民营,难民营
Hermetic Order of Mars,518,166,2.306949806949807,85.44980694980696,1195.0,518,0.0,2.3175182481751824,32.05,火星秘教,火星秘教
Comet,908,272,2.3116740088105727,81.85903083700441,2099.0,908,0.0,2.3176972281449895,29.96,彗星,彗星
Ice Asteroid,935,293,2.312299465240642,84.59786096256684,2162.0,935,0.0,2.3181347150259066,31.34,结冰行星,结冰行星
Communication Center,633,215,2.309636650868878,88.18009478672985,1462.0,633,0.9699842022116903,2.3182503770739067,33.97,通讯中心,通讯中心
Io Sulphur Research,1517,508,2.3150955833882665,88.55174686882005,3512.0,1517,0.0,2.318681318681319,33.49,木卫一的硫磺研究,木卫一的硫磺研究
Plantation,1438,441,2.3150208623087623,86.39568845618915,3329.0,1438,0.0,2.318801089918256,30.67,种植园,种植园
Last Resort Ingenuity,459,146,2.30718954248366,86.43572984749456,1059.0,459,0.0,2.3190184049079754,31.81,即兴才能,即兴才能
Olympus Conference,1916,613,2.316283924843424,87.07567849686848,4438.0,1916,0.5026096033402923,2.3191161356628984,31.99,奥林巴斯峰会,奥林巴斯峰会
Carbonate Processing,305,97,2.301639344262295,85.8295081967213,702.0,305,0.0,2.319402985074627,31.8,碳酸盐处理,碳酸盐处理
Ants,1223,381,2.3172526573998367,86.56336876533115,2834.0,1223,9.262469337694194,2.3216280925778134,31.15,蚂蚁,蚂蚁
Voltaic Metallurgy,654,222,2.3134556574923546,89.47094801223241,1513.0,654,0.0,2.3216374269005846,33.94,伏打冶金,伏打冶金
Immigration Shuttles,616,194,2.313311688311688,89.96428571428571,1425.0,616,0.0,2.321981424148607,31.49,移民航天机,移民航天机
Giant Solar Shade,888,289,2.3164414414414414,86.37837837837837,2057.0,888,0.0,2.3224400871459694,32.55,巨型日光遮蔽器,巨型日光遮蔽器
Beam From A Thorium Asteroid,379,100,2.308707124010554,88.37467018469657,875.0,379,0.0,2.3227383863080684,26.39,钍行星射线,钍行星射线
Air Raid,905,276,2.3171270718232044,86.57016574585636,2097.0,905,0.0,2.322994652406417,30.5,空袭,空袭
Equatorial Magnetizer,220,75,2.3,87.33181818181818,506.0,220,0.0,2.324,34.09,赤道导磁体,赤道导磁体
Homeostasis Bureau,939,275,2.318423855165069,82.09265175718849,2177.0,939,0.0,2.324045407636739,29.29,稳态管理局,稳态管理局
Market Manipulation,951,291,2.3186119873817033,83.80336487907466,2205.0,951,0.0,2.324159021406728,30.6,操控市场,操控市场
Aerial Lenses,152,46,2.289473684210526,79.14473684210526,348.0,152,0.0,2.3241758241758244,30.26,对空透镜,对空透镜
Solar Probe,1651,533,2.3210175651120535,86.9327680193822,3832.0,1651,0.0,2.324211778703153,32.28,太阳探测器,太阳探测器
Mohole Area:ares,486,138,2.314814814814815,78.86008230452676,1125.0,486,0.0,2.3255813953488373,28.4,Mohole Area:ares,Mohole Area:ares
Titan Floating Launch-pad,1035,314,2.320772946859903,86.95072463768116,2402.0,1035,0.9120772946859903,2.3258215962441313,30.34,泰坦漂浮物起飞平台,泰坦漂浮物起飞平台
New Venice,1182,375,2.3214890016920475,86.65059221658207,2744.0,1182,0.0,2.325907590759076,31.73,新威尼斯,新威尼斯
Dust Storm,616,190,2.3181818181818183,80.89772727272727,1428.0,616,0.0,2.3266253869969042,30.84,沙尘暴,沙尘暴
Cow,1368,417,2.323099415204678,85.50292397660819,3178.0,1368,3.2478070175438596,2.32689556509299,30.48,奶牛,奶牛
Solarnet,1372,429,2.323615160349854,87.55830903790087,3188.0,1372,0.0,2.327389443651926,31.27,太阳系网络,太阳系网络
Productive Outpost,1193,367,2.3235540653813915,87.09807208717518,2772.0,1193,0.0,2.327882256745707,30.76,生产前哨站,生产前哨站
Energy Supply,1091,334,2.323556370302475,84.85334555453713,2535.0,1091,0.0,2.328278322925959,30.61,电力补给,电力补给
Banned Delegate,262,82,2.3091603053435112,84.4885496183206,605.0,262,0.0,2.328767123287671,31.3,违法代表,违法代表
Local Shading,1299,400,2.324865280985373,85.35950731331793,3020.0,1299,0.9230177059276367,2.3288186606471033,30.79,局部遮蔽,局部遮蔽
Mining Rights,119,42,2.2857142857142856,88.41176470588235,272.0,119,0.0,2.3288590604026846,35.29,采矿权,采矿权
St. Joseph of Cupertino Mission,495,164,2.319191919191919,89.0969696969697,1148.0,495,0.0,2.3295238095238093,33.13,库比蒂诺圣约瑟夫传教团,库比蒂诺圣约瑟夫传教团
Sky Docks,1660,534,2.3265060240963855,86.83433734939759,3862.0,1660,0.0,2.3295857988165682,32.17,太空码头,太空码头
Trade Advance,585,168,2.3213675213675216,82.68205128205128,1358.0,585,0.0,2.330081300813008,28.72,Trade Advance,Trade Advance
Mars Hot Spring,1096,338,2.3257299270072993,83.62408759124088,2549.0,1096,0.0,2.330373001776199,30.84,火星温泉,火星温泉
Jovian Expedition,1349,420,2.327650111193477,87.4477390659748,3140.0,1349,0.0,2.331399564902103,31.13,木星远征,木星远征
Restricted Area:ares,1553,493,2.330328396651642,85.34191886670959,3619.0,1553,0.0,2.3335439039797854,31.75,Restricted Area:ares,Restricted Area:ares
Survey Mission,962,294,2.3295218295218296,80.24428274428274,2241.0,962,0.0,2.3346774193548385,30.56,探索任务,探索任务
Orbital Laboratories,1055,312,2.3308056872037914,85.07298578199052,2459.0,1055,0.0,2.335483870967742,29.57,轨道实验室,轨道实验室
Cassini Station,730,210,2.328767123287671,89.18493150684931,1700.0,730,0.0,2.335526315789474,28.77,卡西尼太空站,卡西尼太空站
Field-Capped City,1227,349,2.3317033414832924,85.89405052974735,2861.0,1227,0.0,2.335719968178202,28.44,磁场穹顶城市,磁场穹顶城市
Carbon Nanosystems,1732,528,2.3331408775981526,86.02020785219399,4041.0,1732,0.5889145496535797,2.3359818388195235,30.48,碳纳米系统,碳纳米系统
Protected Valley,1107,319,2.332429990966576,84.21409214092141,2582.0,1107,0.0,2.3368513632365877,28.82,受保护的山脉,受保护的山脉
Hired Raiders,1331,397,2.3335837716003005,85.92261457550714,3106.0,1331,0.0,2.337252020573108,29.83,雇佣掠夺者,雇佣掠夺者
Ceres Spaceport,930,284,2.332258064516129,88.75913978494624,2169.0,930,0.0,2.3375,30.54,谷神星太空港,谷神星太空港
Trantor,1591,502,2.3356379635449405,86.25644248900063,3716.0,1591,0.0,2.338679827267119,31.55,川陀,川陀
Unexpected Application,1497,440,2.336005344021376,86.07147628590515,3497.0,1497,0.0,2.3392272429600522,29.39,意外应用,意外应用
Nitrite Reducing Bacteria,612,183,2.331699346405229,85.4281045751634,1427.0,612,1.1094771241830066,2.339563862928349,29.9,亚硝酸盐还原菌,亚硝酸盐还原菌
Waste Incinerator,1507,454,2.3364299933643,84.80358327803583,3521.0,1507,0.0,2.339622641509434,30.13,垃圾焚烧站,垃圾焚烧站
Spin-off Department,1456,463,2.3365384615384617,86.3853021978022,3402.0,1456,0.0,2.3398384925975773,31.8,副产品部门,副产品部门
Friends in High Places,114,40,2.2982456140350878,66.08771929824562,262.0,114,0.0,2.3402777777777777,35.09,高层人脉,高层人脉
Sponsored Academies,1774,540,2.3376550169109356,86.33089064261556,4147.0,1774,0.0,2.3403547671840355,30.44,学术赞助,学术赞助
Asteroid,1314,414,2.337138508371385,84.41704718417047,3071.0,1314,0.0,2.3407738095238093,31.51,小行星,小行星
Mining Rights:ares,1413,428,2.337579617834395,84.93842887473461,3303.0,1413,0.0,2.3409563409563408,30.29,Mining Rights:ares,Mining Rights:ares
Quantum Extractor,1335,436,2.337827715355805,87.85093632958801,3121.0,1335,0.0,2.3413919413919415,32.66,量子提取,量子提取
CrediCor,204,52,2.3186274509803924,53.318627450980394,473.0,204,0.0,2.341880341880342,25.49,CrediCor,CrediCor
Peroxide Power,929,288,2.3369214208826694,86.17115177610334,2171.0,929,0.0,2.3420229405630866,31.0,过氧化氢能源,过氧化氢能源
PR Office,1101,336,2.337874659400545,85.52861035422343,2574.0,1101,0.0,2.3421750663129974,30.52,公关办公室,公关办公室
Rover Construction,1738,514,2.3394706559263523,85.39067894131185,4066.0,1738,0.0,2.3421945701357467,29.57,漫游者建设,漫游者建设
Black Polar Dust,335,97,2.328358208955224,80.61791044776119,780.0,335,0.0,2.3424657534246576,28.96,黑色的极地尘埃,黑色的极地尘埃
Snow Algae,294,88,2.326530612244898,85.35714285714286,684.0,294,0.0,2.3425925925925926,29.93,雪藻,雪藻
Nitrogen from Titan,997,301,2.338014042126379,89.1394182547643,2331.0,997,0.0,2.3427458617332033,30.19,土卫六氮气,土卫六氮气
EcoTec,107,29,2.2990654205607477,73.16822429906541,246.0,107,0.0,2.343065693430657,27.1,EcoTec,EcoTec
Atalanta Planitia Lab,1934,596,2.341261633919338,87.5124095139607,4528.0,1934,0.0,2.3436863543788187,30.82,亚特兰大实验室,亚特兰大实验室
Venus Waystation,1881,595,2.3413078149920254,85.87985114300903,4404.0,1881,0.0,2.3437990580847723,31.63,金星中转站,金星中转站
Think Tank,490,150,2.3346938775510204,89.73469387755102,1144.0,490,0.6326530612244898,2.3442307692307693,30.61,智库,智库
Predators,530,156,2.3358490566037737,91.31698113207547,1238.0,530,3.0547169811320756,2.344642857142857,29.43,捕食者,捕食者
Underground City,585,173,2.336752136752137,86.7897435897436,1367.0,585,0.0,2.3447154471544716,29.57,地下城,地下城
Energy Station,1159,350,2.340811044003451,84.05176876617774,2713.0,1159,0.0,2.3448275862068964,30.2,能源站,能源站
Optimal Aerobraking,1360,428,2.3419117647058822,84.57941176470588,3185.0,1360,0.0,2.3453237410071943,31.47,最优的空气动力制动,最优的空气动力制动
Rego Plastics,1356,394,2.342182890855457,86.00811209439529,3176.0,1356,0.0,2.3455988455988455,29.06,表土塑料,表土塑料
Solar Storm,732,213,2.3401639344262297,83.48633879781421,1713.0,732,0.0,2.3464566929133857,29.1,太阳风暴,太阳风暴
Io Mining Industries,1032,317,2.3420542635658914,90.1172480620155,2417.0,1032,0.0,2.3465160075329567,30.72,木卫一矿业,木卫一矿业
Floater Technology,876,266,2.3413242009132422,88.40525114155251,2051.0,876,0.0,2.3465783664459163,30.37,漂浮物科技,漂浮物科技
Event Analysts,852,263,2.341549295774648,85.98239436619718,1995.0,852,0.0,2.3469387755102042,30.87,事件分析,事件分析
Deimos Down:promo,117,38,2.3076923076923075,81.1025641025641,270.0,117,0.0,2.3469387755102042,32.48,Deimos Down:promo,Deimos Down:promo
Solar Wind Power,1713,524,2.344424985405721,86.04319906596614,4016.0,1713,0.0,2.347102696500287,30.59,太阳风,太阳风
High Temp. Superconductors,782,238,2.3414322250639388,84.36317135549872,1831.0,782,0.0,2.3472906403940885,30.43,超导体改进,超导体改进
Psychrophiles,1036,316,2.3436293436293436,83.99034749034749,2428.0,1036,1.1544401544401544,2.348030018761726,30.5,嗜冷性细菌,嗜冷性细菌
Virus,840,257,2.342857142857143,84.64285714285714,1968.0,840,0.0,2.3482758620689657,30.6,病毒,病毒
Commercial District:ares,897,261,2.3444816053511706,86.09476031215162,2103.0,897,0.0,2.349514563106796,29.1,Commercial District:ares,Commercial District:ares
Space Debris Cleaning Operation,1647,503,2.347905282331512,83.96903460837888,3867.0,1647,0.0,2.3506261180679786,30.54,太空垃圾清理,太空垃圾清理
Floyd Continuum,1738,536,2.348101265822785,84.75373993095512,4081.0,1738,0.0,2.3506787330316743,30.84,弗洛伊德连续体,弗洛伊德连续体
Release of Inert Gases,523,157,2.3422562141491396,89.31548757170172,1225.0,523,0.0,2.3508137432188065,30.02,释放惰性气体,释放惰性气体
United Nations Mission One,172,52,2.3255813953488373,50.5406976744186,400.0,172,0.0,2.3514851485148514,30.23,United Nations Mission One,United Nations Mission One
Terraforming Contract,708,221,2.346045197740113,85.14689265536722,1661.0,708,0.0,2.3523035230352303,31.21,改造合同,改造合同
Minority Refuge,1569,462,2.349904397705545,84.29636711281071,3687.0,1569,0.0,2.352720450281426,29.45,少数民族难民,少数民族难民
Cutting Edge Technology,1784,537,2.350896860986547,85.51457399103138,4194.0,1784,0.0,2.3533627342888646,30.1,前沿科技,前沿科技
Power Infrastructure,725,218,2.3475862068965516,87.34896551724138,1702.0,725,0.0,2.35364238410596,30.07,电力基础设置,电力基础设置
Corona Extractor,965,289,2.349222797927461,87.17927461139897,2267.0,965,0.0,2.3537688442211055,29.95,日冕提取器,日冕提取器
Cartel,1017,340,2.3500491642084564,87.34218289085545,2390.0,1017,0.0,2.3543457497612224,33.43,同业联盟,同业联盟
Wave Power,1031,303,2.3511154219204657,85.86614936954413,2424.0,1031,0.0,2.355325164938737,29.39,潮汐能源,潮汐能源
Rad-chem Factory,1053,319,2.3513770180436846,85.89838556505224,2476.0,1053,0.0,2.355493998153278,30.29,辐射化学工厂,辐射化学工厂
Border Checkpoint,1193,372,2.352891869237217,84.83738474434199,2807.0,1193,0.0,2.356500408830744,31.18,边境检查站,边境检查站
Indentured Workers,1535,465,2.3537459283387623,83.82084690553746,3613.0,1535,0.0,2.356549520766773,30.29,合同工,合同工
Lobby Halls,999,308,2.3523523523523524,84.88588588588588,2350.0,999,0.0,2.3566569484936832,30.83,议会大厅,议会大厅
Public Sponsored Grant,1052,329,2.3536121673003803,85.95152091254752,2476.0,1052,0.0,2.357670979667283,31.27,公共补贴,公共补贴
Mohole Lake,584,159,2.3510273972602738,80.63356164383562,1373.0,584,0.0,2.3583061889250816,27.23,莫霍湖,莫霍湖
Subterranean Reservoir,868,262,2.3536866359447006,82.20506912442396,2043.0,868,0.0,2.3585746102449887,30.18,地下水库,地下水库
Energy Tapping,603,181,2.351575456053068,84.84742951907131,1418.0,603,0.0,2.358609794628752,30.02,能量开发,能量开发
Water to Venus,1082,335,2.355822550831793,85.82809611829944,2549.0,1082,0.0,2.3597122302158273,30.96,输送水源到金星,输送水源到金星
Space Monster Park,1545,507,2.3572815533980584,86.81747572815534,3642.0,1545,1.1527508090614886,2.36,32.82,太空怪兽乐园,太空怪兽乐园
Immigrant City,1353,398,2.3569844789356984,86.31855136733185,3189.0,1353,0.0,2.3600867678958783,29.42,移民城市,移民城市
Supported Research,1412,421,2.3576487252124645,84.86543909348443,3329.0,1412,0.0,2.3606102635228847,29.82,受扶持的研究,受扶持的研究
Lava Tube Settlement,771,223,2.3553826199740597,87.49935149156939,1816.0,771,0.0,2.3607990012484397,28.92,熔岩城,熔岩城
Jovian Defense Department,1177,351,2.3576890399320307,87.88105352591334,2775.0,1177,4.978759558198811,2.36122618061309,29.82,木星防空署,木星防空署
Venus First,970,301,2.3577319587628867,82.3381443298969,2287.0,970,0.0,2.362,31.03,金星优先,金星优先
Research Colony,1652,498,2.3595641646489103,86.1725181598063,3898.0,1652,0.0,2.3620689655172415,30.15,研究殖民地,研究殖民地
Jovian Embassy,1406,425,2.359174964438122,87.99786628733997,3317.0,1406,0.0,2.362116991643454,30.23,木星大使馆,木星大使馆
Interplanetary Colony Ship,1574,461,2.3595933926302415,84.66772554002542,3714.0,1574,0.0,2.362219451371571,29.29,星际殖民船,星际殖民船
Invention Contest,1778,561,2.359955005624297,84.65748031496064,4196.0,1778,0.0,2.362278761061947,31.55,发明竞争,发明竞争
Dusk Laser Mining,1549,466,2.3602324080051647,85.49903163331182,3656.0,1549,0.0,2.3628879037365422,30.08,黄昏激光矿业,黄昏激光矿业
Aerobraked Ammonia Asteroid,127,34,2.3307086614173227,90.51968503937007,296.0,127,0.0,2.3630573248407645,26.77,氮气小行星,氮气小行星
Lunar Mining,942,309,2.358811040339703,87.81210191082802,2222.0,942,0.0,2.3631687242798356,32.8,月球挖掘,月球挖掘
Corridors of Power,248,76,2.346774193548387,83.00806451612904,582.0,248,0.0,2.3633093525179856,30.65,权力走廊,权力走廊
Mercurian Alloys,1558,473,2.360718870346598,85.66431322207958,3678.0,1558,0.0,2.3633501259445846,30.36,水星合金,水星合金
Pioneer Settlement,1253,362,2.36073423782921,83.22027134876296,2958.0,1253,0.0,2.363990646921278,28.89,定居点,定居点
Breathing Filters,1155,353,2.361038961038961,88.47099567099568,2727.0,1155,0.0,2.3645569620253166,30.56,呼吸过滤器,呼吸过滤器
Business Contacts,1732,551,2.3625866050808315,84.5513856812933,4092.0,1732,0.0,2.364926220204313,31.81,商业合同,商业合同
Orbital Cleanup,1721,522,2.3625798954096457,86.53515398024405,4066.0,1721,0.0,2.3649343232438604,30.33,轨道清洁,轨道清洁
Rust Eating Bacteria,339,91,2.353982300884956,82.98230088495575,798.0,339,8.766961651917404,2.3658536585365852,26.84,锈蚀细菌,锈蚀细菌
Research,1749,534,2.3636363636363638,85.81761006289308,4134.0,1749,0.0,2.3659359190556493,30.53,研究,研究
Return to Abandoned Technology,1405,416,2.3637010676156582,86.16512455516015,3321.0,1405,0.0,2.3665505226480836,29.61,废稿回收,废稿回收
Flooding,811,238,2.3625154130702835,82.38471023427867,1916.0,811,0.0,2.367419738406659,29.35,洪水,洪水
Miranda Resort,1535,478,2.365472312703583,86.55635179153094,3631.0,1535,0.0,2.368051118210863,31.14,米兰达度假村,米兰达度假村
Sister Planet Sponsors,1308,408,2.3654434250764527,86.49617737003058,3094.0,1308,0.0,2.368460388639761,31.19,姊妹星球赞助,姊妹星球赞助
Martian Repository,719,226,2.3630041724617525,90.62865090403338,1699.0,719,10.03894297635605,2.3684913217623498,31.43,火星仓库,火星仓库
High Circles,523,156,2.361376673040153,80.47227533460803,1235.0,523,0.0,2.368896925858951,29.83,高层圈子,高层圈子
Martian Dust Processing Plant,498,148,2.36144578313253,87.33333333333333,1176.0,498,0.0,2.3693181818181817,29.72,粉尘加工厂,粉尘加工厂
Asteroid Deflection System,762,237,2.3648293963254594,85.94488188976378,1802.0,762,1.2874015748031495,2.369949494949495,31.1,小行星防卫系统,小行星防卫系统
Bio Printing Facility,459,126,2.3616557734204795,87.45533769063181,1084.0,459,0.0,2.3701431492842535,27.45,生物打印设备,生物打印设备
Import of Advanced GHG,877,261,2.3660205245153936,84.30672748004561,2075.0,877,0.0,2.37045203969129,29.76,输入高级温室气体,输入高级温室气体
Mars University,1825,568,2.3687671232876713,84.69589041095891,4323.0,1825,0.0,2.37088948787062,31.12,火星大学,火星大学
Livestock,452,135,2.3628318584070795,91.65044247787611,1068.0,452,3.6238938053097347,2.371369294605809,29.87,畜牧,畜牧
Battery Factory,635,201,2.3653543307086613,89.06771653543306,1502.0,635,0.0,2.3714285714285714,31.65,电池工厂,电池工厂
Trading Colony,1127,339,2.368234250221828,85.58473824312334,2669.0,1127,0.0,2.3716508210890233,30.08,交易殖民地,交易殖民地
Power Supply Consortium,594,186,2.3653198653198655,88.65993265993266,1405.0,594,0.0,2.371794871794872,31.31,电力供应共同体,电力供应共同体
Prefabrication of Human Habitats,420,120,2.3642857142857143,87.52857142857142,993.0,420,0.0,2.3733333333333335,28.57,房屋预制,房屋预制
Corroder Suits,1147,331,2.3705318221447254,85.70706190061028,2719.0,1147,0.0,2.3738317757009346,28.86,防护服,防护服
Corporate Stronghold,593,163,2.367622259696459,82.39629005059022,1404.0,593,0.0,2.373996789727127,27.49,公司据点,公司据点
ArchaeBacteria,619,161,2.368336025848142,82.63489499192245,1466.0,619,0.0,2.37442218798151,26.01,古细菌类,古细菌类
Dirigibles,1286,375,2.3716951788491447,85.7846034214619,3050.0,1286,0.8530326594090202,2.3746200607902734,29.16,悬浮艇,悬浮艇
Corporate Archives,556,173,2.368705035971223,82.91906474820144,1317.0,556,0.0,2.3754266211604094,31.12,公司档案馆,公司档案馆
Vitor,223,65,2.3587443946188342,80.05829596412556,526.0,223,0.0,2.375494071146245,29.15,Vitor,Vitor
Recruitment,571,171,2.369527145359019,85.14535901926445,1353.0,571,0.0,2.3760399334442597,29.95,雇佣,雇佣
Jet Stream Microscrappers,427,132,2.36768149882904,83.14519906323186,1011.0,427,0.7868852459016393,2.37636761487965,30.91,急流采集器,急流采集器
Luna Metropolis,1266,379,2.373617693522907,87.48736176935229,3005.0,1266,0.0,2.376543209876543,29.94,月神都会,月神都会
Nobel Labs,1094,320,2.373857404021938,87.71755027422303,2597.0,1094,0.0,2.377224199288256,29.25,诺贝尔劳动奖,诺贝尔劳动奖
星际碎屑,623,190,2.3723916532905296,85.79293739967898,1478.0,623,7.332263242375602,2.378254211332312,30.5,星际碎屑,星际碎屑
Sub-Crust Measurements,1600,494,2.37625,85.761875,3802.0,1600,0.0,2.378527607361963,30.88,测量地壳,测量地壳
