card_name,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,avg_resources,weighted_avg_score,win_rate,cn_name,cn_name_plot
Soil Factory,449,147,2.2383073496659245,91.85523385300668,1005.0,449,0.0,2.2546972860125263,32.74,土壤工厂,土壤工厂
Teslaract,311,106,2.2315112540192925,90.63987138263666,694.0,311,0.0,2.2551319648093844,34.08,泰斯拉立方体,泰斯拉立方体
Vote Of No Confidence,234,84,2.2264957264957266,84.88888888888889,521.0,234,0.0,2.257575757575758,35.9,不信任票,不信任票
Martian Monuments,222,76,2.225225225225225,92.97747747747748,494.0,222,0.0,2.257936507936508,34.23,火星纪念碑,火星纪念碑
Vermin,182,63,2.21978021978022,85.35164835164835,404.0,182,7.642857142857143,2.259433962264151,34.62,害兽,害兽
Decomposers,1708,542,2.2558548009367683,86.84953161592506,3853.0,1708,11.309718969555036,2.2600690448791716,31.73,分解者,分解者
Venus Trade Hub,1386,463,2.2554112554112553,88.55194805194805,3126.0,1386,0.0,2.260593220338983,33.41,金星贸易中心,金星贸易中心
Cloud City (V),1164,397,2.2551546391752577,86.96134020618557,2625.0,1164,0.0,2.2613065326633164,34.11,Cloud City (V),Cloud City (V)
Anthozoa,580,186,2.25,88.6448275862069,1305.0,580,2.7431034482758623,2.262295081967213,32.07,珊瑚动物,珊瑚动物
Special Permit,484,162,2.2479338842975207,85.54132231404958,1088.0,484,0.0,2.262645914396887,33.47,特别许可,特别许可
Hospitals,1291,411,2.2571649883811,88.68164213787762,2914.0,1291,4.426800929512006,2.2626797880393643,31.84,医院,医院
GMO Contract,1578,515,2.258555133079848,85.9721166032953,3564.0,1578,0.0,2.263059701492537,32.64,转基因生物合约,转基因生物合约
Secret Labs,1351,453,2.2590673575129534,88.35159141376758,3052.0,1351,0.0,2.264301230992035,33.53,秘密实验室,秘密实验室
Sabotage,688,208,2.254360465116279,85.48837209302326,1551.0,688,0.0,2.264623955431755,30.23,蓄意破坏,蓄意破坏
Titan Air-scrapping,404,131,2.2475247524752477,94.61386138613861,908.0,404,0.5,2.2649769585253456,32.43,处理泰坦空气,处理泰坦空气
Permafrost Extraction,449,144,2.249443207126949,86.22048997772829,1010.0,449,0.0,2.2651356993736953,32.07,冻土精炼,冻土精炼
Mining Area:ares,1280,429,2.26015625,86.41796875,2893.0,1280,0.0,2.265648854961832,33.52,Mining Area:ares,Mining Area:ares
Protected Habitats,712,229,2.2570224719101124,86.38904494382022,1607.0,712,0.0,2.266846361185984,32.16,受保护的栖息地,受保护的栖息地
Huygens Observatory,1365,445,2.2637362637362637,87.37362637362638,3090.0,1365,0.0,2.2688172043010755,32.6,惠更斯天文台,惠更斯天文台
Jovian Lanterns,729,242,2.2606310013717423,91.81481481481481,1648.0,729,9.112482853223593,2.270092226613966,33.2,木星灯,木星灯
Forced Precipitation,702,216,2.2606837606837606,87.37464387464388,1587.0,702,0.443019943019943,2.2704918032786887,30.77,强制降水,强制降水
Moon Tether,1031,335,2.265761396702231,90.62366634335596,2336.0,1031,0.0,2.2723845428840717,32.49,地月连结,地月连结
New Holland,450,141,2.2577777777777777,87.76444444444445,1016.0,450,0.0,2.2729166666666667,31.33,新荷兰,新荷兰
Protected Growth,318,109,2.251572327044025,79.76100628930817,716.0,318,0.0,2.2729885057471266,34.28,受保护的生长,受保护的生长
Terraforming Control Station,1663,540,2.269993986770896,87.20264582080577,3775.0,1663,0.0,2.2740696987595985,32.47,改造控制站,改造控制站
Imported Hydrogen,1562,513,2.270806658130602,86.46606914212548,3547.0,1562,0.0,2.2751256281407035,32.84,外部注入氢气,外部注入氢气
L1 Trade Terminal,976,322,2.2684426229508197,90.95389344262296,2214.0,976,0.0,2.275347912524851,32.99,L1 贸易终端,L1 贸易终端
Electric Sheep,663,216,2.2654600301659125,92.20060331825037,1502.0,663,4.722473604826546,2.2756132756132756,32.58,电子羊,电子羊
Extremophiles,1842,592,2.271986970684039,86.13626492942454,4185.0,1842,4.836047774158524,2.2756410256410255,32.14,极端微生物,极端微生物
Data Leak,445,141,2.2606741573033706,88.8067415730337,1006.0,445,0.0,2.2757894736842106,31.69,数据泄露,数据泄露
Jovian Envoys,731,239,2.2667578659370724,89.70177838577291,1657.0,731,0.0,2.275952693823916,32.69,木星来使,木星来使
Pollinators,422,139,2.2606635071090047,91.37203791469194,954.0,422,4.597156398104265,2.2765486725663715,32.94,授粉者,授粉者
Hydrothermal Vent Archaea,1358,430,2.271723122238586,86.61782032400589,3085.0,1358,10.591310751104565,2.276657060518732,31.66,深海热泉细菌,深海热泉细菌
Red Ships,1636,541,2.2732273838630808,86.02506112469437,3719.0,1636,0.0,2.277310924369748,33.07,红色舰队,红色舰队
Pride of the Earth Arkship,539,175,2.2653061224489797,94.00556586270872,1221.0,539,4.684601113172541,2.2776801405975395,32.47,地球方舟的骄傲,地球方舟的骄傲
Red Spot Observatory,1669,565,2.2738166566806473,88.73457159976033,3795.0,1669,0.5200718993409227,2.27781047675103,33.85,红斑实验室,红斑实验室
Algae,859,269,2.270081490104773,86.47613504074505,1950.0,859,0.0,2.277840269966254,31.32,海藻,海藻
Clone Troopers (II),322,103,2.2577639751552794,90.36645962732919,727.0,322,1.9472049689440993,2.278409090909091,31.99,Clone Troopers (II),Clone Troopers (II)
Bioengineering Enclosure,609,200,2.2676518883415433,91.42528735632185,1381.0,609,0.6995073891625616,2.2785602503912363,32.84,生物工程组件,生物工程组件
Cloud Tourism,1370,436,2.2737226277372264,89.292700729927,3115.0,1370,5.5715328467153284,2.2785714285714285,31.82,云端旅游,云端旅游
Ice Cap Melting,257,80,2.252918287937743,86.89105058365759,579.0,257,0.0,2.278745644599303,31.13,冰川融化,冰川融化
Interplanetary Alliance,1663,548,2.274804570054119,88.29464822609741,3783.0,1663,0.0,2.2787950383933846,32.95,星际联邦,星际联邦
Space Port,942,316,2.2717622080679405,90.1443736730361,2140.0,942,0.0,2.27880658436214,33.55,太空港,太空港
Solar Farm,1123,369,2.27426536064114,84.81389136242208,2554.0,1123,0.0,2.280138768430182,32.86,太阳能农场,太阳能农场
Sponsoring Nation,609,194,2.270935960591133,91.6896551724138,1383.0,609,0.0,2.2816901408450705,31.86,主办国,主办国
Specialized Settlement,1090,357,2.276146788990826,86.49174311926606,2481.0,1090,0.0,2.282142857142857,32.75,专业定居点,专业定居点
Thermophiles,1011,320,2.2759643916913945,88.24233432245302,2301.0,1011,0.9703264094955489,2.282420749279539,31.65,嗜热菌,嗜热菌
Interplanetary Transport,1067,349,2.2774133083411434,89.51640112464855,2430.0,1067,0.0,2.283500455788514,32.71,星际运输,星际运输
Landfill,125,44,2.232,83.88,279.0,125,0.0,2.2838709677419353,35.2,垃圾填埋场,垃圾填埋场
Airliners,627,200,2.274322169059011,89.73365231259969,1426.0,627,0.0,2.284627092846271,31.9,航空公司,航空公司
Media Archives,1623,537,2.2809611829944547,86.60320394331485,3702.0,1623,0.0,2.2849364791288567,33.09,多媒体档案库,多媒体档案库
Geological Expedition,1079,358,2.278962001853568,89.8563484708063,2459.0,1079,0.0,2.284941388638413,33.18,地质探险,地质探险
Giant Ice Asteroid,888,274,2.2781531531531534,81.88626126126127,2023.0,888,0.0,2.2854030501089326,30.86,巨冰行星,巨冰行星
Penguins,1273,401,2.2804399057344855,87.92930086410055,2903.0,1273,3.3974862529457974,2.2854950115118955,31.5,企鹅,企鹅
Domed Crater,618,190,2.2766990291262137,84.73624595469256,1407.0,618,0.0,2.287037037037037,30.74,圆顶火山口,圆顶火山口
Respiration Enhance,993,338,2.280966767371601,88.10976837865056,2265.0,993,0.0,2.2873900293255134,34.04,呼吸作用增强,呼吸作用增强
Fleet Recycling,1036,338,2.281853281853282,88.4034749034749,2364.0,1036,0.0,2.2879924953095685,32.63,飞船回收,飞船回收
Tropical Resort,449,137,2.2739420935412027,88.728285077951,1021.0,449,0.0,2.288100208768267,30.51,热带度假胜地,热带度假胜地
Neutralizer Factory,1299,435,2.2832948421862973,88.7197844495766,2966.0,1299,0.0,2.288186606471031,33.49,中和剂工厂,中和剂工厂
Earth Office,1698,558,2.2850412249705534,87.02414605418139,3880.0,1698,0.0,2.2887731481481484,32.86,地球办公室,地球办公室
Ambient,115,38,2.234782608695652,78.12173913043478,257.0,115,0.0,2.2896551724137932,33.04,,
Venusian Insects,1796,604,2.2861915367483294,87.62193763919822,4106.0,1796,9.042873051224944,2.2897042716319826,33.63,金星昆虫,金星昆虫
Wildlife Dome,1316,392,2.2857142857142856,83.60030395136778,3008.0,1316,0.0,2.290490341753343,29.79,野生生物穹顶,野生生物穹顶
PolderTECH Dutch,128,41,2.2421875,39.296875,287.0,128,0.0,2.2911392405063293,32.03,荷兰圩田科技,荷兰圩田科技
Research Outpost,1778,571,2.2879640044994374,85.99831271091114,4068.0,1778,0.0,2.291482300884956,32.11,科研前哨站,科研前哨站
Jupiter Floating Station,1232,392,2.2865259740259742,89.53652597402598,2817.0,1232,1.8993506493506493,2.2916006339144217,31.82,木星浮动站,木星浮动站
Viral Enhancers,1911,617,2.2888540031397175,85.82417582417582,4374.0,1911,0.0,2.2921174652241114,32.29,病毒增强,病毒增强
Cupola City,752,239,2.285904255319149,85.98005319148936,1719.0,752,0.0,2.2941176470588234,31.78,穹顶舱城市,穹顶舱城市
Arctic Algae,891,273,2.287317620650954,83.19753086419753,2038.0,891,0.0,2.2942453854505973,30.64,北极的藻类植物,北极的藻类植物
