user_id,total_games,total_wins,total_position_sum,total_score_sum,total_generations_sum,total_tr_sum,total_cards_played_sum,tr_games,cards_games,avg_position,avg_score,avg_generations,avg_tr,avg_cards_played,min_score,max_score,min_position,win_rate,user_name
u52e386dc1253,38,0,76,3351,365,1544.0,1546.0,38,38,2.0,88.18,9.61,40.63,40.68,39,162,2,0.0,奥朗德
u4f00de68e1ce,37,6,68,4030,386,1785.0,1658.0,37,37,1.838,108.92,10.43,48.24,44.81,70,196,1,16.22,小冉
u4aef53cdf749,36,17,55,5043,322,1821.0,2716.0,36,36,1.528,140.08,8.94,50.58,75.44,48,337,1,47.22,屈先生
ud3ada8bb4d05,35,28,42,5205,290,1888.0,2282.0,35,35,1.2,148.71,8.29,53.94,65.2,64,488,1,80.0,fdpat04
u5197689e1093,34,23,45,3714,327,1514.0,1313.0,34,34,1.324,109.24,9.62,44.53,38.62,72,179,1,67.65,hxy
390c9a894acd,33,24,42,4761,313,1958.0,1987.0,33,33,1.273,144.27,9.48,59.33,60.21,86,246,1,72.73,双子
2450c74ea170,33,15,51,3846,281,1687.0,1573.0,33,33,1.545,116.55,8.52,51.12,47.67,67,252,1,45.45,晓黑
u89c3c8a98449,32,9,55,3954,291,1469.0,2339.0,32,32,1.719,123.56,9.09,45.91,73.09,51,307,1,28.12,无梦
u8de27551bcf4,32,14,50,3965,383,1639.0,1739.0,32,32,1.562,123.91,11.97,51.22,54.34,86,204,1,43.75,szh
u2085f4d4d25b,31,16,46,4851,321,1555.0,2530.0,31,31,1.484,156.48,10.35,50.16,81.61,67,268,1,51.61,wq
u799e325a24b0,30,14,46,5065,305,1527.0,2734.0,30,30,1.533,168.83,10.17,50.9,91.13,47,743,1,46.67,156_20000000
ucfdaafb560c7,30,29,31,7654,361,2583.0,4336.0,30,30,1.033,255.13,12.03,86.1,144.53,155,481,1,96.67,wilhelm
u59cdb7a61e19,28,15,41,3617,317,1488.0,1694.0,28,28,1.464,129.18,11.32,53.14,60.5,57,290,1,53.57,9death
ucc028884b688,28,25,31,3727,279,1450.0,1568.0,28,28,1.107,133.11,9.96,51.79,56.0,103,188,1,89.29,yuechen
34fb260b5198,27,22,32,3747,288,1319.0,1762.0,27,27,1.185,138.78,10.67,48.85,65.26,88,213,1,81.48,制裁苏总的黄sir
ue5e0760457fa,27,19,35,3609,346,1371.0,1356.0,27,27,1.296,133.67,12.81,50.78,50.22,77,192,1,70.37,酸奶
u1d6428ad859d,26,24,28,4427,267,1370.0,2100.0,26,26,1.077,170.27,10.27,52.69,80.77,90,329,1,92.31,crosshappy
u4e84c62299ea,25,17,33,3290,307,1250.0,1421.0,25,25,1.32,131.6,12.28,50.0,56.84,93,216,1,68.0,shoval
u7a90ab469d46,25,8,42,3025,307,1149.0,1168.0,25,25,1.68,121.0,12.28,45.96,46.72,76,166,1,32.0,jiaa
ua6967fc12f43,25,19,31,4781,215,1605.0,2196.0,25,25,1.24,191.24,8.6,64.2,87.84,81,761,1,76.0,tree
u3cf5ad36f700,25,12,38,2893,213,1191.0,1274.0,25,25,1.52,115.72,8.52,47.64,50.96,76,175,1,48.0,xiang.fan
ua42acdf95885,25,19,31,3743,213,1251.0,1828.0,25,25,1.24,149.72,8.52,50.04,73.12,67,367,1,76.0,流星小傻瓜
u5314570ee9eb,24,13,35,2637,255,1117.0,1015.0,24,24,1.458,109.88,10.62,46.54,42.29,73,167,1,54.17,maozhuzi
ue0f8feb1b134,21,12,30,2475,244,1053.0,1130.0,21,21,1.429,117.86,11.62,50.14,53.81,79,206,1,57.14,青花鱼
u6764c839eb92,21,3,39,1958,228,802.0,927.0,21,21,1.857,93.24,10.86,38.19,44.14,51,126,1,14.29,鱼见
u8c54127da7dd,21,9,33,3597,244,934.0,1657.0,20,20,1.571,171.29,11.62,46.7,82.85,115,269,1,42.86,小水先森
bc3c336de363,21,3,39,2383,226,927.0,1048.0,21,21,1.857,113.48,10.76,44.14,49.9,82,160,1,14.29,小心小新小星
d6b023ce7046,21,13,29,4472,200,1358.0,2094.0,21,21,1.381,212.95,9.52,64.67,99.71,42,425,1,61.9,shorst
u3be47ade0bd4,21,2,40,2465,255,1079.0,1006.0,21,21,1.905,117.38,12.14,51.38,47.9,62,272,1,9.52,葫芦娃
u51519e67a3f6,20,14,26,2805,267,954.0,1323.0,20,20,1.3,140.25,13.35,47.7,66.15,93,199,1,70.0,deemo98
5c4518b48b81,20,10,30,2706,163,1035.0,1477.0,20,20,1.5,135.3,8.15,51.75,73.85,27,353,1,50.0,anan
u71641a23f2e6,20,7,33,2892,219,968.0,1483.0,20,20,1.65,144.6,10.95,48.4,74.15,72,300,1,35.0,fyf
u264ae5f51ae5,20,12,28,2272,169,936.0,934.0,20,20,1.4,113.6,8.45,46.8,46.7,81,163,1,60.0,愿仔wish
ude02ab616061,20,14,26,3800,204,1304.0,1788.0,20,20,1.3,190.0,10.2,65.2,89.4,122,281,1,70.0,maya01
u2d291963bab3,19,6,32,2254,253,939.0,820.0,19,19,1.684,118.63,13.32,49.42,43.16,80,152,1,31.58,禾禾
u2f89fd1cb08b,19,4,34,1979,157,727.0,897.0,19,19,1.789,104.16,8.26,38.26,47.21,46,195,1,21.05,esddse1
f467a3edf1fd,19,14,24,3010,172,1048.0,1661.0,19,19,1.263,158.42,9.05,55.16,87.42,36,332,1,73.68,初之晴天
u56947fcdc5c2,19,14,24,2898,178,1117.0,1041.0,19,19,1.263,152.53,9.37,58.79,54.79,88,265,1,73.68,echo
ufc061de9e7c9,19,14,24,2215,223,815.0,953.0,19,19,1.263,116.58,11.74,42.89,50.16,66,168,1,73.68,戦わなければ死ぬ
383cca45f613,19,12,26,2868,194,975.0,1504.0,19,19,1.368,150.95,10.21,51.32,79.16,49,293,1,63.16,思锐
u9e53b2a49555,19,15,23,3439,218,1168.0,1277.0,19,19,1.211,181.0,11.47,61.47,67.21,90,338,1,78.95,monk
32bfb3f9a500,18,9,27,2932,169,1055.0,1462.0,18,18,1.5,162.89,9.39,58.61,81.22,83,266,1,50.0,rjw
uc709b05827b6,18,8,28,2725,154,903.0,1311.0,18,18,1.556,151.39,8.56,50.17,72.83,50,271,1,44.44,时尘
u298507e5cd5d,17,10,24,2632,228,985.0,1149.0,17,17,1.412,154.82,13.41,57.94,67.59,96,233,1,58.82,小拇指
d1d87faf7f69,17,7,27,1893,161,831.0,779.0,17,17,1.588,111.35,9.47,48.88,45.82,47,144,1,41.18,陆时
ud8de13ab0b04,17,0,34,1882,223,650.0,794.0,17,17,2.0,110.71,13.12,38.24,46.71,73,152,2,0.0,gezi
u532da7a717a4,17,6,28,2477,150,775.0,1202.0,17,17,1.647,145.71,8.82,45.59,70.71,79,240,1,35.29,皮儿利
u8c22b3aebbc6,17,13,21,2432,166,994.0,892.0,17,17,1.235,143.06,9.76,58.47,52.47,75,249,1,76.47,火星猫
u7734cdb09eed,17,11,23,1605,168,653.0,443.0,15,15,1.353,94.41,9.88,43.53,29.53,66,126,1,64.71,狮哥
u3103258ad832,16,10,22,1970,159,871.0,890.0,16,16,1.375,123.12,9.94,54.44,55.62,78,235,1,62.5,枫叶
adbc70c52480,16,2,30,1623,188,722.0,582.0,16,16,1.875,101.44,11.75,45.12,36.38,74,127,1,12.5,imisswonder
u91dbb9d04496,16,12,20,1647,128,829.0,552.0,16,16,1.25,102.94,8.0,51.81,34.5,73,130,1,75.0,zhulong233
ueac88f67346d,16,14,18,1857,188,713.0,777.0,16,16,1.125,116.06,11.75,44.56,48.56,83,165,1,87.5,kanesiphy
8e3759477720,16,15,17,2488,156,843.0,964.0,15,15,1.062,155.5,9.75,56.2,64.27,85,360,1,93.75,bellaa
e578cd4d3823,15,13,17,2559,143,819.0,1099.0,15,15,1.133,170.6,9.53,54.6,73.27,121,266,1,86.67,act5st
u7bcf93545d5f,15,12,18,1873,189,850.0,712.0,15,15,1.2,124.87,12.6,56.67,47.47,87,164,1,80.0,raven
u8cf80a9a3e7f,15,8,22,2169,180,800.0,863.0,15,15,1.467,144.6,12.0,53.33,57.53,75,253,1,53.33,帽子1
u6495fcc0a3eb,15,2,28,1929,151,749.0,915.0,15,15,1.867,128.6,10.07,49.93,61.0,86,178,1,13.33,_xiaobai_yyds_
u63b186e8c471,15,9,21,1851,131,757.0,877.0,15,15,1.4,123.4,8.73,50.47,58.47,65,244,1,60.0,木更小姐可爱捏
5f2df2684d33,15,14,16,2367,150,763.0,1007.0,15,15,1.067,157.8,10.0,50.87,67.13,87,254,1,93.33,小z
u50a2c302101d,15,2,28,1951,218,815.0,1207.0,15,15,1.867,130.07,14.53,54.33,80.47,67,259,1,13.33,御守千依
u122596705be2,15,2,28,1362,125,537.0,703.0,15,15,1.867,90.8,8.33,35.8,46.87,57,140,1,13.33,冬の花
ub559cc098229,15,14,16,1888,146,785.0,908.0,15,15,1.067,125.87,9.73,52.33,60.53,96,188,1,93.33,efhk
ue2f4694759e5,14,7,21,1681,129,672.0,622.0,14,14,1.5,120.07,9.21,48.0,44.43,58,186,1,50.0,muscari
59ce7a2bfade,14,12,16,1806,128,804.0,746.0,14,14,1.143,129.0,9.14,57.43,53.29,86,213,1,85.71,白银
ef6915e9319e,14,13,15,3208,125,900.0,1550.0,14,14,1.071,229.14,8.93,64.29,110.71,69,881,1,92.86,woowoo
uf9d58493c13c,14,11,17,2292,128,837.0,1009.0,14,14,1.214,163.71,9.14,59.79,72.07,90,267,1,78.57,ikun
u1691632a6ab2,14,6,22,2377,120,845.0,1206.0,14,14,1.571,169.79,8.57,60.36,86.14,63,535,1,42.86,llluuu
u7f413dfb498d,14,6,22,2122,196,714.0,909.0,14,14,1.571,151.57,14.0,51.0,64.93,126,214,1,42.86,猫大叔
uc60343e4ebfe,14,5,23,1581,178,649.0,638.0,14,14,1.643,112.93,12.71,46.36,45.57,84,152,1,35.71,ptt
u2700ee4e6a2b,13,7,19,1871,114,676.0,913.0,13,13,1.462,143.92,8.77,52.0,70.23,54,258,1,53.85,驱岩之力
u297294d6dd6d,13,4,22,1361,111,594.0,440.0,13,13,1.692,104.69,8.54,45.69,33.85,75,132,1,30.77,lolierl
u9af40bc870da,13,1,25,1224,167,539.0,549.0,13,13,1.923,94.15,12.85,41.46,42.23,69,114,1,7.69,极猫
u4b6b6a4b3918,13,7,19,1491,144,662.0,439.0,13,13,1.462,114.69,11.08,50.92,33.77,80,178,1,53.85,kanon
u469909c58a8b,13,10,16,1659,141,680.0,710.0,13,13,1.231,127.62,10.85,52.31,54.62,100,225,1,76.92,karozz
uae379c6cf28a,13,4,22,1622,123,678.0,702.0,13,13,1.692,124.77,9.46,52.15,54.0,72,210,1,30.77,mio
uc28ae6b0031c,13,12,14,1958,146,711.0,897.0,13,13,1.077,150.62,11.23,54.69,69.0,102,211,1,92.31,得闲饮茶
ucd5cab68385a,13,11,15,1825,165,619.0,703.0,12,12,1.154,140.38,12.69,51.58,58.58,106,172,1,84.62,dwdw
1635a02b921f,13,9,17,1648,100,708.0,845.0,13,13,1.308,126.77,7.69,54.46,65.0,84,191,1,69.23,sailij
2d6fc80f3e8b,13,8,18,1985,119,809.0,857.0,13,13,1.385,152.69,9.15,62.23,65.92,101,228,1,61.54,彩虹
ababfd0108bd,13,5,21,1421,136,627.0,562.0,13,13,1.615,109.31,10.46,48.23,43.23,64,156,1,38.46,sinnsoku
ue4cef5f26147,13,6,20,1510,144,517.0,751.0,13,13,1.538,116.15,11.08,39.77,57.77,81,204,1,46.15,milky
c389910194c5,12,6,18,1320,103,582.0,605.0,12,12,1.5,110.0,8.58,48.5,50.42,76,203,1,50.0,琴酒
ubcb252485fa4,12,6,18,1168,133,584.0,379.0,12,12,1.5,97.33,11.08,48.67,31.58,68,118,1,50.0,狗汁
uab33c1444ad1,12,9,15,1597,129,585.0,715.0,12,12,1.25,133.08,10.75,48.75,59.58,62,265,1,75.0,leyline
u16b9fa9b6e9e,12,6,18,1163,133,573.0,321.0,12,12,1.5,96.92,11.08,47.75,26.75,60,113,1,50.0,咩咩
u888d42c23b94,12,5,19,2056,114,699.0,1131.0,12,12,1.583,171.33,9.5,58.25,94.25,49,535,1,41.67,tian8848
ua76c30a1f5d6,12,2,22,1503,155,595.0,522.0,12,12,1.833,125.25,12.92,49.58,43.5,91,208,1,16.67,cola96
772804213466,12,9,15,1515,102,620.0,618.0,12,12,1.25,126.25,8.5,51.67,51.5,93,187,1,75.0,useful
u1327ad97cdef,12,12,12,2018,153,719.0,884.0,12,12,1.0,168.17,12.75,59.92,73.67,120,245,1,100.0,铱星
ub70c55f2cb48,12,4,20,1333,107,572.0,459.0,12,12,1.667,111.08,8.92,47.67,38.25,60,361,1,33.33,我就是我
u75f3b277dae0,11,5,17,1930,154,571.0,894.0,11,11,1.545,175.45,14.0,51.91,81.27,125,204,1,45.45,小拇指二号
ua987ff03af8a,11,8,14,1427,131,520.0,536.0,11,11,1.273,129.73,11.91,47.27,48.73,68,194,1,72.73,darker
uf4403b31785b,11,4,18,1087,98,472.0,380.0,11,11,1.636,98.82,8.91,42.91,34.55,66,144,1,36.36,星星
b87157a443e2,11,10,12,2360,96,726.0,945.0,11,11,1.091,214.55,8.73,66.0,85.91,74,579,1,90.91,wee0815
dddf58451851,11,6,16,1414,96,524.0,742.0,11,11,1.455,128.55,8.73,47.64,67.45,50,193,1,54.55,等七月の雪
8fb6a4df89a4,11,5,17,1831,102,536.0,832.0,11,11,1.545,166.45,9.27,48.73,75.64,62,444,1,45.45,羊羊队立大功
5a66d1149dc6,11,7,15,1541,101,607.0,628.0,11,11,1.364,140.09,9.18,55.18,57.09,46,265,1,63.64,darisen
ud5cbfec1d6dd,11,8,14,1466,132,547.0,562.0,11,11,1.273,133.27,12.0,49.73,51.09,117,171,1,72.73,kirtust
u9a162b2357d2,11,3,19,1186,131,483.0,486.0,11,11,1.727,107.82,11.91,43.91,44.18,80,167,1,27.27,vva
u9d74ff97a684,11,7,15,1090,98,567.0,408.0,11,11,1.364,99.09,8.91,51.55,37.09,70,160,1,63.64,暗黑绿皮
u938fa5fc6c1e,11,6,16,1553,136,546.0,774.0,11,11,1.455,141.18,12.36,49.64,70.36,80,241,1,54.55,gongqiang
u533d0a0f88e9,11,8,14,1104,115,526.0,434.0,11,11,1.273,100.36,10.45,47.82,39.45,76,121,1,72.73,pt
fb677bca918a,11,5,17,1365,93,507.0,601.0,11,11,1.545,124.09,8.45,46.09,54.64,82,254,1,45.45,hanmoyesang
ue6027cea32ee,11,2,20,1196,107,503.0,726.0,11,11,1.818,108.73,9.73,45.73,66.0,70,161,1,18.18,我是猫阀大人
uc4fd8292c34b,11,4,18,1379,105,485.0,634.0,11,11,1.636,125.36,9.55,44.09,57.64,80,181,1,36.36,anvelbeta
u5d028c2072d7,11,6,16,1171,128,571.0,421.0,11,11,1.455,106.45,11.64,51.91,38.27,81,149,1,54.55,tadechurencai
u11fa7b8259df,11,8,14,1612,123,557.0,599.0,11,11,1.273,146.55,11.18,50.64,54.45,103,197,1,72.73,dogfly
uc09780251241,11,8,14,1353,100,510.0,492.0,11,11,1.273,123.0,9.09,46.36,44.73,45,318,1,72.73,星迹
u2aa1f797999e,10,4,16,1099,117,355.0,535.0,9,9,1.6,109.9,11.7,39.44,59.44,40,196,1,40.0,lin_fen
u29a7ca5d509d,10,10,10,1908,145,703.0,718.0,10,10,1.0,190.8,14.5,70.3,71.8,110,343,1,100.0,麻薯有口臭
u7d569f6da4df,10,5,15,1293,103,443.0,485.0,10,10,1.5,129.3,10.3,44.3,48.5,64,251,1,50.0,mono
ufc8f31a33abe,10,8,12,1458,141,459.0,669.0,10,10,1.2,145.8,14.1,45.9,66.9,99,224,1,80.0,hcyg
u9947afba1e98,10,7,13,1338,93,514.0,598.0,10,10,1.3,133.8,9.3,51.4,59.8,95,234,1,70.0,小渊
ueec0785aa277,10,7,13,1472,125,437.0,472.0,8,8,1.3,147.2,12.5,54.62,59.0,91,285,1,70.0,bakalulu
ud77e230ef6d8,10,0,20,837,132,399.0,327.0,10,10,2.0,83.7,13.2,39.9,32.7,56,103,2,0.0,wangda
u606291e201d5,10,1,19,943,80,437.0,509.0,10,10,1.9,94.3,8.0,43.7,50.9,66,159,1,10.0,arcticus
ue15317a01ced,10,9,11,1589,138,563.0,736.0,10,10,1.1,158.9,13.8,56.3,73.6,117,223,1,90.0,新几内亚的猴王
u2bb1654f22b4,9,6,12,1865,110,381.0,752.0,8,8,1.333,207.22,12.22,47.62,94.0,152,330,1,66.67,红领巾青蛙
uc8e33ecacc04,9,7,11,1361,93,434.0,641.0,9,9,1.222,151.22,10.33,48.22,71.22,81,273,1,77.78,jjc
ue37b5290d2c7,9,6,12,998,117,441.0,444.0,9,9,1.333,110.89,13.0,49.0,49.33,75,141,1,66.67,anubis
u6225ebaf17c3,9,6,12,1233,114,430.0,456.0,9,9,1.333,137.0,12.67,47.78,50.67,96,214,1,66.67,roxyholmes
ud0152010cfe7,9,6,12,1326,94,462.0,701.0,9,9,1.333,147.33,10.44,51.33,77.89,76,238,1,66.67,草鱼
93833d8b6163,9,4,14,1260,95,495.0,521.0,9,9,1.556,140.0,10.56,55.0,57.89,78,203,1,44.44,wmsnow
u5957b1292819,9,5,13,1022,75,362.0,506.0,9,9,1.444,113.56,8.33,40.22,56.22,59,151,1,55.56,winter.violet
u52ab1f9264d4,9,6,12,1494,103,443.0,575.0,8,8,1.333,166.0,11.44,55.38,71.88,95,261,1,66.67,yxsu
udd753b48d418,9,8,10,1557,114,540.0,688.0,9,9,1.111,173.0,12.67,60.0,76.44,112,235,1,88.89,akhaskj
u6a4aa252bc18,9,5,13,1402,134,412.0,510.0,9,9,1.444,155.78,14.89,45.78,56.67,102,189,1,55.56,erpan
288899b4d4ea,9,4,14,996,75,404.0,254.0,9,9,1.556,110.67,8.33,44.89,28.22,42,167,1,44.44,newanderer
uacca927d9ad4,8,1,15,953,73,370.0,432.0,8,8,1.875,119.12,9.12,46.25,54.0,75,200,1,12.5,chiyu001
9f16a77b9dfd,8,5,11,1228,83,392.0,511.0,7,7,1.375,153.5,10.38,56.0,73.0,69,234,1,62.5,dogelas
ue82007e03a2d,8,1,15,979,109,411.0,398.0,8,8,1.875,122.38,13.62,51.38,49.75,86,162,1,12.5,zombieyan
9389aeb858c3,8,4,12,1086,83,415.0,495.0,8,8,1.5,135.75,10.38,51.88,61.88,88,167,1,50.0,requiemia
u720dec6bbbc2,8,4,12,755,70,330.0,324.0,8,8,1.5,94.38,8.75,41.25,40.5,73,119,1,50.0,kano
b0808fb4d9ee,8,3,13,1072,92,406.0,602.0,8,8,1.625,134.0,11.5,50.75,75.25,104,176,1,37.5,fancyfun
3bdf301973af,8,2,14,943,72,353.0,469.0,8,8,1.75,117.88,9.0,44.12,58.62,68,187,1,25.0,海贼王
uf5c5f86ac62d,8,4,12,1049,96,423.0,450.0,8,8,1.5,131.12,12.0,52.88,56.25,70,210,1,50.0,easydog
8367faa6305f,8,4,12,924,71,408.0,395.0,8,8,1.5,115.5,8.88,51.0,49.38,69,204,1,50.0,zhangcheng
ubf53333f57a3,8,2,14,795,100,336.0,479.0,8,8,1.75,99.38,12.5,42.0,59.88,44,134,1,25.0,老王11
uedd9d250fbab,8,2,14,737,83,305.0,368.0,8,8,1.75,92.12,10.38,38.12,46.0,66,155,1,25.0,sahur
u57c84f604d7f,8,4,12,1003,77,342.0,492.0,8,8,1.5,125.38,9.62,42.75,61.5,64,165,1,50.0,薇薇
u6e91e1189005,8,2,14,871,69,374.0,493.0,8,8,1.75,108.88,8.62,46.75,61.62,39,201,1,25.0,甘雨
ubf846d098c90,8,7,9,1147,121,377.0,435.0,8,8,1.125,143.38,15.12,47.12,54.38,93,219,1,87.5,nickxxx
ue3b5b1b2d833,8,2,14,893,123,394.0,262.0,8,8,1.75,111.62,15.38,49.25,32.75,72,146,1,25.0,yixiaoma
ufafd61c681cf,8,8,8,1005,108,398.0,435.0,8,8,1.0,125.62,13.5,49.75,54.38,96,154,1,100.0,ma
u79ae41bdcb76,8,3,13,951,104,380.0,445.0,8,8,1.625,118.88,13.0,47.5,55.62,81,161,1,37.5,鼠鼠寄了
126fe8f130cc,8,7,9,1735,102,485.0,774.0,8,8,1.125,216.88,12.75,60.62,96.75,124,314,1,87.5,aaass1232
u7b816a89f670,8,5,11,959,95,436.0,479.0,8,8,1.375,119.88,11.88,54.5,59.88,93,155,1,62.5,书山压力大
ddb4611be4d9,8,6,10,1197,69,412.0,575.0,8,8,1.25,149.62,8.62,51.5,71.88,105,237,1,75.0,duoyu111
e017e59ee969,8,2,14,1256,72,429.0,564.0,8,8,1.75,157.0,9.0,53.62,70.5,72,247,1,25.0,兔鱼
147b5481b058,8,8,8,1582,92,479.0,727.0,8,8,1.0,197.75,11.5,59.88,90.88,122,441,1,100.0,罗成
u8cb72268761e,8,0,16,805,112,360.0,405.0,8,8,2.0,100.62,14.0,45.0,50.62,83,149,2,0.0,isheach
uc9521b2e7bf5,8,8,8,667,55,330.0,127.0,8,8,1.0,83.38,6.88,41.25,15.88,59,176,1,100.0,奥斯卡
u8892a146e358,7,5,9,1189,100,374.0,451.0,7,7,1.286,169.86,14.29,53.43,64.43,133,234,1,71.43,欧阳司机
u171fe885f258,7,3,11,844,86,283.0,372.0,7,7,1.571,120.57,12.29,40.43,53.14,93,153,1,42.86,zihan sun
ucffd593d1b98,7,5,9,948,72,330.0,394.0,7,7,1.286,135.43,10.29,47.14,56.29,65,228,1,71.43,memq
u1e23dfdbfa69,7,4,10,983,90,278.0,494.0,7,7,1.429,140.43,12.86,39.71,70.57,105,187,1,57.14,mkspencer233
eb508fe3571d,7,6,8,865,68,296.0,392.0,7,7,1.143,123.57,9.71,42.29,56.0,77,192,1,85.71,night
uae32f2c7b38c,7,3,11,926,90,345.0,476.0,7,7,1.571,132.29,12.86,49.29,68.0,86,152,1,42.86,smdrr
ueecc01809fe7,7,6,8,963,89,339.0,454.0,7,7,1.143,137.57,12.71,48.43,64.86,99,197,1,85.71,g_man
14e754e53d46,7,5,9,1503,70,429.0,744.0,7,7,1.286,214.71,10.0,61.29,106.29,88,386,1,71.43,南宫澪
u27d435e41823,7,5,9,1043,61,384.0,501.0,7,7,1.286,149.0,8.71,54.86,71.57,76,236,1,71.43,luoxiao
ubb857ea62fab,7,5,9,742,92,303.0,258.0,7,7,1.286,106.0,13.14,43.29,36.86,99,114,1,71.43,shansere
u952fbc33e44f,7,3,11,1101,92,322.0,622.0,7,7,1.571,157.29,13.14,46.0,88.86,125,227,1,42.86,frankoscar
ue196cf837cb6,7,1,13,762,67,271.0,342.0,7,7,1.857,108.86,9.57,38.71,48.86,68,163,1,14.29,flowersrwal
de1dea21876b,7,1,13,792,68,298.0,410.0,7,7,1.857,113.14,9.71,42.57,58.57,65,215,1,14.29,osu
uf8d4fbd55e2b,7,2,12,742,76,337.0,280.0,7,7,1.714,106.0,10.86,48.14,40.0,61,148,1,28.57,zilong
bd345a02f948,7,3,11,779,77,407.0,314.0,7,7,1.571,111.29,11.0,58.14,44.86,65,157,1,42.86,灰庭彧
u7200d02bf48e,7,3,11,869,83,364.0,396.0,7,7,1.571,124.14,11.86,52.0,56.57,84,286,1,42.86,lova
