card_name,corporation,play_count,wins,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,card_cn_name,corp_cn_name
Ocean Sanctuary,🌸Integrated Microorganisms🌸,77,29,87.62337662337663,160.0,77,2.1264367816091956,37.66,海豚,🌸微生物星尘🌸
Cutting Edge Technology,Splice (breakthrough),69,24,89.18840579710145,143.0,69,2.1265822784810124,34.78,前沿科技,Splice (breakthrough)
Media Archives,🌸Scolex Industries🌸,69,22,84.8840579710145,143.0,69,2.1265822784810124,31.88,多媒体档案库,🌸星核工业🌸
Venus Governor,Ringcom,61,22,90.8360655737705,126.0,61,2.1267605633802815,36.07,金星总督,Ringcom
Pets,Ringcom,61,23,91.57377049180327,126.0,61,2.1267605633802815,37.7,宠物,Ringcom
Interstellar Colony Ship,Vitor,53,23,91.16981132075472,109.0,53,2.126984126984127,43.4,星际殖民飞船,Vitor
Kaguya Tech,🌸Ark Nova🌸,53,20,97.73584905660377,109.0,53,2.126984126984127,37.74,辉夜科技,🌸方舟动物园🌸
Aerosport Tournament,Interplanetary Cinematics (breakthrough),53,22,93.09433962264151,109.0,53,2.126984126984127,41.51,航空运动锦标赛,Interplanetary Cinematics (breakthrough)
Cloud City (V),Splice (breakthrough),53,25,90.79245283018868,109.0,53,2.126984126984127,47.17,Cloud City (V),Splice (breakthrough)
Floater-Urbanism,Vitor,53,19,96.20754716981132,109.0,53,2.126984126984127,35.85,施韦伯城市规划,Vitor
Martian Lumber Corp,Ecoline (breakthrough),53,21,78.50943396226415,109.0,53,2.126984126984127,39.62,火星木材公司,Ecoline (breakthrough)
Bactoviral Research,🌸Shinra Tech🌸,45,18,88.37777777777778,92.0,45,2.1272727272727274,40.0,细菌病毒研究,🌸樱花电🌸
Cloud City (V),🌸Scolex Industries🌸,45,16,86.73333333333333,92.0,45,2.1272727272727274,35.56,Cloud City (V),🌸星核工业🌸
Eos Chasma National Park,Manutech,45,21,91.33333333333333,92.0,45,2.1272727272727274,46.67,Eos 峡谷国家公园,Manutech
Hay Maker,🌸Weyland Yutani🌸,45,16,90.24444444444444,92.0,45,2.1272727272727274,35.56,炎拳,🌸韦兰德-尤坦尼集团🌸
Ecological Survey,Splice (breakthrough),45,15,91.86666666666666,92.0,45,2.1272727272727274,33.33,生态调查,Splice (breakthrough)
Public Spaceline,Interplanetary Cinematics (breakthrough),84,35,93.01190476190476,175.0,84,2.127659574468085,41.67,公共太空航线,Interplanetary Cinematics (breakthrough)
Mangrove,Arcadian Communities (breakthrough),37,14,84.94594594594595,75.0,37,2.127659574468085,37.84,红树林,Arcadian Communities (breakthrough)
Greenhouses,United Nations Mission One,37,17,97.94594594594595,75.0,37,2.127659574468085,45.95,温室,United Nations Mission One
Communication Center,Prism,37,17,103.02702702702703,75.0,37,2.127659574468085,45.95,通讯中心,棱镜光谱研究室
Diaspora Movement,Vitor,76,31,98.94736842105263,158.0,76,2.127906976744186,40.79,大流散运动,Vitor
Industrial Center:ares,Vitor,76,33,94.32894736842105,158.0,76,2.127906976744186,43.42,Industrial Center:ares,Vitor
Space Monster Park,Pobolog (breakthrough),76,34,87.34210526315789,158.0,76,2.127906976744186,44.74,太空怪兽乐园,Pobolog (breakthrough)
Kaguya Tech,🌸Integrated Microorganisms🌸,76,29,92.34210526315789,158.0,76,2.127906976744186,38.16,辉夜科技,🌸微生物星尘🌸
Martian Lumber Corp,Manutech,29,15,94.34482758620689,58.0,29,2.128205128205128,51.72,火星木材公司,Manutech
Red Ships,🌸Scolex Industries🌸,68,26,87.79411764705883,141.0,68,2.128205128205128,38.24,红色舰队,🌸星核工业🌸
Fleet Recycling,Midas,29,12,87.3103448275862,58.0,29,2.128205128205128,41.38,飞船回收,Midas
Open City,🌸SolarPlant🌸,29,11,84.06896551724138,58.0,29,2.128205128205128,37.93,开放的城市,🌸太阳能公司🌸
Expedition Vehicles,🌸Integrated Microorganisms🌸,29,13,88.41379310344827,58.0,29,2.128205128205128,44.83,远征车,🌸微生物星尘🌸
Nuclear Zone:ares,Arcadian Communities (breakthrough),29,11,82.58620689655173,58.0,29,2.128205128205128,37.93,Nuclear Zone:ares,Arcadian Communities (breakthrough)
Robot Pollinators,Spire,29,13,94.06896551724138,58.0,29,2.128205128205128,44.83,机器授粉者,Spire
Solar Logistics,Luna Chain,29,11,107.17241379310344,58.0,29,2.128205128205128,37.93,太阳能物流,连月
Floater Leasing,MorningStar Inc (breakthrough),29,16,99.62068965517241,58.0,29,2.128205128205128,55.17,漂浮物租贷,MorningStar Inc (breakthrough)
Lunar Observation Post,Hecate Speditions,29,12,100.96551724137932,58.0,29,2.128205128205128,41.38,月球观测站,赫卡忒探险队
Tardigrades,🌸Scolex Industries🌸,29,11,64.93103448275862,58.0,29,2.128205128205128,37.93,缓步微生物,🌸星核工业🌸
Meltworks,Valley Trust (breakthrough),29,13,96.93103448275862,58.0,29,2.128205128205128,44.83,熔融工厂,Valley Trust (breakthrough)
Eos Chasma National Park,🌸RDA🌸,29,11,79.48275862068965,58.0,29,2.128205128205128,37.93,Eos 峡谷国家公园,🌸RDA🌸
Ecological Survey,Incite Ender,29,11,85.37931034482759,58.0,29,2.128205128205128,37.93,生态调查,Incite Ender
Venus Governor,Celestic (breakthrough),146,58,87.42465753424658,307.0,146,2.128205128205128,39.73,金星总督,Celestic (breakthrough)
Minority Refuge,Incite Ender,29,10,81.89655172413794,58.0,29,2.128205128205128,34.48,少数民族难民,Incite Ender
Ocean Sanctuary,Incite Ender,29,13,85.13793103448276,58.0,29,2.128205128205128,44.83,海豚,Incite Ender
Pollinators,🌸Prowler🌸,60,22,84.43333333333334,124.0,60,2.1285714285714286,36.67,授粉者,🌸徘徊者🌸
Extremophiles,🌸Scolex Industries🌸,60,23,89.21666666666667,124.0,60,2.1285714285714286,38.33,极端微生物,🌸星核工业🌸
Luxury Estate,Valley Trust (breakthrough),60,28,95.78333333333333,124.0,60,2.1285714285714286,46.67,豪华别墅,Valley Trust (breakthrough)
Dawn City,Interplanetary Cinematics (breakthrough),60,25,94.5,124.0,60,2.1285714285714286,41.67,拂晓之城,Interplanetary Cinematics (breakthrough)
Venusian Insects,Interplanetary Cinematics (breakthrough),83,34,87.6867469879518,173.0,83,2.129032258064516,40.96,金星昆虫,Interplanetary Cinematics (breakthrough)
Lunar Embassy,Interplanetary Cinematics (breakthrough),52,22,88.03846153846153,107.0,52,2.129032258064516,42.31,月球大使馆,Interplanetary Cinematics (breakthrough)
Maxwell Base,Hecate Speditions,21,9,96.9047619047619,41.0,21,2.129032258064516,42.86,麦克斯韦基地,赫卡忒探险队
Breathing Filters,Ambient,21,6,85.23809523809524,41.0,21,2.129032258064516,28.57,呼吸过滤器,
Landfill,🌸Scolex Industries🌸,21,9,87.47619047619048,41.0,21,2.129032258064516,42.86,垃圾填埋场,🌸星核工业🌸
Sulphur-Eating Bacteria,Chaos,21,9,91.14285714285714,41.0,21,2.129032258064516,42.86,硫磺吞噬菌,Chaos
Rare-Earth Elements,MorningStar Inc (breakthrough),21,9,99.61904761904762,41.0,21,2.129032258064516,42.86,稀土元素,MorningStar Inc (breakthrough)
Advanced Ecosystems,Sagitta Frontier Services,21,8,93.47619047619048,41.0,21,2.129032258064516,38.1,先进的生态系统,Sagitta Frontier Services
Fueled Generators,Ambient,21,8,80.0,41.0,21,2.129032258064516,38.1,燃料发动机,
Pioneer Settlement,Luna Chain,21,10,97.04761904761905,41.0,21,2.129032258064516,47.62,定居点,连月
Restricted Area:ares,Eglogue,21,9,77.0952380952381,41.0,21,2.129032258064516,42.86,Restricted Area:ares,Eglogue
Local Shading,United Nations Mission One,21,9,91.28571428571429,41.0,21,2.129032258064516,42.86,局部遮蔽,United Nations Mission One
Windmills,Polaris,21,8,81.47619047619048,41.0,21,2.129032258064516,38.1,风力发电,北极星
Venus Shuttles,Aphrodite (breakthrough),21,7,84.80952380952381,41.0,21,2.129032258064516,33.33,金星穿梭机,Aphrodite (breakthrough)
Venus Trade Hub,Aphrodite (breakthrough),21,8,91.71428571428571,41.0,21,2.129032258064516,38.1,金星贸易中心,Aphrodite (breakthrough)
Imported Nitrogen,Ecoline (breakthrough),21,6,87.38095238095238,41.0,21,2.129032258064516,28.57,引入氮气,Ecoline (breakthrough)
Cartel,🌸MirrorCoat🌸,21,10,87.95238095238095,41.0,21,2.129032258064516,47.62,同业联盟,🌸镜反🌸
Lunar Mining,Sagitta Frontier Services,21,10,94.33333333333333,41.0,21,2.129032258064516,47.62,月球挖掘,Sagitta Frontier Services
Corroder Suits,Sagitta Frontier Services,21,9,79.0952380952381,41.0,21,2.129032258064516,42.86,防护服,Sagitta Frontier Services
Expedition Vehicles,Midas,21,8,95.19047619047619,41.0,21,2.129032258064516,38.1,远征车,Midas
Solar Farm,Ecoline (breakthrough),21,7,85.57142857142857,41.0,21,2.129032258064516,33.33,太阳能农场,Ecoline (breakthrough)
Controlled Bloom,🌸Green Leaf Dance🌸,21,7,78.14285714285714,41.0,21,2.129032258064516,33.33,爆破控制,🌸绿叶舞动🌸
GHG Shipment,StormCraft Incorporated (breakthrough),21,9,82.14285714285714,41.0,21,2.129032258064516,42.86,温室气体运输,StormCraft Incorporated (breakthrough)
Kelp Farming,Incite Ender,21,10,87.14285714285714,41.0,21,2.129032258064516,47.62,养殖海藻,Incite Ender
Urgent Terraforming Command,Ambient,21,8,80.76190476190476,41.0,21,2.129032258064516,38.1,紧急改造令,
Luna Governor,🌸MirrorCoat🌸,21,10,94.9047619047619,41.0,21,2.129032258064516,47.62,月球政府,🌸镜反🌸
Trantor,United Nations Mission One,21,9,91.33333333333333,41.0,21,2.129032258064516,42.86,川陀,United Nations Mission One
Cultivation of Venus,Hecate Speditions,21,9,94.33333333333333,41.0,21,2.129032258064516,42.86,金星育种,赫卡忒探险队
Imported Nutrients,Ambient,21,9,81.38095238095238,41.0,21,2.129032258064516,42.86,营养物输入,
Hired Raiders,Polaris,21,8,81.0,41.0,21,2.129032258064516,38.1,雇佣掠夺者,北极星
Tardigrades,Vitor,75,29,93.66666666666667,156.0,75,2.1294117647058823,38.67,缓步微生物,Vitor
Specialized Settlement,Prism,44,21,106.43181818181819,90.0,44,2.1296296296296298,47.73,专业定居点,棱镜光谱研究室
Community Worker,Splice (breakthrough),44,18,93.45454545454545,90.0,44,2.1296296296296298,40.91,社区工作者,Splice (breakthrough)
Deuterium Export,🌸SolarPlant🌸,44,14,85.72727272727273,90.0,44,2.1296296296296298,31.82,输出氘,🌸太阳能公司🌸
Plantation,🌸Shinra Tech🌸,44,13,91.5,90.0,44,2.1296296296296298,29.55,种植园,🌸樱花电🌸
Venus Trade Hub,🌸Scolex Industries🌸,44,16,89.22727272727273,90.0,44,2.1296296296296298,36.36,金星贸易中心,🌸星核工业🌸
Takonda Castle (VII),Spire,44,18,87.6590909090909,90.0,44,2.1296296296296298,40.91,Takonda Castle (VII),Spire
Starcore Mining,Pobolog (breakthrough),98,41,88.8265306122449,205.0,98,2.1296296296296298,41.84,星核开采,Pobolog (breakthrough)
Psychrophiles,🌸Integrated Microorganisms🌸,121,48,84.76859504132231,254.0,121,2.1297709923664123,39.67,嗜冷性细菌,🌸微生物星尘🌸
Open City,🌸Ark Nova🌸,67,28,94.01492537313433,139.0,67,2.1298701298701297,41.79,开放的城市,🌸方舟动物园🌸
Virus,Interplanetary Cinematics (breakthrough),67,26,86.22388059701493,139.0,67,2.1298701298701297,38.81,病毒,Interplanetary Cinematics (breakthrough)
Freyja Biodomes,Valley Trust (breakthrough),67,26,99.28358208955224,139.0,67,2.1298701298701297,38.81,弗雷雅生态馆,Valley Trust (breakthrough)
Frontier Town,🌸Weyland Yutani🌸,67,24,90.5223880597015,139.0,67,2.1298701298701297,35.82,边疆小镇,🌸韦兰德-尤坦尼集团🌸
Dawn City,Ringcom,67,24,95.23880597014926,139.0,67,2.1298701298701297,35.82,拂晓之城,Ringcom
Expedition to the Surface - Venus,Vitor,90,41,92.84444444444445,188.0,90,2.13,45.56,金星表面探险,Vitor
Terraforming Control Station,🌸Buy N Large🌸,13,7,104.15384615384616,24.0,13,2.130434782608696,53.85,改造控制站,🌸大巨购🌸
Labor Trafficking,Valley Trust (breakthrough),13,7,93.23076923076923,24.0,13,2.130434782608696,53.85,劳动力贩卖,Valley Trust (breakthrough)
Viral Enhancers,🌸Thermopoli🌸,13,7,81.07692307692308,24.0,13,2.130434782608696,53.85,病毒增强,🌸精灵热舞🌸
New Partner,United Nations Mission One,13,8,88.38461538461539,24.0,13,2.130434782608696,61.54,新合伙人,United Nations Mission One
Asteroid Mining,Celestic (breakthrough),36,15,95.44444444444444,73.0,36,2.130434782608696,41.67,小行星采矿,Celestic (breakthrough)
Floating Refinery,Lakefront Resorts,13,6,88.0,24.0,13,2.130434782608696,46.15,漂浮精炼厂,湖畔度假区
Mine,United Nations Mission One,13,5,103.46153846153847,24.0,13,2.130434782608696,38.46,采矿,United Nations Mission One
Subterranean Reservoir,Eglogue,13,6,88.0,24.0,13,2.130434782608696,46.15,地下水库,Eglogue
Artificial Lake,🌸StarlinkDrifter🌸,13,8,139.69230769230768,24.0,13,2.130434782608696,61.54,人工湖,🌸星链漂流者🌸
Dusk Laser Mining,Ringcom,59,27,91.84745762711864,122.0,59,2.130434782608696,45.76,黄昏激光矿业,Ringcom
Sponsoring Nation,Prism,36,17,109.69444444444444,73.0,36,2.130434782608696,47.22,主办国,棱镜光谱研究室
Ishtar Expedition,Septem Tribus,13,7,88.53846153846153,24.0,13,2.130434782608696,53.85,伊什塔尔远征,Septem Tribus
Cutting Edge Technology,Aphrodite (breakthrough),13,5,87.6923076923077,24.0,13,2.130434782608696,38.46,前沿科技,Aphrodite (breakthrough)
Forced Precipitation,Sagitta Frontier Services,13,6,98.46153846153847,24.0,13,2.130434782608696,46.15,强制降水,Sagitta Frontier Services
Capital:ares,Hecate Speditions,13,7,104.38461538461539,24.0,13,2.130434782608696,53.85,Capital:ares,赫卡忒探险队
🌸城电转能🌸,Eglogue,13,4,80.84615384615384,24.0,13,2.130434782608696,30.77,🌸城电转能🌸,Eglogue
Mars University,Hecate Speditions,36,15,87.58333333333333,73.0,36,2.130434782608696,41.67,火星大学,赫卡忒探险队
Electric Sheep,Splice (breakthrough),13,5,95.53846153846153,24.0,13,2.130434782608696,38.46,电子羊,Splice (breakthrough)
Crash Site Cleanup,StormCraft Incorporated (breakthrough),13,5,94.76923076923077,24.0,13,2.130434782608696,38.46,陨石坑清洁,StormCraft Incorporated (breakthrough)
Luna Governor,🌸Green Ring🌸,13,6,92.15384615384616,24.0,13,2.130434782608696,46.15,月球政府,🌸绿环🌸
Artificial Photosynthesis,Midas,13,7,91.0,24.0,13,2.130434782608696,53.85,人造光合作用,Midas
Protected Habitats,🌸SolarPlant🌸,13,7,91.53846153846153,24.0,13,2.130434782608696,53.85,受保护的栖息地,🌸太阳能公司🌸
New Partner,🌸Green Leaf Dance🌸,13,6,86.92307692307692,24.0,13,2.130434782608696,46.15,新合伙人,🌸绿叶舞动🌸
Advanced Alloys,Void,13,7,95.38461538461539,24.0,13,2.130434782608696,53.85,优化合金,Void
Think Tank,Poseidon,13,6,99.92307692307692,24.0,13,2.130434782608696,46.15,智库,Poseidon
Mass Converter,🌸Integrated Microorganisms🌸,59,26,91.16949152542372,122.0,59,2.130434782608696,44.07,质能转换器,🌸微生物星尘🌸
Red City,🌸Shinra Tech🌸,36,16,86.77777777777777,73.0,36,2.130434782608696,44.44,红城,🌸樱花电🌸
Venus University,Eglogue,13,5,82.15384615384616,24.0,13,2.130434782608696,38.46,金星大学,Eglogue
Venus Orbital Survey,Ringcom,82,36,90.73170731707317,171.0,82,2.130434782608696,43.9,金星轨道勘测,Ringcom
Olympus Conference,UNMI (breakthrough),13,6,86.38461538461539,24.0,13,2.130434782608696,46.15,奥林巴斯峰会,UNMI (breakthrough)
Convoy From Europa,🌸Buy N Large🌸,13,7,90.15384615384616,24.0,13,2.130434782608696,53.85,木卫二护航队,🌸大巨购🌸
Martian Lumber Corp,Tycho Magnetics,13,7,103.92307692307692,24.0,13,2.130434782608696,53.85,火星木材公司,第谷磁力
Permafrost Extraction,Ecoline (breakthrough),13,5,86.0,24.0,13,2.130434782608696,38.46,冻土精炼,Ecoline (breakthrough)
Floater Prototypes,Septem Tribus,13,7,90.46153846153847,24.0,13,2.130434782608696,53.85,造云原型机,Septem Tribus
Warp Drive,Chaos,13,7,97.76923076923077,24.0,13,2.130434782608696,53.85,曲率引擎,Chaos
PR Office,UNMI (breakthrough),13,6,84.92307692307692,24.0,13,2.130434782608696,46.15,公关办公室,UNMI (breakthrough)
Teslaract,Celestic (breakthrough),13,6,103.0,24.0,13,2.130434782608696,46.15,泰斯拉立方体,Celestic (breakthrough)
Atalanta Planitia Lab,🌸Buy N Large🌸,13,6,100.3076923076923,24.0,13,2.130434782608696,46.15,亚特兰大实验室,🌸大巨购🌸
Conscription,Splice (breakthrough),59,21,91.23728813559322,122.0,59,2.130434782608696,35.59,征兵,Splice (breakthrough)
Impactor Swarm,Sagitta Frontier Services,13,5,92.15384615384616,24.0,13,2.130434782608696,38.46,冲击虫群,Sagitta Frontier Services
Local Heat Trapping,UNMI (breakthrough),13,4,93.15384615384616,24.0,13,2.130434782608696,30.77,本地的热量陷阱,UNMI (breakthrough)
Virus,Bio-Sol,13,6,90.3076923076923,24.0,13,2.130434782608696,46.15,病毒,
Trantor,Septem Tribus,13,7,80.07692307692308,24.0,13,2.130434782608696,53.85,川陀,Septem Tribus
Hermetic Order of Mars,Factorum (breakthrough),13,7,91.92307692307692,24.0,13,2.130434782608696,53.85,火星秘教,Factorum (breakthrough)
Local Shading,Septem Tribus,13,7,91.15384615384616,24.0,13,2.130434782608696,53.85,局部遮蔽,Septem Tribus
Political Alliance,Luna Chain,13,7,100.15384615384616,24.0,13,2.130434782608696,53.85,政治结盟,连月
Aerosport Tournament,Luna Chain,13,6,97.0,24.0,13,2.130434782608696,46.15,航空运动锦标赛,连月
Tool with the First Order (VIII),🌸Green Leaf Dance🌸,13,4,90.92307692307692,24.0,13,2.130434782608696,30.77,Tool with the First Order (VIII),🌸绿叶舞动🌸
Deimos Down:ares,Terralabs Research (breakthrough),13,5,93.3076923076923,24.0,13,2.130434782608696,38.46,Deimos Down:ares,Terralabs Research (breakthrough)
Nitrogen-Rich Asteroid,Saturn Systems,13,8,106.15384615384616,24.0,13,2.130434782608696,61.54,富氮小行星,Saturn Systems
Special Permit,🌸Energy Saving Ecology🌸,13,7,90.07692307692308,24.0,13,2.130434782608696,53.85,特别许可,🌸节能生态🌸
Jovian Envoys,Ringcom,82,28,89.59756097560975,171.0,82,2.130434782608696,34.15,木星来使,Ringcom
Quantum Extractor,Ambient,13,8,89.0,24.0,13,2.130434782608696,61.54,量子提取,
Soil Detoxification,🌸Thermopoli🌸,13,5,84.07692307692308,24.0,13,2.130434782608696,38.46,土壤净化,🌸精灵热舞🌸
Hired Raiders,Trade Navigator,13,6,103.3076923076923,24.0,13,2.130434782608696,46.15,雇佣掠夺者,贸易领航者
Large Ecological Reserve,🌸Scolex Industries🌸,36,14,87.33333333333333,73.0,36,2.130434782608696,38.89,大型生态保护区,🌸星核工业🌸
Invention Contest,UNMI (breakthrough),13,5,49.38461538461539,24.0,13,2.130434782608696,38.46,发明竞争,UNMI (breakthrough)
Titan Floating Launch-pad,🌸SolarPlant🌸,13,6,107.6923076923077,24.0,13,2.130434782608696,46.15,泰坦漂浮物起飞平台,🌸太阳能公司🌸
Lava Flows:ares,🌸Protogen🌸,13,4,75.61538461538461,24.0,13,2.130434782608696,30.77,Lava Flows:ares,🌸微生物热舞🌸
Astra Mechanica,Interplanetary Cinematics (breakthrough),120,50,88.20833333333333,252.0,120,2.1307692307692307,41.67,星械会,Interplanetary Cinematics (breakthrough)
Stratospheric Expedition,Interplanetary Cinematics (breakthrough),120,47,91.20833333333333,252.0,120,2.1307692307692307,39.17,平流层远征,Interplanetary Cinematics (breakthrough)
Imported Nitrogen,Valley Trust (breakthrough),97,41,92.41237113402062,203.0,97,2.130841121495327,42.27,引入氮气,Valley Trust (breakthrough)
Geological Expedition,雩喵科学探测器,51,24,94.05882352941177,105.0,51,2.1311475409836067,47.06,地质探险,雩喵科学探测器
Floating Refinery,Celestic (breakthrough),226,82,88.32743362831859,478.0,226,2.1313559322033897,36.28,漂浮精炼厂,Celestic (breakthrough)
Community Worker,Incite Ender,28,12,87.92857142857143,56.0,28,2.1315789473684212,42.86,社区工作者,Incite Ender
