user_id,generations,game_count,max_score,max_cards_played,avg_score,avg_cards_played,user_name
390c9a894acd,11,4,209,117.0,172.75,82.75,双子
390c9a894acd,12,2,215,74.0,162.0,59.5,双子
39bd7db8afa5,8,1,91,23.0,91.0,23.0,noorder
39bd7db8afa5,12,1,130,69.0,130.0,69.0,noorder
3bdf301973af,8,3,132,93.0,90.0,57.33,海贼王
3bdf301973af,9,2,122,48.0,99.5,46.5,海贼王
3bdf301973af,10,3,187,87.0,158.0,68.0,海贼王
40dd95566462,10,1,170,85.0,170.0,85.0,纯白knight
40dd95566462,11,2,169,99.0,160.0,79.5,纯白knight
40dd95566462,12,1,255,127.0,255.0,127.0,纯白knight
42379d275bbe,8,1,91,40.0,91.0,40.0,suyiteng
42379d275bbe,11,1,223,116.0,223.0,116.0,suyiteng
434091a1dfae,13,2,288,187.0,254.0,151.0,x202310300
46b2753edcdf,7,4,130,80.0,97.0,43.0,xu
46b2753edcdf,8,10,800,401.0,184.2,92.7,xu
46b2753edcdf,9,20,274,135.0,138.15,75.5,xu
46b2753edcdf,10,13,281,148.0,171.62,90.0,xu
46b2753edcdf,11,2,175,118.0,166.0,93.0,xu
4c30e054df22,9,1,205,101.0,205.0,101.0,ws14159
4c30e054df22,13,1,273,118.0,273.0,118.0,ws14159
52e424d63240,12,2,104,28.0,101.5,24.5,monei
55ef2445c90c,7,1,81,5.0,81.0,5.0,乙木
55ef2445c90c,8,9,133,51.0,106.0,41.78,乙木
55ef2445c90c,9,25,180,95.0,123.08,47.12,乙木
55ef2445c90c,10,15,290,159.0,172.93,74.13,乙木
55ef2445c90c,11,7,266,104.0,200.71,76.57,乙木
59ce7a2bfade,7,1,93,24.0,93.0,24.0,白银
59ce7a2bfade,8,6,125,63.0,105.17,39.83,白银
59ce7a2bfade,9,2,116,49.0,115.5,46.0,白银
59ce7a2bfade,11,5,213,109.0,170.2,78.2,白银
5a66d1149dc6,6,1,78,20.0,78.0,20.0,darisen
5a66d1149dc6,7,1,46,25.0,46.0,25.0,darisen
5a66d1149dc6,8,1,104,26.0,104.0,26.0,darisen
5a66d1149dc6,9,4,175,92.0,126.5,60.5,darisen
5a66d1149dc6,10,1,265,94.0,265.0,94.0,darisen
5a66d1149dc6,11,2,169,70.0,159.0,64.5,darisen
5a66d1149dc6,12,1,224,92.0,224.0,92.0,darisen
5b0f21271132,9,2,75,30.0,72.5,29.0,bulez00
5b0f21271132,10,3,121,51.0,104.33,39.0,bulez00
5b0f21271132,11,1,100,39.0,100.0,39.0,bulez00
5c4518b48b81,6,1,68,27.0,68.0,27.0,anan
5c4518b48b81,7,6,135,95.0,92.67,56.17,anan
5c4518b48b81,8,5,105,63.0,92.6,38.6,anan
5c4518b48b81,9,5,353,192.0,234.6,136.2,anan
5c4518b48b81,10,3,216,111.0,148.67,79.67,anan
5da6d9fad14d,10,2,84,28.0,80.5,23.0,rubyho
5da6d9fad14d,12,1,119,40.0,119.0,40.0,rubyho
5f2df2684d33,7,1,111,18.0,111.0,18.0,小z
5f2df2684d33,8,1,87,40.0,87.0,40.0,小z
5f2df2684d33,9,3,154,51.0,133.67,44.67,小z
5f2df2684d33,10,5,254,135.0,180.6,85.0,小z
5f2df2684d33,11,3,225,103.0,173.67,78.33,小z
5f2df2684d33,12,1,221,98.0,221.0,98.0,小z
5f2df2684d33,13,1,123,57.0,123.0,57.0,小z
762404b52907,6,1,80,16.0,80.0,16.0,qiuqipeng
762404b52907,8,6,162,66.0,109.5,37.5,qiuqipeng
762404b52907,9,21,188,103.0,125.38,57.71,qiuqipeng
762404b52907,10,21,334,179.0,183.76,88.52,qiuqipeng
762404b52907,11,12,287,195.0,203.08,102.0,qiuqipeng
762404b52907,12,7,337,213.0,253.43,123.71,qiuqipeng
762404b52907,13,1,273,105.0,273.0,105.0,qiuqipeng
772804213466,7,2,94,44.0,93.5,39.5,useful
772804213466,8,5,187,92.0,135.2,54.2,useful
772804213466,9,2,137,53.0,125.0,42.5,useful
772804213466,10,3,147,63.0,134.0,61.0,useful
7d4b2bcea3b2,10,1,120,65.0,120.0,65.0,fenyue
7d4b2bcea3b2,11,1,155,53.0,155.0,53.0,fenyue
7d4b2bcea3b2,12,3,261,130.0,181.0,81.67,fenyue
7e106fea0743,10,2,93,27.0,88.5,23.0,sofu
7e106fea0743,12,1,98,31.0,98.0,31.0,sofu
811ec3854e05,14,1,140,51.0,140.0,51.0,ex
811ec3854e05,15,1,133,57.0,133.0,57.0,ex
811ec3854e05,16,1,141,51.0,141.0,51.0,ex
8367faa6305f,8,4,90,41.0,80.25,31.5,zhangcheng
8367faa6305f,9,2,123,61.0,109.0,43.5,zhangcheng
8367faa6305f,10,1,204,91.0,204.0,91.0,zhangcheng
8367faa6305f,11,1,181,91.0,181.0,91.0,zhangcheng
85b635003e26,9,1,312,178.0,312.0,178.0,Gsherray
85b635003e26,10,1,120,56.0,120.0,56.0,Gsherray
85b635003e26,11,1,150,83.0,150.0,83.0,Gsherray
89f1c507bebd,8,4,191,108.0,120.5,53.5,45
89f1c507bebd,9,4,165,72.0,131.5,56.25,45
89f1c507bebd,10,13,373,187.0,159.85,77.33,45
89f1c507bebd,11,14,301,203.0,171.14,93.79,45
89f1c507bebd,12,15,536,321.0,248.0,128.93,45
89f1c507bebd,13,1,201,89.0,201.0,89.0,45
8e3759477720,8,2,85,25.0,85.0,20.0,bellaa
8e3759477720,9,4,180,82.0,130.0,57.67,bellaa
8e3759477720,10,6,211,94.0,149.33,58.33,bellaa
8e3759477720,11,4,360,164.0,225.5,100.25,bellaa
8f2e5eac0cda,8,1,73,26.0,73.0,26.0,nitrene
8f2e5eac0cda,12,1,150,46.0,150.0,46.0,nitrene
8fb6a4df89a4,6,1,62,28.0,62.0,28.0,羊羊队立大功
8fb6a4df89a4,8,2,113,20.0,104.5,16.5,羊羊队立大功
8fb6a4df89a4,9,3,167,85.0,133.67,75.0,羊羊队立大功
8fb6a4df89a4,10,2,197,93.0,146.0,68.0,羊羊队立大功
8fb6a4df89a4,11,3,444,211.0,289.0,136.67,羊羊队立大功
91129a9f5594,11,1,170,72.0,170.0,72.0,十万人爱戴的火星企业家
91129a9f5594,12,1,124,47.0,124.0,47.0,十万人爱戴的火星企业家
9266bb9ce690,12,1,142,80.0,142.0,80.0,琥珀
9266bb9ce690,14,1,134,66.0,134.0,66.0,琥珀
93833d8b6163,8,1,78,34.0,78.0,34.0,wmsnow
93833d8b6163,10,4,159,76.0,138.5,61.0,wmsnow
93833d8b6163,11,2,172,54.0,162.5,53.0,wmsnow
93833d8b6163,12,1,100,55.0,100.0,55.0,wmsnow
93833d8b6163,13,1,203,82.0,203.0,82.0,wmsnow
9389aeb858c3,8,1,88,31.0,88.0,31.0,requiemia
9389aeb858c3,10,4,156,89.0,136.25,71.25,requiemia
9389aeb858c3,11,2,167,60.0,145.0,57.5,requiemia
9389aeb858c3,13,1,163,64.0,163.0,64.0,requiemia
939d4e6eb0c1,9,1,128,59.0,128.0,59.0,dgxtony
939d4e6eb0c1,10,2,133,68.0,129.5,57.5,dgxtony
9f16a77b9dfd,9,2,144,35.0,106.5,35.0,dogelas
9f16a77b9dfd,10,2,175,102.0,141.5,78.0,dogelas
9f16a77b9dfd,11,3,234,120.0,185.67,84.67,dogelas
9f16a77b9dfd,12,1,175,66.0,175.0,66.0,dogelas
a232d4865a46,11,1,120,45.0,120.0,45.0,冰红茶真好喝
a232d4865a46,12,2,128,63.0,114.0,47.5,冰红茶真好喝
a232d4865a46,13,1,166,78.0,166.0,78.0,冰红茶真好喝
a232d4865a46,14,1,208,75.0,208.0,75.0,冰红茶真好喝
a4a58d8d632c,8,1,171,109.0,171.0,109.0,王子
a4a58d8d632c,9,1,99,43.0,99.0,43.0,王子
a4a58d8d632c,10,16,237,124.0,148.38,83.88,王子
a4a58d8d632c,11,25,252,129.0,157.84,83.56,王子
a4a58d8d632c,12,15,286,144.0,199.47,103.47,王子
a4a58d8d632c,13,7,318,158.0,203.71,106.43,王子
a81487511e09,10,2,340,145.0,281.0,131.5,哈扎尔
a81487511e09,12,1,269,178.0,269.0,178.0,哈扎尔
a81487511e09,14,1,1000,461.0,1000.0,461.0,哈扎尔
a9cffdf992a7,13,1,103,58.0,103.0,58.0,西瓜
a9cffdf992a7,14,1,96,55.0,96.0,55.0,西瓜
ababfd0108bd,8,1,95,26.0,95.0,26.0,sinnsoku
ababfd0108bd,9,1,64,22.0,64.0,22.0,sinnsoku
ababfd0108bd,10,4,142,64.0,109.0,38.5,sinnsoku
ababfd0108bd,11,5,156,71.0,119.4,45.0,sinnsoku
ababfd0108bd,12,2,115,81.0,114.5,67.5,sinnsoku
adbc70c52480,10,1,84,28.0,84.0,28.0,imisswonder
adbc70c52480,11,4,92,37.0,85.25,32.75,imisswonder
adbc70c52480,12,9,119,50.0,105.11,39.22,imisswonder
adbc70c52480,13,2,127,41.0,126.0,35.0,imisswonder
b0808fb4d9ee,11,4,176,94.0,133.5,74.25,fancyfun
b0808fb4d9ee,12,4,169,99.0,134.5,76.25,fancyfun
b0f459fb20e3,9,1,71,21.0,71.0,21.0,1472067571
b0f459fb20e3,11,1,79,37.0,79.0,37.0,1472067571
b6cede03dfc6,10,1,130,48.0,130.0,48.0,nozessraudl
b6cede03dfc6,11,1,161,61.0,161.0,61.0,nozessraudl
b7ced0fafb82,10,2,377,205.0,353.0,200.5,liukiuna
b87157a443e2,5,1,74,8.0,74.0,8.0,wee0815
b87157a443e2,7,3,96,24.0,83.33,12.33,wee0815
b87157a443e2,8,1,94,4.0,94.0,4.0,wee0815
b87157a443e2,10,4,579,235.0,383.5,170.25,wee0815
b87157a443e2,11,2,217,118.0,204.0,107.5,wee0815
ba5d78cee742,9,1,130,66.0,130.0,66.0,北川
ba5d78cee742,11,2,427,223.0,296.5,148.5,北川
bc14beaf52a2,12,2,119,48.0,114.0,47.0,ywl
bc3c336de363,9,2,102,50.0,97.0,44.5,小心小新小星
bc3c336de363,10,5,108,60.0,92.6,42.2,小心小新小星
bc3c336de363,11,10,160,66.0,120.5,54.0,小心小新小星
bc3c336de363,12,4,150,62.0,130.25,52.0,小心小新小星
bd345a02f948,9,2,88,28.0,81.0,26.0,灰庭彧
bd345a02f948,10,1,94,30.0,94.0,30.0,灰庭彧
bd345a02f948,11,1,65,28.0,65.0,28.0,灰庭彧
bd345a02f948,12,1,157,64.0,157.0,64.0,灰庭彧
bd345a02f948,13,2,153,81.0,150.5,70.0,灰庭彧
bddeb4fa16a6,10,1,217,100.0,217.0,100.0,dai半仙
bddeb4fa16a6,12,1,156,77.0,156.0,77.0,dai半仙
bfac2758259d,7,1,46,15.0,46.0,15.0,1494164074
bfac2758259d,9,2,138,78.0,120.0,51.5,1494164074
bfac2758259d,10,1,89,61.0,89.0,61.0,1494164074
c389910194c5,7,1,76,29.0,76.0,29.0,琴酒
c389910194c5,8,6,121,58.0,102.0,40.33,琴酒
c389910194c5,9,3,129,84.0,116.0,63.33,琴酒
c389910194c5,10,1,81,44.0,81.0,44.0,琴酒
c389910194c5,11,1,203,100.0,203.0,100.0,琴酒
c41e5c04a3fe,10,1,90,23.0,90.0,23.0,trisurge
c41e5c04a3fe,13,1,77,44.0,77.0,44.0,trisurge
ca90f1372734,8,6,138,73.0,98.67,48.17,田二
ca90f1372734,9,16,200,102.0,108.06,45.5,田二
ca90f1372734,10,28,285,138.0,131.71,59.07,田二
ca90f1372734,11,14,246,126.0,155.07,71.0,田二
ca90f1372734,12,4,206,107.0,174.75,83.0,田二
ca90f1372734,13,1,144,67.0,144.0,67.0,田二
cbffb37a2998,11,1,133,62.0,133.0,62.0,备用房主
cbffb37a2998,15,1,172,75.0,172.0,75.0,备用房主
d1d87faf7f69,7,2,76,20.0,61.5,19.0,陆时
d1d87faf7f69,8,2,115,32.0,96.0,29.0,陆时
d1d87faf7f69,9,2,111,54.0,105.5,49.5,陆时
d1d87faf7f69,10,8,144,83.0,123.62,55.12,陆时
d1d87faf7f69,11,3,139,52.0,126.0,47.67,陆时
d484c04d1ffb,8,7,196,108.0,138.0,69.29,米饭
d484c04d1ffb,9,20,776,398.0,195.3,98.3,米饭
d484c04d1ffb,10,22,814,370.0,288.68,142.86,米饭
d484c04d1ffb,11,18,998,452.0,456.89,223.56,米饭
d484c04d1ffb,12,4,528,291.0,353.75,187.0,米饭
d484c04d1ffb,13,1,231,124.0,231.0,124.0,米饭
d6b023ce7046,3,1,42,12.0,42.0,12.0,shorst
d6b023ce7046,8,2,140,65.0,135.5,58.5,shorst
d6b023ce7046,9,6,305,160.0,202.17,103.0,shorst
d6b023ce7046,10,6,425,216.0,266.17,122.0,shorst
d6b023ce7046,11,5,242,126.0,197.2,90.8,shorst
d6b023ce7046,12,1,363,161.0,363.0,161.0,shorst
dc9649334c9e,13,2,127,43.0,110.5,36.0,painkillee
dc9649334c9e,14,1,165,70.0,165.0,70.0,painkillee
dd20aa0b91cd,11,1,203,99.0,203.0,99.0,thewailing
dd20aa0b91cd,12,1,122,60.0,122.0,60.0,thewailing
ddb4611be4d9,7,1,105,29.0,105.0,29.0,duoyu111
ddb4611be4d9,8,4,237,115.0,155.0,82.5,duoyu111
ddb4611be4d9,9,1,136,48.0,136.0,48.0,duoyu111
ddb4611be4d9,10,1,188,85.0,188.0,85.0,duoyu111
ddb4611be4d9,11,1,148,83.0,148.0,83.0,duoyu111
dddf58451851,8,5,127,76.0,99.2,57.6,等七月の雪
dddf58451851,9,4,193,93.0,144.0,63.0,等七月の雪
dddf58451851,10,2,178,133.0,171.0,101.0,等七月の雪
de1dea21876b,7,1,69,33.0,69.0,33.0,osu
de1dea21876b,8,1,65,33.0,65.0,33.0,osu
de1dea21876b,10,3,111,62.0,97.33,52.67,osu
de1dea21876b,11,1,151,67.0,151.0,67.0,osu
de1dea21876b,12,1,215,119.0,215.0,119.0,osu
df2ea8bc37a8,7,1,89,17.0,89.0,17.0,euphonium
df2ea8bc37a8,8,1,100,30.0,100.0,30.0,euphonium
df2ea8bc37a8,9,1,162,72.0,162.0,72.0,euphonium
df2ea8bc37a8,11,2,190,76.0,180.5,72.0,euphonium
df2ea8bc37a8,12,1,230,83.0,230.0,83.0,euphonium
e017e59ee969,8,2,164,84.0,118.0,58.0,兔鱼
e017e59ee969,9,4,247,102.0,170.75,75.25,兔鱼
e017e59ee969,10,2,175,81.0,168.5,73.5,兔鱼
e17f4b9cc1e8,8,2,175,89.0,167.5,82.5,阿尔
e17f4b9cc1e8,9,2,160,68.0,139.0,49.0,阿尔
e186a5f8d57f,10,2,107,41.0,97.5,38.0,一盘琦
e578cd4d3823,8,2,206,83.0,168.0,63.0,act5st
e578cd4d3823,9,5,266,130.0,192.8,89.0,act5st
e578cd4d3823,10,6,193,81.0,155.17,66.0,act5st
e578cd4d3823,11,2,187,82.0,164.0,66.0,act5st
e5db2083b7f5,8,1,49,39.0,49.0,39.0,猫猫
e5db2083b7f5,9,1,70,58.0,70.0,58.0,猫猫
e5db2083b7f5,10,16,173,110.0,121.38,76.75,猫猫
e5db2083b7f5,11,25,224,120.0,119.88,69.04,猫猫
e5db2083b7f5,12,15,280,153.0,160.67,93.27,猫猫
e5db2083b7f5,13,7,199,111.0,147.29,87.29,猫猫
e915ea918f7f,11,1,117,52.0,117.0,52.0,llllllll
e915ea918f7f,13,1,156,67.0,156.0,67.0,llllllll
eb508fe3571d,7,1,80,15.0,80.0,15.0,night
eb508fe3571d,8,1,77,14.0,77.0,14.0,night
eb508fe3571d,10,3,146,78.0,130.33,68.33,night
eb508fe3571d,11,1,192,73.0,192.0,73.0,night
eb508fe3571d,12,1,125,85.0,125.0,85.0,night
ec04a344b123,10,2,252,132.0,241.0,118.0,洛克查得
ef07d966e67d,9,1,98,49.0,98.0,49.0,huang
ef07d966e67d,11,2,136,62.0,111.0,54.0,huang
ef07d966e67d,12,1,118,65.0,118.0,65.0,huang
ef6915e9319e,8,4,881,437.0,311.5,158.5,woowoo
ef6915e9319e,9,7,432,175.0,191.86,90.57,woowoo
ef6915e9319e,10,3,309,126.0,206.33,94.0,woowoo
ef7646d17bb8,9,1,86,51.0,86.0,51.0,hoho3332
ef7646d17bb8,10,1,102,45.0,102.0,45.0,hoho3332
f14706ed0ce6,12,1,134,61.0,134.0,61.0,小0
f14706ed0ce6,13,2,143,55.0,134.5,52.5,小0
f14706ed0ce6,14,2,142,47.0,141.5,39.5,小0
f14706ed0ce6,15,1,156,53.0,156.0,53.0,小0
f31cda257cdd,12,3,161,80.0,151.67,63.0,shippou225
f31cda257cdd,13,2,145,59.0,140.0,59.0,shippou225
f467a3edf1fd,6,1,36,28.0,36.0,28.0,初之晴天
f467a3edf1fd,8,6,192,110.0,151.5,80.0,初之晴天
f467a3edf1fd,9,6,228,141.0,168.83,99.67,初之晴天
f467a3edf1fd,10,3,332,154.0,209.33,112.0,初之晴天
f467a3edf1fd,11,2,190,88.0,155.5,83.0,初之晴天
f467a3edf1fd,12,1,113,53.0,113.0,53.0,初之晴天
f5e2425a1867,7,1,123,36.0,123.0,36.0,yangswag
f5e2425a1867,8,1,130,59.0,130.0,59.0,yangswag
f7b771d6fdff,7,1,61,26.0,61.0,26.0,index
f7b771d6fdff,9,2,111,76.0,103.5,66.5,index
f7b771d6fdff,10,2,135,67.0,108.0,66.5,index
f7b771d6fdff,13,1,127,83.0,127.0,83.0,index
fa096af21477,10,2,101,52.0,99.0,43.0,黑兰
fae8c21dad1a,8,3,106,36.0,92.67,32.0,lizard009
fae8c21dad1a,11,2,137,57.0,112.5,46.5,lizard009
fb677bca918a,6,2,89,36.0,85.5,30.5,hanmoyesang
fb677bca918a,7,2,105,76.0,99.0,65.5,hanmoyesang
fb677bca918a,9,3,146,80.0,130.0,48.0,hanmoyesang
fb677bca918a,10,4,254,113.0,151.5,66.25,hanmoyesang
fce7b3662ea0,8,1,99,35.0,99.0,35.0,stanley
fce7b3662ea0,9,1,205,103.0,205.0,103.0,stanley
fce7b3662ea0,11,1,152,51.0,152.0,51.0,stanley
fd9376263b7d,9,1,63,38.0,63.0,38.0,yaya51995
fd9376263b7d,10,1,87,39.0,87.0,39.0,yaya51995
u1053302fad9e,8,1,129,58.0,129.0,58.0,重山
u1053302fad9e,9,1,100,52.0,100.0,52.0,重山
u1053302fad9e,10,2,152,57.0,133.5,44.5,重山
u1053302fad9e,11,1,169,80.0,169.0,80.0,重山
u11c86216fa1c,12,3,139,47.0,119.0,39.0,scatoladesu
u11c86216fa1c,13,1,103,40.0,103.0,40.0,scatoladesu
u11c86216fa1c,14,1,147,67.0,147.0,67.0,scatoladesu
u11fa7b8259df,9,1,103,30.0,103.0,30.0,dogfly
u11fa7b8259df,10,2,123,42.0,121.0,40.0,dogfly
u11fa7b8259df,11,4,197,99.0,156.0,66.0,dogfly
u11fa7b8259df,12,2,162,63.0,158.5,57.5,dogfly
u11fa7b8259df,13,2,168,61.0,163.0,55.0,dogfly
u122596705be2,7,2,72,47.0,64.5,38.5,冬の花
u122596705be2,8,8,122,69.0,84.5,47.88,冬の花
u122596705be2,9,3,139,65.0,116.33,47.67,冬の花
u122596705be2,10,2,140,78.0,104.0,50.0,冬の花
u130fba59dcc2,13,1,111,43.0,111.0,43.0,汉堡包
u130fba59dcc2,14,1,132,63.0,132.0,63.0,汉堡包
u1327ad97cdef,11,1,120,26.0,120.0,26.0,铱星
u1327ad97cdef,12,5,245,109.0,156.0,70.4,铱星
u1327ad97cdef,13,4,178,96.0,166.75,77.75,铱星
u1327ad97cdef,14,1,229,102.0,229.0,102.0,铱星
u1327ad97cdef,16,1,222,93.0,222.0,93.0,铱星
u13d34b30cd96,13,1,186,87.0,186.0,87.0,noora
u13d34b30cd96,14,1,75,33.0,75.0,33.0,noora
u147c3a7e21d2,15,2,257,81.0,218.5,80.5,sigh
u14e9c2fb1c75,11,2,141,56.0,128.5,54.0,yuffiyuffi
u14e9c2fb1c75,12,1,116,50.0,116.0,50.0,yuffiyuffi
u14e9c2fb1c75,14,1,211,78.0,211.0,78.0,yuffiyuffi
u1504829f2660,11,2,109,47.0,104.5,44.0,群星
u1504829f2660,12,1,119,55.0,119.0,55.0,群星
u15b997bc1af2,12,1,85,33.0,85.0,33.0,不是原神玩家
u15b997bc1af2,13,1,118,42.0,118.0,42.0,不是原神玩家
u1623dac05fe0,8,1,77,27.0,77.0,27.0,lwjaaaa
u1623dac05fe0,9,1,76,34.0,76.0,34.0,lwjaaaa
u1623dac05fe0,12,3,122,45.0,111.67,43.0,lwjaaaa
u1691632a6ab2,6,2,102,27.0,82.5,21.0,llluuu
u1691632a6ab2,8,2,133,70.0,124.0,57.0,llluuu
u1691632a6ab2,9,8,535,307.0,213.25,113.38,llluuu
u1691632a6ab2,10,2,155,81.0,129.0,71.5,llluuu
u16b9fa9b6e9e,9,1,60,19.0,60.0,19.0,咩咩
u16b9fa9b6e9e,10,1,76,19.0,76.0,19.0,咩咩
u16b9fa9b6e9e,11,6,106,33.0,100.67,27.0,咩咩
u16b9fa9b6e9e,12,4,113,37.0,105.75,30.25,咩咩
u1703dab9b66a,8,1,97,24.0,97.0,24.0,东东
u1703dab9b66a,9,2,127,40.0,118.0,39.0,东东
u1703dab9b66a,10,4,135,70.0,114.25,54.75,东东
u1703dab9b66a,11,6,156,71.0,120.5,47.17,东东
u1703dab9b66a,12,13,159,75.0,125.54,50.69,东东
u1703dab9b66a,13,11,218,95.0,151.27,59.0,东东
u1703dab9b66a,14,4,228,87.0,172.25,63.75,东东
u171fe885f258,12,6,141,59.0,115.17,51.0,zihan sun
u171fe885f258,14,1,153,66.0,153.0,66.0,zihan sun
u17b801cc5d7f,11,2,118,43.0,115.5,39.5,大剑虾
u17b801cc5d7f,14,1,139,55.0,139.0,55.0,大剑虾
u18116ad6aa60,17,4,167,71.0,144.25,59.0,lxxbaba
u18116ad6aa60,18,2,185,73.0,183.5,64.0,lxxbaba
u18b2dfeeb55e,8,1,88,40.0,88.0,40.0,jbhfpku
u18b2dfeeb55e,9,1,66,24.0,66.0,24.0,jbhfpku
u1a08ac34c163,6,2,270,119.0,176.0,65.0,comboo
u1a08ac34c163,7,11,435,180.0,148.0,56.55,comboo
u1a08ac34c163,8,37,306,131.0,141.49,65.14,comboo
