card_name,play_count,game_count,wins,avg_position,avg_score,total_weighted,count_weighted,avg_resources,weighted_avg_score,win_rate,cn_name,cn_name_plot
Martian Nature Wonders,946,946,318,2.211416490486258,90.223044397463,2092.0,946,0.0,2.2144351464435146,33.62,火星自然遗产,火星自然遗产
Martian Rails,351,351,104,2.4045584045584047,89.99430199430199,844.0,351,0.0,2.407202216066482,29.63,火星高铁,火星高铁
Martian Repository,719,719,226,2.3630041724617525,90.62865090403338,1699.0,719,10.03894297635605,2.364883401920439,31.43,火星仓库,火星仓库
Martian Survey,900,900,224,2.493333333333333,81.78777777777778,2244.0,900,0.0,2.4934065934065934,24.89,火星勘察,火星勘察
Martian Zoo,1082,1082,328,2.378927911275416,86.40480591497227,2574.0,1082,4.914972273567468,2.38003663003663,30.31,火星动物园,火星动物园
Mass Converter,1417,1417,516,2.211714890613973,90.43895553987296,3134.0,1417,0.0,2.2137351086194816,36.41,质能转换器,质能转换器
Maxwell Base,896,896,326,2.1439732142857144,94.76785714285714,1921.0,896,0.0,2.1479028697571745,36.38,麦克斯韦基地,麦克斯韦基地
Meat Industry,1479,1479,530,2.2170385395537524,90.25557809330628,3279.0,1479,0.0,2.218938885157824,35.84,肉类工业,肉类工业
Media Archives,1623,1623,537,2.2809611829944547,86.60320394331485,3702.0,1623,0.0,2.2823025107164727,33.09,多媒体档案库,多媒体档案库
Media Frenzy,3,3,2,2.0,-60.0,6.0,3,0.0,2.3846153846153846,66.67,媒体狂热,媒体狂热
Media Group,1673,1673,548,2.2910938433950987,85.10101613867305,3833.0,1673,0.0,2.2923351158645278,32.76,媒体团队,媒体团队
Medical Lab,1159,1159,340,2.3787748058671268,87.14322691975842,2757.0,1159,0.0,2.3798118049615056,29.34,医疗实验室,医疗实验室
Meltworks,462,462,115,2.4740259740259742,88.01731601731602,1143.0,462,0.0,2.4745762711864407,24.89,熔融工厂,熔融工厂
Mercenary Squad,3,3,1,2.3333333333333335,-94.66666666666667,7.0,3,0.0,2.4615384615384617,33.33,雇佣兵小队,雇佣兵小队
Mercurian Alloys,1558,1558,473,2.360718870346598,85.66431322207958,3678.0,1558,0.0,2.361607142857143,30.36,水星合金,水星合金
Metallic Asteroid,1479,1479,524,2.1724137931034484,86.16430020283975,3213.0,1479,0.0,2.1746138347884485,35.43,金属陨石,金属陨石
Methane From Titan,580,580,185,2.2241379310344827,91.6655172413793,1290.0,580,0.0,2.2288135593220337,31.9,来自泰坦的甲烷,来自泰坦的甲烷
Micro-Geodesics,12,12,4,2.4166666666666665,82.0,29.0,12,0.0,2.4545454545454546,33.33,微测地学,微测地学
Micro-Mills,387,387,98,2.498708010335917,81.86821705426357,967.0,387,0.0,2.4987405541561714,25.32,小型风车,小型风车
Microbiology Patents,1040,1040,299,2.3759615384615387,83.97788461538461,2471.0,1040,0.0,2.3771428571428572,28.75,微生物学专利,微生物学专利
Microgravimetry,11,11,4,2.0,103.27272727272727,22.0,11,8.818181818181818,2.238095238095238,36.36,微重力测量,微重力测量
Microgravity Nutrition,653,653,219,2.2404287901990814,89.99540581929556,1463.0,653,0.0,2.244343891402715,33.54,微重力营养学,微重力营养学
Microprobing Technology,19,19,4,2.789473684210526,84.78947368421052,53.0,19,0.0,2.689655172413793,21.05,微探测技术,微探测技术
Microsingularity Plant,4,4,3,1.75,127.75,7.0,4,0.0,2.2857142857142856,75.0,微奇点装置,微奇点装置
Mine,857,857,213,2.498249708284714,82.89031505250875,2141.0,857,0.0,2.4982698961937717,24.85,采矿,采矿
Mineral Deposit,1519,1519,445,2.3791968400263332,84.70572745227123,3614.0,1519,0.0,2.379986919555265,29.3,矿床,矿床
Mining Area,75,75,19,2.4,87.85333333333334,180.0,75,0.0,2.411764705882353,25.33,采矿区,采矿区
Mining Area:ares,1280,1280,429,2.26015625,86.41796875,2893.0,1280,0.0,2.262015503875969,33.52,Mining Area:ares,Mining Area:ares
Mining Colony,959,959,264,2.400417101147028,85.0354535974974,2302.0,959,0.0,2.4014447884416925,27.53,采矿殖民地,采矿殖民地
Mining Expedition,521,521,148,2.4088291746641075,81.70441458733205,1255.0,521,0.0,2.4105461393596985,28.41,矿业探险,矿业探险
Mining Market Insider,13,13,2,2.5384615384615383,-28.0,33.0,13,8.307692307692308,2.5217391304347827,15.38,矿业市场内幕,矿业市场内幕
Mining Quota,761,761,219,2.4231274638633375,87.7976346911958,1844.0,761,0.0,2.424124513618677,28.78,采矿配额,采矿配额
Mining Rights,119,119,42,2.2857142857142856,88.41176470588235,272.0,119,0.0,2.302325581395349,35.29,采矿权,采矿权
Mining Rights:ares,1413,1413,428,2.337579617834395,84.93842887473461,3303.0,1413,0.0,2.3387210119465918,30.29,Mining Rights:ares,Mining Rights:ares
Mining Robots Manuf. Center,15,15,6,2.4,102.8,36.0,15,0.0,2.44,40.0,采矿机器人制造中心,采矿机器人制造中心
Minority Refuge,1569,1569,462,2.349904397705545,84.29636711281071,3687.0,1569,0.0,2.35085497150095,29.45,少数民族难民,少数民族难民
Miranda Resort,1535,1535,478,2.365472312703583,86.55635179153094,3631.0,1535,0.0,2.3663430420711973,31.14,米兰达度假村,米兰达度假村
Mohole Area,56,56,15,2.357142857142857,82.16071428571429,132.0,56,0.0,2.378787878787879,26.79,超深钻区域,超深钻区域
Mohole Area:ares,486,486,138,2.314814814814815,78.86008230452676,1125.0,486,0.0,2.318548387096774,28.4,Mohole Area:ares,Mohole Area:ares
Mohole Lake,584,584,159,2.3510273972602738,80.63356164383562,1373.0,584,0.0,2.3535353535353534,27.23,莫霍湖,莫霍湖
Molecular Printing,1655,1655,559,2.230211480362538,87.62356495468278,3691.0,1655,0.0,2.231831831831832,33.78,分子打印,分子打印
Momentum Virium Habitat,6,6,0,3.1666666666666665,76.16666666666667,19.0,6,0.0,2.75,0.0,动能居住舱,动能居住舱
Monopoly,2,2,1,1.5,102.5,3.0,2,0.0,2.3333333333333335,50.0,垄断,垄断
Moon Tether,1031,1031,335,2.265761396702231,90.62366634335596,2336.0,1031,0.0,2.2680115273775217,32.49,地月连结,地月连结
Mooncrate Block Factory,6,6,3,1.8333333333333333,129.5,11.0,6,0.0,2.25,50.0,月球坑采石场,月球坑采石场
Mooncrate Convoys To Mars,4,4,1,2.25,78.5,9.0,4,0.0,2.4285714285714284,25.0,月球运输队前往火星,月球运输队前往火星
Moss,638,638,193,2.300940438871473,87.47335423197492,1468.0,638,0.0,2.3040123456790123,30.25,苔藓,苔藓
Museum of Early Colonisation,433,433,110,2.489607390300231,85.79214780600462,1078.0,433,0.0,2.489841986455982,25.4,殖民博物馆,殖民博物馆
Nanofoundry,520,520,189,2.1538461538461537,94.40192307692308,1120.0,520,0.0,2.160377358490566,36.35,纳米铸造厂,纳米铸造厂
Narrative Spin,13,13,6,1.9230769230769231,96.84615384615384,25.0,13,0.0,2.1739130434782608,46.15,叙事操控,叙事操控
Natural Preserve,77,77,23,2.2337662337662336,88.18181818181819,172.0,77,0.0,2.264367816091954,29.87,自然保护区,自然保护区
Natural Preserve:ares,930,930,255,2.3967741935483873,83.6258064516129,2229.0,930,0.0,2.3978723404255318,27.42,Natural Preserve:ares,Natural Preserve:ares
Neptunian Power Consultants,385,385,72,2.703896103896104,80.81558441558441,1041.0,385,6.150649350649351,2.69873417721519,18.7,海王星能源顾问,海王星能源顾问
Neutralizer Factory,1299,1299,435,2.2832948421862973,88.7197844495766,2966.0,1299,0.0,2.284950343773873,33.49,中和剂工厂,中和剂工厂
Neutrinograph,10,10,3,2.4,87.3,24.0,10,0.0,2.45,30.0,中微子成像,中微子成像
New Colony Planning Initiatives,17,17,3,2.2941176470588234,67.88235294117646,39.0,17,0.0,2.3703703703703702,17.65,New Colony Planning Initiatives,New Colony Planning Initiatives
New Holland,450,450,141,2.2577777777777777,87.76444444444445,1016.0,450,0.0,2.2630434782608697,31.33,新荷兰,新荷兰
New Partner,1141,1141,300,2.5354951796669587,77.81332164767747,2893.0,1141,0.0,2.535186794092094,26.29,新合伙人,新合伙人
New Venice,1182,1182,375,2.3214890016920475,86.65059221658207,2744.0,1182,0.0,2.322986577181208,31.73,新威尼斯,新威尼斯
Nightclubs,9,9,2,2.6666666666666665,94.44444444444444,24.0,9,0.0,2.5789473684210527,22.22,夜总会,夜总会
Nitrite Reducing Bacteria,612,612,183,2.331699346405229,85.4281045751634,1427.0,612,1.1094771241830066,2.334405144694534,29.9,亚硝酸盐还原菌,亚硝酸盐还原菌
Nitrogen from Titan,997,997,301,2.338014042126379,89.1394182547643,2331.0,997,0.0,2.339622641509434,30.19,土卫六氮气,土卫六氮气
Nitrogen-Rich Asteroid,664,664,245,2.1551204819277108,91.54668674698796,1431.0,664,0.0,2.1602373887240356,36.9,富氮小行星,富氮小行星
Nitrophilic Moss,554,554,192,2.223826714801444,85.50902527075812,1232.0,554,0.0,2.228723404255319,34.66,嗜中性苔藓,嗜中性苔藓
Nobel Labs,1094,1094,320,2.373857404021938,87.71755027422303,2597.0,1094,0.0,2.375,29.25,诺贝尔劳动奖,诺贝尔劳动奖
Noctis City,1023,1023,314,2.3088954056695994,86.69794721407625,2362.0,1023,0.0,2.3107454017424978,30.69,诺提斯城,诺提斯城
Noctis Farming,1397,1397,423,2.306370794559771,86.23550465282749,3222.0,1397,0.0,2.3077469793887704,30.28,诺提斯农耕,诺提斯农耕
Nuclear Power,831,831,232,2.436823104693141,84.28279181708784,2025.0,831,0.0,2.4375743162901307,27.92,核能,核能
Nuclear Zone,134,134,50,2.1791044776119404,85.50746268656717,292.0,134,0.0,2.201388888888889,37.31,核爆辐射区,核爆辐射区
Nuclear Zone:ares,1141,1141,317,2.382997370727432,80.77212971078002,2719.0,1141,0.0,2.384013900955691,27.78,Nuclear Zone:ares,Nuclear Zone:ares
Ocean City,1208,1208,398,2.2110927152317883,88.79221854304636,2671.0,1208,0.0,2.213464696223317,32.95,海洋城市,海洋城市
Ocean Farm,993,993,354,2.1953675730110773,87.59718026183283,2180.0,993,0.0,2.1984047856430706,35.65,海洋农场,海洋农场
Ocean Sanctuary,1464,1464,531,2.1598360655737703,89.24658469945355,3162.0,1464,4.975409836065574,2.162143826322931,36.27,海豚,海豚
Off-World City Living,4,4,0,3.25,79.0,13.0,4,0.0,2.7142857142857144,0.0,离地城市生活,离地城市生活
Off-World Tax Haven,5,5,4,1.2,105.6,6.0,5,0.0,2.066666666666667,80.0,外星避税天堂,外星避税天堂
Old World Mafia,6,6,2,2.8333333333333335,78.83333333333333,17.0,6,0.0,2.625,33.33,旧世界黑手党,旧世界黑手党
Olympus Conference,1916,1916,613,2.316283924843424,87.07567849686848,4438.0,1916,0.5026096033402923,2.3172377985462096,31.99,奥林巴斯峰会,奥林巴斯峰会
Omnicourt,1036,1036,316,2.3812741312741315,88.28281853281854,2467.0,1036,0.0,2.382409177820268,30.5,通用法庭,通用法庭
Open City,822,822,288,2.1581508515815084,90.35036496350365,1774.0,822,0.0,2.1622596153846154,35.04,开放的城市,开放的城市
Optimal Aerobraking,1360,1360,428,2.3419117647058822,84.57941176470588,3185.0,1360,0.0,2.343065693430657,31.47,最优的空气动力制动,最优的空气动力制动
Orbital Cleanup,1721,1721,522,2.3625798954096457,86.53515398024405,4066.0,1721,0.0,2.3633737723859043,30.33,轨道清洁,轨道清洁
Orbital Laboratories,1055,1055,312,2.3308056872037914,85.07298578199052,2459.0,1055,0.0,2.332394366197183,29.57,轨道实验室,轨道实验室
Orbital Laser Drill,19,19,5,2.3684210526315788,14.631578947368421,45.0,19,0.0,2.413793103448276,26.32,轨道激光钻,轨道激光钻
Orbital Power Grid,77,77,20,2.4025974025974026,89.0909090909091,185.0,77,0.0,2.413793103448276,25.97,轨道电网,轨道电网
Orbital Reflectors,605,605,191,2.304132231404959,85.79504132231405,1394.0,605,0.0,2.3073170731707315,31.57,轨道反射镜,轨道反射镜
Ore Processor,99,99,24,2.5353535353535355,80.75757575757575,251.0,99,0.0,2.532110091743119,24.24,矿石加工厂,矿石加工厂
Oumuamua Type Object Survey,1237,1237,342,2.4761519805982215,84.78092158447858,3063.0,1237,0.0,2.476343223736969,27.65,奥陌陌天体调查,奥陌陌天体调查
Outdoor Sports,756,756,206,2.462962962962963,86.51190476190476,1862.0,756,0.0,2.4634464751958225,27.25,户外运动,户外运动
Ozone Generators,149,149,49,2.3691275167785233,94.24161073825503,353.0,149,0.0,2.3773584905660377,32.89,臭氧生成器,臭氧生成器
PR Office,1101,1101,336,2.337874659400545,85.52861035422343,2574.0,1101,0.0,2.3393339333933394,30.52,公关办公室,公关办公室
Parliament Hall,338,338,96,2.3698224852071004,85.9171597633136,801.0,338,0.0,2.3735632183908044,28.4,议会大厅,议会大厅
Patent Manipulation,5,5,2,1.8,99.6,9.0,5,0.0,2.2666666666666666,40.0,专利操纵,专利操纵
Penguins,1273,1273,401,2.2804399057344855,87.92930086410055,2903.0,1273,3.3974862529457974,2.2821512081060016,31.5,企鹅,企鹅
Permafrost Extraction,449,449,144,2.249443207126949,86.22048997772829,1010.0,449,0.0,2.2549019607843137,32.07,冻土精炼,冻土精炼
Peroxide Power,929,929,288,2.3369214208826694,86.17115177610334,2171.0,929,0.0,2.3386581469648564,31.0,过氧化氢能源,过氧化氢能源
Personal Spacecruiser,9,9,4,2.111111111111111,89.88888888888889,19.0,9,0.4444444444444444,2.3157894736842106,44.44,个人太空巡洋舰,个人太空巡洋舰
Pets,1487,1487,463,2.2979152656355075,87.79085406859448,3417.0,1487,9.227975790181574,2.2992651970607882,31.14,宠物,宠物
Phobos Space Haven,840,840,235,2.4023809523809523,87.61785714285715,2018.0,840,0.0,2.4035294117647057,27.98,福波斯(火卫一)空间港,福波斯(火卫一)空间港
Physics Complex,439,439,117,2.503416856492027,87.85649202733485,1099.0,439,1.7198177676537585,2.5033407572383073,26.65,物理研究所,物理研究所
Pioneer Settlement,1253,1253,362,2.36073423782921,83.22027134876296,2958.0,1253,0.0,2.3618368962787013,28.89,定居点,定居点
Planetary Rights Buyout,1,1,0,3.0,76.0,3.0,1,0.0,2.5454545454545454,0.0,行星权利收购,行星权利收购
Plant Smuggling,1132,1132,385,2.2385159010600706,86.71378091872792,2534.0,1132,0.0,2.2408056042031523,34.01,植物走私集团,植物走私集团
Plant Tax,7,7,2,3.0,-112.0,21.0,7,0.0,2.7058823529411766,28.57,植物税,植物税
Plantation,1438,1438,441,2.3150208623087623,86.39568845618915,3329.0,1438,0.0,2.3162983425414363,30.67,种植园,种植园
Political Alliance,479,479,157,2.2818371607515657,87.49686847599165,1093.0,479,0.0,2.2862985685071573,32.78,政治结盟,政治结盟
Pollinators,422,422,139,2.2606635071090047,91.37203791469194,954.0,422,4.597156398104265,2.2662037037037037,32.94,授粉者,授粉者
Potatoes,837,837,215,2.5244922341696534,81.24850657108722,2113.0,837,0.0,2.524203069657615,25.69,土豆,土豆
Power Grid,161,161,46,2.4161490683229814,86.93167701863354,389.0,161,0.0,2.4210526315789473,28.57,电网,电网
Power Infrastructure,725,725,218,2.3475862068965516,87.34896551724138,1702.0,725,0.0,2.349659863945578,30.07,电力基础设置,电力基础设置
Power Plant,1186,1186,343,2.4258010118043845,82.70236087689713,2877.0,1186,0.0,2.4264214046822743,28.92,发电厂,发电厂
Power Plant:Pathfinders,590,590,174,2.3796610169491523,82.5135593220339,1404.0,590,0.0,2.381666666666667,29.49,Power Plant:Pathfinders,Power Plant:Pathfinders
Power Supply Consortium,594,594,186,2.3653198653198655,88.65993265993266,1405.0,594,0.0,2.3675496688741724,31.31,电力供应共同体,电力供应共同体
Predators,530,530,156,2.3358490566037737,91.31698113207547,1238.0,530,3.0547169811320756,2.338888888888889,29.43,捕食者,捕食者
Prefabrication of Human Habitats,420,420,120,2.3642857142857143,87.52857142857142,993.0,420,0.0,2.3674418604651164,28.57,房屋预制,房屋预制
Preliminary Darkside,20,20,7,2.5,101.15,50.0,20,0.0,2.5,35.0,暗面初步勘探,暗面初步勘探
Price Wars,10,10,4,2.0,102.4,20.0,10,0.0,2.25,40.0,价格战,价格战
Pride of the Earth Arkship,539,539,175,2.2653061224489797,94.00556586270872,1221.0,539,4.684601113172541,2.2695810564663024,32.47,地球方舟的骄傲,地球方舟的骄傲
Private Investigator,6,6,1,2.6666666666666665,-2.6666666666666665,16.0,6,0.0,2.5625,16.67,私人侦探,私人侦探
Private Military Contractor,7,7,3,2.142857142857143,99.71428571428571,15.0,7,0.8571428571428571,2.3529411764705883,42.86,私人军事承包商,私人军事承包商
Private Resorts,12,12,5,1.9166666666666667,98.08333333333333,23.0,12,0.0,2.1818181818181817,41.67,私人度假村,私人度假村
Private Security,264,264,74,2.518939393939394,85.81818181818181,665.0,264,0.0,2.5182481751824817,28.03,私人安保服务,私人安保服务
Processor Factory,169,169,47,2.378698224852071,89.53254437869822,402.0,169,3.698224852071006,2.3854748603351954,27.81,处理器工厂,处理器工厂
Productive Outpost,1193,1193,367,2.3235540653813915,87.09807208717518,2772.0,1193,0.0,2.3250207813798838,30.76,生产前哨站,生产前哨站
Project Inspection,1507,1507,455,2.3019243530192437,87.26410086264102,3469.0,1507,0.0,2.3032300593276203,30.19,项目检测,项目检测
Protected Growth,318,318,109,2.251572327044025,79.76100628930817,716.0,318,0.0,2.2591463414634148,34.28,受保护的生长,受保护的生长
Protected Habitats,712,712,229,2.2570224719101124,86.38904494382022,1607.0,712,0.0,2.260387811634349,32.16,受保护的栖息地,受保护的栖息地
Protected Valley,1107,1107,319,2.332429990966576,84.21409214092141,2582.0,1107,0.0,2.333930170098478,28.82,受保护的山脉,受保护的山脉
Psychrophiles,1036,1036,316,2.3436293436293436,83.99034749034749,2428.0,1036,1.1544401544401544,2.3451242829827916,30.5,嗜冷性细菌,嗜冷性细菌
Public Baths,890,890,268,2.401123595505618,82.77865168539326,2137.0,890,0.0,2.402222222222222,30.11,公共浴场,公共浴场
Public Celebrations,444,444,154,2.2364864864864864,86.88513513513513,993.0,444,0.0,2.2422907488986783,34.68,公开庆典,公开庆典
Public Spaceline,1158,1158,419,2.1934369602763386,90.38169257340242,2540.0,1158,0.0,2.1960616438356166,36.18,公共太空航线,公共太空航线
Public Sponsored Grant,1052,1052,329,2.3536121673003803,85.95152091254752,2476.0,1052,0.0,2.354990583804143,31.27,公共补贴,公共补贴
Quantum Communications,982,982,292,2.3930753564154785,88.73828920570264,2350.0,982,0.0,2.3941532258064515,29.74,量子通信,量子通信
Quantum Extractor,1335,1335,436,2.337827715355805,87.85093632958801,3121.0,1335,0.0,2.3390334572490707,32.66,量子提取,量子提取
Rad-Suits,965,965,273,2.4414507772020726,85.01865284974093,2356.0,965,0.0,2.442051282051282,28.29,镭射服,镭射服
Rad-chem Factory,1053,1053,319,2.3513770180436846,85.89838556505224,2476.0,1053,0.0,2.3527751646284103,30.29,辐射化学工厂,辐射化学工厂
Rare-Earth Elements,762,762,247,2.293963254593176,87.14435695538057,1748.0,762,0.0,2.2966321243523318,32.41,稀土元素,稀土元素
Reckless Detonation,7,7,1,2.7142857142857144,77.0,19.0,7,0.0,2.588235294117647,14.29,鲁莽引爆,鲁莽引爆
Recruitment,571,571,171,2.369527145359019,85.14535901926445,1353.0,571,0.0,2.3717728055077454,29.95,雇佣,雇佣
Red Appeasement,81,81,19,2.6419753086419755,80.49382716049382,214.0,81,0.0,2.6263736263736264,23.46,红色和解,红色和解
Red City,555,555,200,2.1873873873873872,88.36396396396397,1214.0,555,0.0,2.192920353982301,36.04,红城,红城
Red Ships,1636,1636,541,2.2732273838630808,86.02506112469437,3719.0,1636,0.0,2.27460510328068,33.07,红色舰队,红色舰队
Red Spot Observatory,1669,1669,565,2.2738166566806473,88.73457159976033,3795.0,1669,0.5200718993409227,2.275163787969029,33.85,红斑实验室,红斑实验室
Red Tourism Wave,794,794,285,2.177581863979849,88.48614609571788,1729.0,794,0.0,2.181592039800995,35.89,红色旅游风潮,红色旅游风潮
Refugee Camps,638,638,209,2.3087774294670846,85.99686520376176,1473.0,638,2.4905956112852663,2.3117283950617282,32.76,难民营,难民营
Rego Plastics,1356,1356,394,2.342182890855457,86.00811209439529,3176.0,1356,0.0,2.343338213762811,29.06,表土塑料,表土塑料
Regolith Eaters,584,584,138,2.4674657534246576,81.04109589041096,1441.0,584,1.4777397260273972,2.468013468013468,23.63,风化层蚕食者,风化层蚕食者
Release of Inert Gases,523,523,157,2.3422562141491396,89.31548757170172,1225.0,523,0.0,2.345215759849906,30.02,释放惰性气体,释放惰性气体
Research,1749,1749,534,2.3636363636363638,85.81761006289308,4134.0,1749,0.0,2.3644115974985787,30.53,研究,研究
Research & Development Hub,326,326,90,2.4539877300613497,86.50613496932516,800.0,326,7.343558282208589,2.455357142857143,27.61,研发中心,研发中心
Research Colony,1652,1652,498,2.3595641646489103,86.1725181598063,3898.0,1652,0.0,2.3604091456077017,30.15,研究殖民地,研究殖民地
Research Coordination,1303,1303,404,2.402916346891788,83.56945510360705,3131.0,1303,0.0,2.4036557501904037,31.01,研究环境,研究环境
Research Outpost,1778,1778,571,2.2879640044994374,85.99831271091114,4068.0,1778,0.0,2.289149888143177,32.11,科研前哨站,科研前哨站
Respiration Enhance,993,993,338,2.280966767371601,88.10976837865056,2265.0,993,0.0,2.2831505483549352,34.04,呼吸作用增强,呼吸作用增强
Restricted Area,142,142,53,2.1690140845070425,88.67605633802818,308.0,142,0.0,2.1907894736842106,37.32,管制区,管制区
Restricted Area:ares,1553,1553,493,2.330328396651642,85.34191886670959,3619.0,1553,0.0,2.331413947536788,31.75,Restricted Area:ares,Restricted Area:ares
Return to Abandoned Technology,1405,1405,416,2.3637010676156582,86.16512455516015,3321.0,1405,0.0,2.3646643109540637,29.61,废稿回收,废稿回收
Revolting Colonists,4,4,1,2.25,118.5,9.0,4,0.0,2.4285714285714284,25.0,叛乱殖民者,叛乱殖民者
Rey ... Skywalker?! (IX),289,289,66,2.5328719723183393,80.62629757785467,732.0,289,0.0,2.531772575250836,22.84,Rey ... Skywalker?! (IX),Rey ... Skywalker?! (IX)
Rich Deposits,418,418,116,2.5191387559808613,79.94258373205741,1053.0,418,0.0,2.5186915887850465,27.75,丰富矿藏,丰富矿藏
Rim Freighters,1145,1145,321,2.4305676855895197,84.78951965065502,2783.0,1145,0.0,2.431168831168831,28.03,里姆货船,里姆货船
Road Piracy,11,11,3,2.3636363636363638,107.0909090909091,26.0,11,0.0,2.4285714285714284,27.27,Road Piracy,Road Piracy
Robot Moles,3,3,0,3.0,77.33333333333333,9.0,3,1.6666666666666667,2.6153846153846154,0.0,机器人钻地鼠,机器人钻地鼠
Robot Pollinators,739,739,290,2.0757780784844386,91.28146143437077,1534.0,739,0.0,2.081441922563418,39.24,机器授粉者,机器授粉者
Robotic Workforce,792,792,224,2.4696969696969697,85.97853535353535,1956.0,792,0.0,2.470074812967581,28.28,机器人大军,机器人大军
Rotator Impacts,162,162,44,2.4012345679012346,80.6358024691358,389.0,162,0.08641975308641975,2.4069767441860463,27.16,回旋冲撞,回旋冲撞
Rover Construction,1738,1738,514,2.3394706559263523,85.39067894131185,4066.0,1738,0.0,2.3403890160183067,29.57,漫游者建设,漫游者建设
Rover Drivers Union,4,4,1,2.25,109.75,9.0,4,0.0,2.4285714285714284,25.0,流浪者司机工会,流浪者司机工会
Rust Eating Bacteria,339,339,91,2.353982300884956,82.98230088495575,798.0,339,8.766961651917404,2.358166189111748,26.84,锈蚀细菌,锈蚀细菌
SF Memorial,1555,1555,445,2.401929260450161,85.13890675241157,3735.0,1555,0.0,2.402555910543131,28.62,SF纪念碑,SF纪念碑
Sabotage,688,688,208,2.254360465116279,85.48837209302326,1551.0,688,0.0,2.2578796561604584,30.23,蓄意破坏,蓄意破坏
Satellites,1098,1098,314,2.45264116575592,85.13752276867031,2693.0,1098,0.0,2.453068592057762,28.6,卫星,卫星
Saturn Surfing,1609,1609,513,2.305158483530143,87.95773772529522,3709.0,1609,3.7277812305779987,2.3063619518221126,31.88,土星冲浪,土星冲浪
Scapegoat,15,15,5,2.466666666666667,58.266666666666666,37.0,15,0.0,2.48,33.33,替罪羊,替罪羊
Search For Life,1008,1008,262,2.5009920634920637,82.38194444444444,2521.0,1008,0.31646825396825395,2.5009823182711197,25.99,寻找生命,寻找生命
Search for Life Underground,6,6,2,2.1666666666666665,94.33333333333333,13.0,6,0.3333333333333333,2.375,33.33,地下生命搜寻,地下生命搜寻
Secret Labs,1351,1351,453,2.2590673575129534,88.35159141376758,3052.0,1351,0.0,2.2608376193975017,33.53,秘密实验室,秘密实验室
Security Fleet,242,242,73,2.4338842975206614,91.8305785123967,589.0,242,2.5289256198347108,2.4365079365079363,30.17,安保舰队,安保舰队
Self-replicating Robots,270,270,69,2.533333333333333,85.74074074074075,684.0,270,0.0,2.532142857142857,25.56,自我复制机器人,自我复制机器人
Server Sabotage,11,11,4,2.4545454545454546,80.27272727272727,27.0,11,0.0,2.4761904761904763,36.36,服务器破坏,服务器破坏
Shuttles,1413,1413,420,2.381457891012031,85.94338287331918,3365.0,1413,0.0,2.3822909346451158,29.72, 穿梭机,穿梭机
Sinus Irdium Road Network,9,9,5,1.6666666666666667,141.22222222222223,15.0,9,0.0,2.1052631578947367,55.56,彩虹湾高速路网,彩虹湾高速路网
Sister Planet Sponsors,1308,1308,408,2.3654434250764527,86.49617737003058,3094.0,1308,0.0,2.366464339908953,31.19,姊妹星球赞助,姊妹星球赞助
Sister Planet Support,1388,1388,458,2.3047550432276656,86.94740634005764,3199.0,1388,0.0,2.3061516452074393,33.0,姊妹星球支持,姊妹星球支持
Sky Docks,1660,1660,534,2.3265060240963855,86.83433734939759,3862.0,1660,0.0,2.3275449101796406,32.17,太空码头,太空码头
Small Animals,642,642,217,2.210280373831776,88.28816199376946,1419.0,642,2.9018691588785046,2.214723926380368,33.8,小动物,小动物
Small Asteroid,1050,1050,305,2.4047619047619047,83.32761904761905,2525.0,1050,0.0,2.4056603773584904,29.05,小型小行星,小型小行星
Small Comet,690,690,187,2.436231884057971,79.94927536231884,1681.0,690,0.0,2.4371428571428573,27.1,小彗星,小彗星
Small Duty Rovers,11,11,3,2.909090909090909,93.54545454545455,32.0,11,0.0,2.7142857142857144,27.27,小型履带车。,小型履带车。
Small Open Pit Mine,701,701,170,2.559201141226819,79.3166904422254,1794.0,701,0.0,2.5583684950773558,24.25,小采矿坑,小采矿坑
Snow Algae,294,294,88,2.326530612244898,85.35714285714286,684.0,294,0.0,2.3322368421052633,29.93,雪藻,雪藻
Social Events,211,211,98,1.9099526066350712,104.27014218009478,403.0,211,0.0,1.9366515837104072,46.45,社交活动,社交活动
Soil Detoxification,1019,1019,347,2.2070657507360156,85.89303238469087,2249.0,1019,0.0,2.2099125364431487,34.05,土壤净化,土壤净化
Soil Enrichment,1261,1261,466,2.1245043616177637,88.90087232355273,2679.0,1261,0.0,2.127458693941778,36.95,土壤改良,土壤改良
Soil Export,21,21,7,2.238095238095238,31.285714285714285,47.0,21,0.0,2.3225806451612905,33.33,土壤出口,土壤出口
Soil Factory,449,449,147,2.2383073496659245,91.85523385300668,1005.0,449,0.0,2.24400871459695,32.74,土壤工厂,土壤工厂
Soil Studies,1014,1014,344,2.175542406311637,87.19723865877712,2206.0,1014,0.0,2.1787109375,33.93,土壤研究,土壤研究
Solar Cosmic Rays,270,270,71,2.4703703703703703,81.43703703703704,667.0,270,0.0,2.4714285714285715,26.3,太阳射线,太阳射线
Solar Farm,1123,1123,369,2.27426536064114,84.81389136242208,2554.0,1123,0.0,2.2762577228596648,32.86,太阳能农场,太阳能农场
Solar Logistics,807,807,279,2.2342007434944238,91.12887236679059,1803.0,807,0.0,2.2374541003671973,34.57,太阳能物流,太阳能物流
Solar Panel Foundry,96,96,26,2.5625,85.94791666666667,246.0,96,0.0,2.556603773584906,27.08,太阳能电池铸造厂,太阳能电池铸造厂
