card_name,play_count,game_count,wins,avg_position,avg_score,total_weighted,count_weighted,avg_resources,weighted_avg_score,win_rate,cn_name,cn_name_plot
Farming,769,769,255,2.1690507152145644,89.86605981794538,1668.0,769,0.0,2.173299101412067,33.16,农业,农业
Field-Capped City,1227,1227,349,2.3317033414832924,85.89405052974735,2861.0,1227,0.0,2.3330638641875505,28.44,磁场穹顶城市,磁场穹顶城市
Fish,818,818,271,2.226161369193154,89.30073349633251,1821.0,818,2.5684596577017116,2.2294685990338166,33.13,鱼,鱼
Flat Mars Theory,269,269,65,2.591078066914498,80.74721189591078,697.0,269,0.0,2.587813620071685,24.16,火星平面理论,火星平面理论
Fleet Recycling,1036,1036,338,2.281853281853282,88.4034749034749,2364.0,1036,0.0,2.283938814531549,32.63,飞船回收,飞船回收
Floater Leasing,388,388,125,2.283505154639175,89.15721649484536,886.0,388,0.0,2.2889447236180906,32.22,漂浮物租贷,漂浮物租贷
Floater Prototypes,1236,1236,364,2.3907766990291264,85.92394822006473,2955.0,1236,0.0,2.391653290529695,29.45,造云原型机,造云原型机
Floater Technology,876,876,266,2.3413242009132422,88.40525114155251,2051.0,876,0.0,2.3431151241534987,30.37,漂浮物科技,漂浮物科技
Floater-Urbanism,820,820,297,2.203658536585366,90.8719512195122,1807.0,820,3.542682926829268,2.207228915662651,36.22,施韦伯城市规划,施韦伯城市规划
Floating Habs,1456,1456,461,2.301510989010989,87.54052197802197,3351.0,1456,6.480082417582418,2.3028649386084585,31.66,漂浮舱,漂浮舱
Floating Refinery,1511,1511,560,2.170086035737922,89.07412309728656,3279.0,1511,2.098610191925877,2.1722550953320185,37.06,漂浮精炼厂,漂浮精炼厂
Flooding,811,811,238,2.3625154130702835,82.38471023427867,1916.0,811,0.0,2.364190012180268,29.35,洪水,洪水
Floyd Continuum,1738,1738,536,2.348101265822785,84.75373993095512,4081.0,1738,0.0,2.348970251716247,30.84,弗洛伊德连续体,弗洛伊德连续体
Food Factory,369,369,84,2.4850948509485096,86.3739837398374,917.0,369,0.0,2.4854881266490767,22.76,食品工厂,食品工厂
Forced Precipitation,702,702,216,2.2606837606837606,87.37464387464388,1587.0,702,0.443019943019943,2.264044943820225,30.77,强制降水,强制降水
Forest Moon (VI),292,292,107,2.1027397260273974,90.90753424657534,614.0,292,0.0,2.115894039735099,36.64,Forest Moon (VI),Forest Moon (VI)
Forest Tunnels,7,7,2,2.2857142857142856,5.571428571428571,16.0,7,0.0,2.411764705882353,28.57,森林隧道,森林隧道
Freyja Biodomes,947,947,335,2.1319957761351636,94.38753959873284,2019.0,947,0.0,2.135841170323929,35.37,弗雷雅生态馆,弗雷雅生态馆
Friends in High Places,114,114,40,2.2982456140350878,66.08771929824562,262.0,114,0.0,2.314516129032258,35.09,高层人脉,高层人脉
Frontier Town,1031,1031,365,2.161008729388943,87.59068865179438,2228.0,1031,0.0,2.164265129682997,35.4,边疆小镇,边疆小镇
Fuel Factory,749,749,162,2.6448598130841123,80.12817089452604,1981.0,749,0.0,2.642951251646904,21.63,油脂工厂,油脂工厂
Fueled Generators,1054,1054,348,2.310246679316888,87.22485768500948,2435.0,1054,0.0,2.31203007518797,33.02,燃料发动机,燃料发动机
Fusion Power,732,732,211,2.44672131147541,87.09972677595628,1791.0,732,0.0,2.4474393530997305,28.83,聚变能源,聚变能源
GHG Factories,181,181,49,2.4751381215469612,80.33701657458563,448.0,181,0.0,2.4764397905759163,27.07,温室气体工厂,温室气体工厂
GHG Import From Venus,374,374,128,2.2887700534759357,89.61229946524064,856.0,374,0.0,2.2942708333333335,34.22,从金星导入温室气体,从金星导入温室气体
GHG Producing Bacteria,829,829,253,2.3003618817852836,84.37032569360676,1907.0,829,1.172496984318456,2.302741358760429,30.52,温室气体生产细菌,温室气体生产细菌
GHG Shipment,364,364,158,2.0384615384615383,88.82417582417582,742.0,364,0.0,2.050802139037433,43.41,温室气体运输,温室气体运输
GMO Contract,1578,1578,515,2.258555133079848,85.9721166032953,3564.0,1578,0.0,2.2600755667506296,32.64,转基因生物合约,转基因生物合约
Gaia City,9,9,2,2.6666666666666665,85.22222222222223,24.0,9,0.0,2.5789473684210527,22.22,盖亚城市,盖亚城市
Galilean Waystation,1005,1005,269,2.462686567164179,85.36517412935324,2475.0,1005,0.0,2.4630541871921183,26.77,伽利略中转站,伽利略中转站
Ganymede Colony,1431,1431,488,2.2138364779874213,90.71767994409504,3168.0,1431,0.0,2.215822345593338,34.1,木卫三殖民地,木卫三殖民地
Gas Trust,2,2,1,1.5,-182.5,3.0,2,0.0,2.3333333333333335,50.0,燃气托拉斯,燃气托拉斯
Gene Repair,1327,1327,395,2.39336850037679,87.54860587792012,3176.0,1327,0.0,2.3941660433807033,29.77,基因修复,基因修复
Geodesic Tents,16,16,7,2.25,111.5625,36.0,16,0.0,2.3461538461538463,43.75,地球仪形帐篷,地球仪形帐篷
Geological Expedition,1079,1079,358,2.278962001853568,89.8563484708063,2459.0,1079,0.0,2.28099173553719,33.18,地质探险,地质探险
Geological Survey,872,872,266,2.378440366972477,83.91055045871559,2074.0,872,0.0,2.379818594104308,30.5,地质调查,地质调查
Geological Survey:underworld,11,11,4,2.3636363636363638,88.0,26.0,11,0.0,2.4285714285714284,36.36,地质调查,地质调查
Geologist Team,10,10,5,2.2,86.7,22.0,10,0.0,2.35,50.0,地质学家团队,地质学家团队
Geoscan Satellite,11,11,4,2.090909090909091,42.45454545454545,23.0,11,0.0,2.2857142857142856,36.36,地质扫描卫星,地质扫描卫星
Geothermal Network,4,4,2,2.0,112.25,8.0,4,0.0,2.357142857142857,50.0,地热网络,地热网络
Geothermal Power,846,846,208,2.49290780141844,81.95981087470449,2109.0,846,0.0,2.4929906542056073,24.59,地热能,地热能
Giant Ice Asteroid,888,888,274,2.2781531531531534,81.88626126126127,2023.0,888,0.0,2.2806236080178173,30.86,巨冰行星,巨冰行星
Giant Solar Shade,888,888,289,2.3164414414414414,86.37837837837837,2057.0,888,0.0,2.318485523385301,32.55,巨型日光遮蔽器,巨型日光遮蔽器
Giant Space Mirror,747,747,217,2.4431057563587686,85.12182061579652,1825.0,747,0.0,2.4438573315719947,29.05,巨型太空镜,巨型太空镜
Global Audit,21,21,6,2.2857142857142856,62.19047619047619,48.0,21,0.0,2.3548387096774195,28.57,全球审计,全球审计
Grand Luna Academy,13,13,4,2.3846153846153846,111.84615384615384,31.0,13,0.0,2.4347826086956523,30.77,大月球学院,大月球学院
Grass,961,961,302,2.2455775234131115,84.40686784599376,2158.0,961,0.0,2.248197734294542,31.43,草,草
Great Dam,2,2,0,4.0,67.5,8.0,2,0.0,2.75,0.0,大坝,大坝
Great Dam:ares,1231,1231,370,2.2908204711616573,84.67099918765231,2820.0,1231,0.0,2.2925060435132956,30.06,Great Dam:ares,Great Dam:ares
Great Dam:promo,106,106,29,2.4056603773584904,86.94339622641509,255.0,106,0.0,2.413793103448276,27.36,Great Dam:promo,Great Dam:promo
Great Escarpment Consortium,235,235,67,2.404255319148936,89.14468085106382,565.0,235,0.0,2.4081632653061225,28.51,巨大断崖,巨大断崖
Greenhouses,1691,1691,586,2.1827321111768185,87.95505617977528,3691.0,1691,0.0,2.1845972957084068,34.65,温室,温室
Grey Market Exploitation,8,8,3,2.0,29.375,16.0,8,0.0,2.2777777777777777,37.5,灰市剥削,灰市剥削
Guerilla Ecologists,7,7,1,2.2857142857142856,86.57142857142857,16.0,7,0.0,2.411764705882353,14.29,游击生态学家,游击生态学家
Gyropolis,737,737,253,2.203527815468114,92.6010854816825,1624.0,737,0.0,2.2074966532797857,34.33,旋转都会,旋转都会
HE3 Fusion Plant,11,11,4,2.0,3.8181818181818183,22.0,11,0.0,2.238095238095238,36.36,HE3聚变能发电站,HE3聚变能发电站
HE3 Lobbyists,9,9,1,3.0,90.0,27.0,9,0.0,2.736842105263158,11.11,HE3游说者,HE3游说者
HE3 Production Quotas,3,3,1,2.6666666666666665,81.33333333333333,8.0,3,0.0,2.5384615384615383,33.33,HE3产能配额,HE3产能配额
HE3 Refinery,21,21,8,2.1904761904761907,85.71428571428571,46.0,21,0.0,2.2903225806451615,38.1,HE3精炼厂,HE3精炼厂
Habitat 14,16,16,5,2.3125,110.0625,37.0,16,0.0,2.3846153846153846,31.25,第14号栖息地,第14号栖息地
Hackers,113,113,20,2.690265486725664,84.95575221238938,304.0,113,0.0,2.6747967479674797,17.7,黑客,黑客
Hackers:u,6,6,1,3.1666666666666665,78.5,19.0,6,0.0,2.75,16.67,黑客组织,黑客组织
Harvest,1311,1311,454,2.154843630816171,88.80549199084668,2825.0,1311,0.0,2.157456472369417,34.63,丰收,丰收
Hay Maker,761,761,252,2.202365308804205,82.77792378449409,1676.0,761,0.0,2.2062256809338523,33.11,炎拳,炎拳
Heat Trappers,234,234,52,2.52991452991453,81.65384615384616,592.0,234,0.0,2.528688524590164,22.22,热力捕获者,热力捕获者
Heather,851,851,274,2.199764982373678,87.25616921269095,1872.0,851,0.0,2.203252032520325,32.2,帚石楠,帚石楠
Heavy Duty Rovers,7,7,1,2.4285714285714284,117.71428571428571,17.0,7,0.0,2.4705882352941178,14.29,重型漫游车,重型漫游车
Heavy Taxation,1173,1173,345,2.3981244671781754,84.54987212276215,2813.0,1173,0.0,2.3989856297548604,29.41,重税,重税
Heliostat Mirror Array,355,355,89,2.5605633802816903,81.30140845070423,909.0,355,0.0,2.558904109589041,25.07,日镜阵列,日镜阵列
Herbivores,528,528,193,2.1420454545454546,88.875,1131.0,528,5.568181818181818,2.1486988847583643,36.55,食草动物,食草动物
Hermetic Order of Mars,518,518,166,2.306949806949807,85.44980694980696,1195.0,518,0.0,2.3106060606060606,32.05,火星秘教,火星秘教
Hi-Tech Lab,932,932,261,2.421673819742489,87.59763948497854,2257.0,932,0.0,2.4225053078556265,28.0,高科技实验室,高科技实验室
High Temp. Superconductors,782,782,238,2.3414322250639388,84.36317135549872,1831.0,782,0.0,2.3434343434343434,30.43,超导体改进,超导体改进
Hired Raiders,1331,1331,397,2.3335837716003005,85.92261457550714,3106.0,1331,0.0,2.3348247576435495,29.83,雇佣掠夺者,雇佣掠夺者
Hired Raiders:u,13,13,5,2.076923076923077,48.92307692307692,27.0,13,0.0,2.260869565217391,38.46,雇佣袭击者,雇佣袭击者
Homeostasis Bureau,939,939,275,2.318423855165069,82.09265175718849,2177.0,939,0.0,2.320337197049526,29.29,稳态管理局,稳态管理局
Hospitals,1291,1291,411,2.2571649883811,88.68164213787762,2914.0,1291,4.426800929512006,2.259031514219831,31.84,医院,医院
Hostile Takeover,1,1,1,1.0,122.0,1.0,1,0.0,2.3636363636363638,100.0,Hostile Takeover,Hostile Takeover
House Printing,882,882,213,2.520408163265306,84.39115646258503,2223.0,882,0.0,2.5201793721973096,24.15,房屋印刷,房屋印刷
Huygens Observatory,1365,1364,445,2.2637362637362637,87.37362637362638,3090.0,1365,0.0,2.2654545454545456,32.6,惠更斯天文台,惠更斯天文台
Hydrogen Processing Plant,419,419,118,2.372315035799523,86.31980906921241,994.0,419,0.0,2.375291375291375,28.16,氢气处理厂,氢气处理厂
Hydrogen to Venus,900,900,329,2.18,90.19888888888889,1962.0,900,0.0,2.1835164835164833,36.56,输送氢气到金星,输送氢气到金星
Hydrothermal Vent Archaea,1358,1358,430,2.271723122238586,86.61782032400589,3085.0,1358,10.591310751104565,2.2733918128654973,31.66,深海热泉细菌,深海热泉细菌
Hypersensitive Silicon Chip Factory,3,3,1,2.3333333333333335,91.0,7.0,3,0.0,2.4615384615384617,33.33,超敏感硅芯片工厂,超敏感硅芯片工厂
Hyperspace Drive Prototype,1098,1098,292,2.4344262295081966,85.77140255009107,2673.0,1098,0.0,2.435018050541516,26.59,超空间驱动原型,超空间驱动原型
Ice Asteroid,935,935,293,2.312299465240642,84.59786096256684,2162.0,935,0.0,2.3142857142857145,31.34,结冰行星,结冰行星
Ice Cap Melting,257,257,80,2.252918287937743,86.89105058365759,579.0,257,0.0,2.262172284644195,31.13,冰川融化,冰川融化
Ice Moon Colony,1009,1009,271,2.393458870168484,85.17641228939544,2415.0,1009,0.0,2.39450441609421,26.86,冰月殖民地,冰月殖民地
Icy Impactors,96,96,18,2.6354166666666665,83.25,253.0,96,0.5520833333333334,2.6226415094339623,18.75,冰体撞击器,冰体撞击器
Immigrant City,1353,1353,398,2.3569844789356984,86.31855136733185,3189.0,1353,0.0,2.3580337490829053,29.42,移民城市,移民城市
Immigration Shuttles,616,616,194,2.313311688311688,89.96428571428571,1425.0,616,0.0,2.31629392971246,31.49,移民航天机,移民航天机
Impactor Swarm,755,755,257,2.214569536423841,89.45562913907285,1672.0,755,0.0,2.2183006535947714,34.04,冲击虫群,冲击虫群
Import of Advanced GHG,877,877,261,2.3660205245153936,84.30672748004561,2075.0,877,0.0,2.367531003382187,29.76,输入高级温室气体,输入高级温室气体
Imported GHG,1229,1229,345,2.4125305126118795,82.82180634662328,2965.0,1229,0.0,2.413236481033091,28.07,引入温室气体,引入温室气体
Imported Heavy Machinery,18,18,3,2.8333333333333335,9.444444444444445,51.0,18,0.0,2.7142857142857144,16.67,进口重型机械,进口重型机械
Imported Hydrogen,1562,1562,513,2.270806658130602,86.46606914212548,3547.0,1562,0.0,2.272264631043257,32.84,外部注入氢气,外部注入氢气
Imported Nitrogen,1374,1374,515,2.1404657933042213,90.69359534206696,2941.0,1374,0.0,2.143063583815029,37.48,引入氮气,引入氮气
Imported Nutrients,1469,1469,499,2.208304969366916,87.96119809394146,3244.0,1469,0.0,2.2102772143340093,33.97,营养物输入,营养物输入
Improved Moon Concrete,4,4,1,2.25,83.25,9.0,4,0.0,2.4285714285714284,25.0,改良月球混凝土,改良月球混凝土
Indentured Workers,1535,1535,465,2.3537459283387623,83.82084690553746,3613.0,1535,0.0,2.354692556634304,30.29,合同工,合同工
Induced Tremor,8,8,5,1.375,99.5,11.0,8,0.0,2.0,62.5,诱发震颤,诱发震颤
Industrial Center,63,63,23,2.253968253968254,89.41269841269842,142.0,63,0.0,2.287671232876712,36.51,工业中心,工业中心
Industrial Center:ares,1352,1352,454,2.2322485207100593,86.8905325443787,3018.0,1352,0.0,2.2342143906020557,33.58,Industrial Center:ares,Industrial Center:ares
Industrial Microbes,911,911,240,2.442371020856202,81.83863885839736,2225.0,911,0.0,2.44299674267101,26.34,工业微生物,工业微生物
Infrastructure Overload,2,2,2,1.0,101.5,2.0,2,0.0,2.25,100.0,基础设施过载,基础设施过载
Insects,853,853,299,2.0961313012895664,90.86283704572098,1788.0,853,0.0,2.100811123986095,35.05,昆虫,昆虫
Insulation,239,239,74,2.292887029288703,89.17154811715481,548.0,239,0.0,2.3012048192771086,30.96,绝缘,绝缘
Interplanetary Alliance,1663,1663,548,2.274804570054119,88.29464822609741,3783.0,1663,0.0,2.276150627615063,32.95,星际联邦,星际联邦
Interplanetary Colony Ship,1574,1574,461,2.3595933926302415,84.66772554002542,3714.0,1574,0.0,2.360479797979798,29.29,星际殖民船,星际殖民船
Interplanetary Trade,597,597,177,2.422110552763819,84.1390284757119,1446.0,597,0.0,2.4233937397034597,29.65,星际贸易,星际贸易
Interplanetary Transport,1067,1067,349,2.2774133083411434,89.51640112464855,2430.0,1067,0.0,2.279480037140204,32.71,星际运输,星际运输
Interstellar Colony Ship,942,942,316,2.290870488322718,90.85774946921444,2158.0,942,0.0,2.293067226890756,33.55,星际殖民飞船,星际殖民飞船
Invention Contest,1778,1778,561,2.359955005624297,84.65748031496064,4196.0,1778,0.0,2.360738255033557,31.55,发明竞争,发明竞争
Inventors' Guild,1155,1155,314,2.5246753246753246,84.43549783549784,2916.0,1155,0.0,2.5244635193133047,27.19,发明家公会,发明家公会
Investigative Journalism,8,8,4,1.75,107.375,14.0,8,0.75,2.1666666666666665,50.0,调查性新闻,调查性新闻
Investment Loan,1851,1851,533,2.3889789303079416,83.81955699621827,4422.0,1851,0.0,2.3895754970445995,28.8,投资性贷款,投资性贷款
Io Mining Industries,1032,1032,317,2.3420542635658914,90.1172480620155,2417.0,1032,0.0,2.343570057581574,30.72,木卫一矿业,木卫一矿业
Io Sulphur Research,1517,1517,508,2.3150955833882665,88.55174686882005,3512.0,1517,0.0,2.3163064833005893,33.49,木卫一的硫磺研究,木卫一的硫磺研究
Iron Extraction Center,4,4,2,2.25,111.5,9.0,4,0.0,2.4285714285714284,50.0,冶铁中心,冶铁中心
Ironworks,99,99,32,2.3838383838383836,84.83838383838383,236.0,99,0.0,2.3944954128440368,32.32,炼铁厂,炼铁厂
Ishtar Expedition,1691,1691,600,2.1981076286221173,89.13187463039621,3717.0,1691,0.0,2.1998824221046442,35.48,伊什塔尔远征,伊什塔尔远征
Ishtar Mining,1260,1260,381,2.3865079365079365,86.90079365079364,3007.0,1260,0.0,2.3874015748031496,30.24,伊什塔尔矿业,伊什塔尔矿业
Jet Stream Microscrappers,427,427,132,2.36768149882904,83.14519906323186,1011.0,427,0.7868852459016393,2.3707093821510297,30.91,急流采集器,急流采集器
Jovian Defense Department,1177,1177,351,2.3576890399320307,87.88105352591334,2775.0,1177,4.978759558198811,2.358887952822241,29.82,木星防空署,木星防空署
Jovian Embassy,1406,1405,425,2.359174964438122,87.99786628733997,3317.0,1406,0.0,2.360169491525424,30.23,木星大使馆,木星大使馆
Jovian Envoys,731,731,239,2.2667578659370724,89.70177838577291,1657.0,731,0.0,2.2699055330634277,32.69,木星来使,木星来使
Jovian Expedition,1349,1349,420,2.327650111193477,87.4477390659748,3140.0,1349,0.0,2.328918322295806,31.13,木星远征,木星远征
Jovian Lanterns,729,729,242,2.2606310013717423,91.81481481481481,1648.0,729,9.112482853223593,2.263870094722598,33.2,木星灯,木星灯
Jupiter Floating Station,1232,1232,392,2.2865259740259742,89.53652597402598,2817.0,1232,1.8993506493506493,2.288244766505636,31.82,木星浮动站,木星浮动站
Kaguya Tech,1319,1319,473,2.1705837755875663,89.3699772554966,2863.0,1319,0.0,2.1730624529721596,35.86,辉夜科技,辉夜科技
Kelp Farming,1133,1133,378,2.237422771403354,86.99205648720212,2535.0,1133,0.0,2.2397200349956257,33.36,养殖海藻,养殖海藻
Kickstarter,985,985,296,2.3106598984771574,87.63350253807107,2276.0,985,0.0,2.312562814070352,30.05,KS众筹,KS众筹
L.T.F. Headquarters,8,8,2,2.875,87.875,23.0,8,0.0,2.6666666666666665,25.0,L.T.F.总部,L.T.F.总部
L.T.F. Privileges,7,7,1,2.4285714285714284,113.85714285714286,17.0,7,0.0,2.4705882352941178,14.29,L.T.F.特权,L.T.F.特权
L1 Trade Terminal,976,976,322,2.2684426229508197,90.95389344262296,2214.0,976,0.0,2.27079107505071,32.99,L1 贸易终端,L1 贸易终端
Labor Trafficking,296,296,86,2.4054054054054053,81.49662162162163,712.0,296,0.0,2.4084967320261437,29.05,劳动力贩卖,劳动力贩卖
Lagrange Observatory,1802,1802,465,2.479467258601554,81.67813540510544,4468.0,1802,0.0,2.4795805739514347,25.8,拉格朗日观察点,拉格朗日观察点
Lake Marineris,390,390,137,2.076923076923077,90.88205128205128,810.0,390,0.0,2.0875,35.13,水手湖,水手湖
Land Claim,880,880,265,2.289772727272727,88.77727272727273,2015.0,880,0.0,2.292134831460674,30.11,宣称领土,宣称领土
Landfill,125,125,44,2.232,83.88,279.0,125,0.0,2.251851851851852,35.2,垃圾填埋场,垃圾填埋场
Large Convoy,1432,1432,471,2.2004189944134076,90.64874301675978,3151.0,1432,0.0,2.20249653259362,32.89,大型护航队,大型护航队
Large Ecological Reserve,904,904,322,2.1537610619469025,89.76991150442478,1947.0,904,0.0,2.1575492341356672,35.62,大型生态保护区,大型生态保护区
Last Resort Ingenuity,459,459,146,2.30718954248366,86.43572984749456,1059.0,459,0.0,2.3113006396588487,31.81,即兴才能,即兴才能
Lava Flows,90,90,32,2.1777777777777776,80.55555555555556,196.0,90,0.0,2.21,35.56,熔岩流,熔岩流
Lava Flows:ares,702,702,223,2.2891737891737893,80.63247863247864,1607.0,702,0.0,2.292134831460674,31.77,Lava Flows:ares,Lava Flows:ares
Lava Tube Settlement,771,771,223,2.3553826199740597,87.49935149156939,1816.0,771,0.0,2.357234314980794,28.92,熔岩城,熔岩城
Law Suit,734,734,184,2.4400544959128063,84.89373297002724,1791.0,734,0.0,2.4408602150537635,25.07,诉讼,诉讼
Lichen,662,662,215,2.293051359516616,87.46374622356495,1518.0,662,0.0,2.2961309523809526,32.48,青苔,青苔
Lightning Harvest,1116,1116,323,2.3862007168458783,86.5725806451613,2663.0,1116,0.0,2.387211367673179,28.94,捕获雷电,捕获雷电
Livestock,452,452,135,2.3628318584070795,91.65044247787611,1068.0,452,3.6238938053097347,2.365800865800866,29.87,畜牧,畜牧
Lobby Halls,999,999,308,2.3523523523523524,84.88588588588588,2350.0,999,0.0,2.3538156590683847,30.83,议会大厅,议会大厅
Lobbying Network,7,7,2,2.5714285714285716,72.28571428571429,18.0,7,0.0,2.5294117647058822,28.57,游说网络,游说网络
Local Heat Trapping,1030,1030,340,2.2058252427184466,87.52427184466019,2272.0,1030,0.0,2.208653846153846,33.01,本地的热量陷阱,本地的热量陷阱
Local Shading,1299,1299,400,2.324865280985373,85.35950731331793,3020.0,1299,0.9230177059276367,2.3262032085561497,30.79,局部遮蔽,局部遮蔽
Luna Archives,12,12,2,2.6666666666666665,99.0,32.0,12,4.833333333333333,2.590909090909091,16.67,月球档案,月球档案
Luna Conference,3,3,0,2.6666666666666665,87.33333333333333,8.0,3,0.0,2.5384615384615383,0.0,月球会议,月球会议
Luna Ecumenopolis,1,1,1,1.0,199.0,1.0,1,0.0,2.3636363636363638,100.0,环月球巨型城市,环月球巨型城市
Luna Governor,1259,1259,424,2.289912629070691,86.9626687847498,2883.0,1259,0.0,2.2915681639085896,33.68,月球政府,月球政府
Luna Metropolis,1266,1266,379,2.373617693522907,87.48736176935229,3005.0,1266,0.0,2.3746081504702192,29.94,月神都会,月神都会
Luna Mining Hub,4,4,2,2.25,80.0,9.0,4,0.0,2.4285714285714284,50.0,月球矿山枢纽,月球矿山枢纽
Luna Political Institute,9,9,6,1.5555555555555556,110.0,14.0,9,0.0,2.0526315789473686,66.67,月球政治研究所,月球政治研究所
Luna Project Office,16,16,3,2.5625,102.375,41.0,16,0.0,2.5384615384615383,18.75,月球项目办公室,月球项目办公室
Luna Resort,6,6,2,2.3333333333333335,114.33333333333333,14.0,6,0.0,2.4375,33.33,月球度假区,月球度假区
Luna Senate,10,10,4,1.7,128.1,17.0,10,0.0,2.1,40.0,月球参议院,月球参议院
Luna Staging Station,10,10,2,2.6,57.9,26.0,10,0.0,2.55,20.0,月球中转站,月球中转站
Luna Trade Station,10,10,4,2.3,106.4,23.0,10,0.0,2.4,40.0,月球贸易站,月球贸易站
Luna Train Station,4,4,2,2.5,108.75,10.0,4,0.0,2.5,50.0,月球火车站,月球火车站
Lunar Beam,557,557,150,2.454219030520646,83.46858168761221,1367.0,557,0.0,2.455026455026455,26.93,月球射线,月球射线
Lunar Dust Processing Plant,21,21,4,2.6666666666666665,108.71428571428571,56.0,21,0.0,2.6129032258064515,19.05,月球灰处理厂,月球灰处理厂
Lunar Embassy,1004,1004,361,2.204183266932271,89.7410358565737,2213.0,1004,0.0,2.2071005917159763,35.96,月球大使馆,月球大使馆
Lunar Exports,889,889,229,2.5061867266591675,84.14510686164229,2228.0,889,0.0,2.506117908787542,25.76,月球出口,月球出口
Lunar Industry Complex,8,8,3,2.375,105.875,19.0,8,0.0,2.4444444444444446,37.5,月球工业复合体,月球工业复合体
Lunar Mine Urbanization,12,12,5,2.0833333333333335,68.25,25.0,12,0.0,2.272727272727273,41.67,月球采矿城市化,月球采矿城市化
Lunar Mining,942,942,309,2.358811040339703,87.81210191082802,2222.0,942,0.0,2.360294117647059,32.8,月球挖掘,月球挖掘
Lunar Observation Post,770,770,220,2.396103896103896,87.54415584415584,1845.0,770,3.1636363636363636,2.3974358974358974,28.57,月球观测站,月球观测站
Lunar Security Stations,4,4,2,2.5,148.0,10.0,4,0.0,2.5,50.0,月球安检站,月球安检站
Lunar Steel,852,852,236,2.4002347417840375,86.34037558685446,2045.0,852,0.0,2.4013921113689096,27.7,月钢,月钢
Lunar Trade Fleet,15,15,0,2.7333333333333334,64.26666666666667,41.0,15,0.0,2.64,0.0,月球船队,月球船队
Luxury Estate,1005,1005,363,2.1731343283582087,91.00597014925373,2184.0,1005,0.0,2.1763546798029556,36.12,豪华别墅,豪华别墅
Luxury Foods,968,968,306,2.2954545454545454,89.41115702479338,2222.0,968,0.0,2.2975460122699385,31.61,奢靡大餐,奢靡大餐
Magnetic Field Dome,511,511,160,2.305283757338552,90.37377690802349,1178.0,511,0.0,2.309021113243762,31.31,磁力区域圆顶,磁力区域圆顶
Magnetic Field Generators,1,1,0,2.0,63.0,2.0,1,0.0,2.4545454545454546,0.0,磁力发动机,磁力发动机
Magnetic Field Generators:ares,437,437,172,2.116704805491991,94.99313501144165,925.0,437,0.0,2.1252796420581657,39.36,Magnetic Field Generators:ares,Magnetic Field Generators:ares
Magnetic Field Generators:promo,44,44,17,2.2045454545454546,94.3409090909091,97.0,44,0.0,2.259259259259259,38.64,Magnetic Field Generators:promo,Magnetic Field Generators:promo
Magnetic Shield,741,741,267,2.211875843454791,93.56680161943319,1639.0,741,0.0,2.2157123834886816,36.03,磁屏,磁屏
Mangrove,1241,1241,429,2.161966156325544,88.94681708299758,2683.0,1241,0.0,2.16466826538769,34.57,红树林,红树林
Mare Imbrium Mine,17,17,5,2.2941176470588234,83.47058823529412,39.0,17,0.0,2.3703703703703702,29.41,雨海矿山,雨海矿山
Mare Nectaris Mine,17,17,4,2.3529411764705883,104.05882352941177,40.0,17,0.0,2.4074074074074074,23.53,酒海矿山,酒海矿山
Mare Nubium Mine,12,12,4,2.3333333333333335,97.16666666666667,28.0,12,0.0,2.409090909090909,33.33,云海矿山,云海矿山
Mare Serenitatis Mine,16,16,5,2.125,106.5625,34.0,16,0.0,2.269230769230769,31.25,澄海矿山,澄海矿山
Market Manipulation,951,951,291,2.3186119873817033,83.80336487907466,2205.0,951,0.0,2.3204994797086367,30.6,操控市场,操控市场
Marketing Experts,1093,1093,305,2.42451967063129,83.84537968892955,2650.0,1093,0.0,2.4252039891205803,27.9,营销专家,营销专家
Mars Hot Spring,1096,1096,338,2.3257299270072993,83.62408759124088,2549.0,1096,0.0,2.3273056057866186,30.84,火星温泉,火星温泉
Mars Nomads,404,404,125,2.383663366336634,84.40346534653466,963.0,404,0.0,2.3864734299516908,30.94,火星游牧者,火星游牧者
Mars University,1825,1825,568,2.3687671232876713,84.69589041095891,4323.0,1825,0.0,2.369482288828338,31.12,火星大学,火星大学
Martian Culture,528,528,188,2.212121212121212,92.88068181818181,1168.0,528,4.625,2.217472118959108,35.61,火星文化,火星文化
Martian Dust Processing Plant,498,498,148,2.36144578313253,87.33333333333333,1176.0,498,0.0,2.3641732283464565,29.72,粉尘加工厂,粉尘加工厂
Martian Embassy,1,1,0,3.0,100.0,3.0,1,0.0,2.5454545454545454,0.0,火星大使馆,火星大使馆
Martian Express,474,474,166,2.1561181434599157,89.72151898734177,1022.0,474,0.34177215189873417,2.1632231404958677,35.02,火星特快,火星特快
Martian Fencing,1589,1589,416,2.485210824417873,82.16991818753934,3949.0,1589,0.0,2.4853033145716075,26.18,火星击剑,火星击剑
Martian Lumber Corp,964,964,340,2.162863070539419,88.55290456431536,2085.0,964,0.0,2.166324435318275,35.27,火星木材公司,火星木材公司
Martian Media Center,355,355,93,2.5098591549295777,80.85352112676057,891.0,355,0.0,2.5095890410958903,26.2,火星媒体中心,火星媒体中心
Martian Monuments,222,222,76,2.225225225225225,92.97747747747748,494.0,222,0.0,2.2370689655172415,34.23,火星纪念碑,火星纪念碑
