user_id,prelude_name,usage_count,total_wins,total_position_sum,win_rate,avg_position,user_name,cn_name,cn_name_plot
de3baec74952,Smelting Plant,6,2,16,33.33,2.667,aipotu,冶炼厂,冶炼厂
de3baec74952,Soil Bacteria,3,1,5,33.33,1.667,aipotu,土壤细菌,土壤细菌
de3baec74952,Suitable Infrastructure,7,5,13,71.43,1.857,aipotu,适宜基础设施,适宜基础设施
de3baec74952,Supplier,5,1,14,20.0,2.8,aipotu,供应商,供应商
de3baec74952,Supply Drop,5,0,16,0.0,3.2,aipotu,空投补给,空投补给
de3baec74952,Terraforming Deal,3,0,10,0.0,3.333,aipotu,地球化交易,地球化交易
de3baec74952,UNMI Contractor,6,2,11,33.33,1.833,aipotu,UNMI 承包商,UNMI 承包商
de3baec74952,Venus Contract,2,1,4,50.0,2.0,aipotu,金星合同,金星合同
de7635ede9fb,SF Memorial,5,2,12,40.0,2.4,FranklinChan,SF纪念碑,SF纪念碑
de7635ede9fb,Supply Drop,3,0,10,0.0,3.333,FranklinChan,空投补给,空投补给
dfc7613bd132,Acquired Space Agency,5,1,11,20.0,2.2,小麦,收购太空总署,收购太空总署
dfc7613bd132,Aquifer Turbines,4,0,14,0.0,3.5,小麦,含水层涡轮机,含水层涡轮机
dfc7613bd132,Donation,2,0,5,0.0,2.5,小麦,捐赠,捐赠
dfc7613bd132,Early Settlement,5,1,13,20.0,2.6,小麦,前期据点,前期据点
dfc7613bd132,Metal-Rich Asteroid,6,1,15,16.67,2.5,小麦,富含金属的小行星,富含金属的小行星
dfc7613bd132,New Partner,3,2,5,66.67,1.667,小麦,新合伙人,新合伙人
dfc7613bd132,Orbital Construction Yard,2,0,6,0.0,3.0,小麦,轨道建造场,轨道建造场
dfc7613bd132,Power Generation,2,0,6,0.0,3.0,小麦,发电,发电
dfc7613bd132,Research Network,5,0,14,0.0,2.8,小麦,研究网络,研究网络
dfc7613bd132,SF Memorial,7,1,19,14.29,2.714,小麦,SF纪念碑,SF纪念碑
dfc7613bd132,Smelting Plant,2,0,6,0.0,3.0,小麦,冶炼厂,冶炼厂
dfc7613bd132,Supply Drop,2,0,6,0.0,3.0,小麦,空投补给,空投补给
dfc7613bd132,UNMI Contractor,5,0,15,0.0,3.0,小麦,UNMI 承包商,UNMI 承包商
